time,gFx,gFy,gFz,TgF
22:02:53:894,0.7473,0.0963,0.6431,1.007
22:02:53:895,0.7451,0.0982,0.6392,1.003
22:02:53:896,0.7451,0.0992,0.6362,1.001
22:02:53:898,0.7459,0.1009,0.6338,1.001
22:02:53:898,0.7456,0.1016,0.6321,1.000
22:02:53:899,0.7442,0.1029,0.6274,0.996
22:02:53:900,0.7446,0.1038,0.6245,0.994
22:02:53:901,0.7566,0.1043,0.6345,1.010
22:02:53:902,0.7879,0.1021,0.6663,1.053
22:02:53:902,0.8099,0.0975,0.6922,1.086
22:02:53:906,0.7945,0.0970,0.6826,1.068
22:02:53:907,0.7593,0.1007,0.6460,1.019
22:02:53:910,0.7263,0.1046,0.6069,0.969
22:02:53:911,0.7065,0.1077,0.5791,0.937
22:02:53:917,0.6985,0.1109,0.5651,0.923
22:02:53:919,0.6997,0.1121,0.5642,0.923
22:02:53:920,0.7078,0.1121,0.5737,0.935
22:02:53:921,0.7156,0.1131,0.5888,0.951
22:02:53:923,0.7214,0.1136,0.6035,0.965
22:02:53:924,0.7268,0.1141,0.6152,0.977
22:02:53:925,0.7334,0.1141,0.6250,0.988
22:02:53:927,0.7410,0.1124,0.6333,0.999
22:02:53:930,0.7490,0.1094,0.6409,1.009
22:02:53:932,0.7569,0.1053,0.6489,1.019
22:02:53:933,0.7642,0.1011,0.6570,1.029
22:02:53:935,0.7705,0.0970,0.6616,1.037
22:02:53:938,0.7754,0.0931,0.6621,1.040
22:02:53:939,0.7791,0.0889,0.6597,1.041
22:02:53:940,0.7815,0.0855,0.6580,1.041
22:02:53:943,0.7818,0.0826,0.6572,1.040
22:02:53:946,0.7815,0.0804,0.6580,1.040
22:02:53:947,0.7803,0.0792,0.6597,1.040
22:02:53:948,0.7776,0.0792,0.6597,1.038
22:02:53:951,0.7752,0.0796,0.6587,1.036
22:02:53:953,0.7735,0.0796,0.6585,1.034
22:02:53:955,0.7732,0.0796,0.6597,1.035
22:02:53:956,0.7730,0.0801,0.6614,1.036
22:02:53:959,0.7730,0.0801,0.6629,1.037
22:02:53:963,0.7737,0.0801,0.6643,1.039
22:02:53:964,0.7740,0.0796,0.6648,1.039
22:02:53:965,0.7745,0.0784,0.6655,1.040
22:02:53:966,0.7752,0.0777,0.6658,1.040
22:02:53:969,0.7762,0.0767,0.6668,1.042
22:02:53:971,0.7774,0.0762,0.6668,1.042
22:02:53:973,0.7776,0.0757,0.6646,1.041
22:02:53:974,0.7779,0.0760,0.6616,1.039
22:02:53:977,0.7762,0.0762,0.6575,1.035
22:02:53:994,0.7732,0.0774,0.6521,1.030
22:02:53:995,0.7701,0.0787,0.6462,1.024
22:02:53:996,0.7674,0.0806,0.6414,1.019
22:02:53:997,0.7642,0.0826,0.6367,1.014
22:02:53:998,0.7595,0.0853,0.6316,1.007
22:02:53:998,0.7542,0.0889,0.6262,1.000
22:02:53:999,0.7500,0.0923,0.6218,0.995
22:02:54:000,0.7466,0.0950,0.6177,0.990
22:02:54:000,0.7446,0.0972,0.6135,0.986
22:02:54:001,0.7422,0.0989,0.6098,0.982
22:02:54:002,0.7410,0.1002,0.6072,0.980
22:02:54:002,0.7405,0.1021,0.6057,0.979
22:02:54:003,0.7402,0.1036,0.6054,0.979
22:02:54:006,0.7420,0.1043,0.6069,0.981
22:02:54:007,0.7444,0.1041,0.6094,0.984
22:02:54:008,0.7466,0.1029,0.6118,0.987
22:02:54:010,0.7490,0.1016,0.6145,0.991
22:02:54:021,0.7510,0.1002,0.6162,0.993
22:02:54:022,0.7505,0.0987,0.6120,0.990
22:02:54:023,0.7434,0.0982,0.5915,0.971
22:02:54:024,0.7398,0.0967,0.5732,0.957
22:02:54:025,0.7437,0.0948,0.5732,0.960
22:02:54:025,0.7512,0.0928,0.5861,0.973
22:02:54:026,0.7573,0.0916,0.5998,0.986
22:02:54:027,0.7617,0.0901,0.6116,0.997
22:02:54:030,0.7676,0.0897,0.6238,1.009
22:02:54:031,0.8118,0.0889,0.6712,1.073
22:02:54:032,0.8883,0.0831,0.7518,1.182
22:02:54:035,0.8849,0.0770,0.7708,1.191
22:02:54:037,0.8150,0.0767,0.7198,1.105
22:02:54:038,0.7774,0.0774,0.6856,1.055
22:02:54:040,0.7249,0.0782,0.6277,0.978
22:02:54:042,0.7109,0.0770,0.5957,0.946
22:02:54:045,0.7244,0.0755,0.5883,0.952
22:02:54:047,0.7464,0.0748,0.5947,0.972
22:02:54:048,0.7617,0.0745,0.6035,0.990
22:02:54:050,0.7639,0.0777,0.6074,0.994
22:02:54:052,0.7595,0.0821,0.6069,0.991
22:02:54:054,0.7595,0.0862,0.6096,0.993
22:02:54:056,0.7652,0.0887,0.6184,1.004
22:02:54:058,0.7740,0.0897,0.6323,1.019
22:02:54:060,0.7815,0.0884,0.6443,1.032
22:02:54:062,0.7854,0.0860,0.6499,1.039
22:02:54:064,0.7884,0.0838,0.6506,1.041
22:02:54:066,0.7903,0.0821,0.6497,1.042
22:02:54:068,0.7903,0.0809,0.6489,1.041
22:02:54:070,0.7881,0.0801,0.6475,1.038
22:02:54:072,0.7864,0.0792,0.6460,1.036
22:02:54:074,0.7837,0.0789,0.6438,1.033
22:02:54:076,0.7810,0.0796,0.6421,1.030
22:02:54:081,0.7796,0.0804,0.6421,1.029
22:02:54:082,0.7788,0.0818,0.6421,1.028
22:02:54:083,0.7769,0.0838,0.6406,1.026
22:02:54:084,0.7742,0.0850,0.6389,1.023
22:02:54:086,0.7708,0.0862,0.6387,1.020
22:02:54:088,0.7679,0.0860,0.6389,1.018
22:02:54:090,0.7659,0.0860,0.6404,1.018
22:02:54:092,0.7644,0.0865,0.6414,1.017
22:02:54:094,0.7635,0.0870,0.6418,1.017
22:02:54:097,0.7632,0.0860,0.6426,1.017
22:02:54:098,0.7627,0.0855,0.6438,1.018
22:02:54:100,0.7625,0.0853,0.6450,1.018
22:02:54:102,0.7625,0.0858,0.6458,1.019
22:02:54:104,0.7617,0.0862,0.6450,1.018
22:02:54:106,0.7603,0.0860,0.6440,1.016
22:02:54:108,0.7576,0.0858,0.6436,1.014
22:02:54:110,0.7554,0.0865,0.6431,1.012
22:02:54:113,0.7547,0.0872,0.6433,1.012
22:02:54:114,0.7537,0.0880,0.6438,1.011
22:02:54:116,0.7527,0.0880,0.6438,1.010
22:02:54:118,0.7512,0.0887,0.6445,1.010
22:02:54:120,0.7505,0.0897,0.6453,1.010
22:02:54:122,0.7498,0.0904,0.6462,1.010
22:02:54:124,0.7495,0.0923,0.6487,1.012
22:02:54:126,0.7483,0.0936,0.6514,1.013
22:02:54:129,0.7476,0.0948,0.6533,1.014
22:02:54:131,0.7476,0.0953,0.6536,1.014
22:02:54:132,0.7481,0.0950,0.6541,1.015
22:02:54:134,0.7490,0.0955,0.6546,1.016
22:02:54:137,0.7495,0.0970,0.6555,1.017
22:02:54:139,0.7510,0.0975,0.6555,1.018
22:02:54:140,0.7517,0.0975,0.6533,1.017
22:02:54:142,0.7503,0.0985,0.6497,1.014
22:02:54:146,0.7466,0.0992,0.6458,1.009
22:02:54:147,0.7466,0.0999,0.6492,1.011
22:02:54:148,0.7544,0.1009,0.6633,1.026
22:02:54:150,0.7994,0.1007,0.7115,1.091
22:02:54:152,0.8441,0.0950,0.7520,1.150
22:02:54:154,0.8140,0.0938,0.7232,1.109
22:02:54:156,0.7576,0.0994,0.6646,1.029
22:02:54:158,0.7163,0.1073,0.6167,0.969
22:02:54:160,0.6970,0.1126,0.5854,0.935
22:02:54:163,0.6929,0.1136,0.5671,0.920
22:02:54:164,0.6955,0.1126,0.5600,0.918
22:02:54:166,0.7024,0.1116,0.5654,0.926
22:02:54:168,0.7107,0.1112,0.5815,0.942
22:02:54:170,0.7175,0.1112,0.5947,0.956
22:02:54:174,0.7217,0.1119,0.5925,0.958
22:02:54:175,0.7288,0.1126,0.5871,0.960
22:02:54:176,0.7385,0.1136,0.5920,0.970
22:02:54:181,0.7498,0.1160,0.6032,0.986
22:02:54:182,0.7598,0.1185,0.6155,1.002
22:02:54:183,0.7635,0.1187,0.6189,1.007
22:02:54:184,0.7683,0.1187,0.6167,1.009
22:02:54:186,0.7713,0.1244,0.6230,1.017
22:02:54:188,0.7759,0.1312,0.6423,1.034
22:02:54:190,0.7808,0.1329,0.6614,1.050
22:02:54:192,0.7837,0.1314,0.6751,1.061
22:02:54:194,0.7832,0.1302,0.6795,1.063
22:02:54:197,0.7806,0.1319,0.6804,1.062
22:02:54:199,0.7776,0.1353,0.6861,1.064
22:02:54:200,0.7749,0.1341,0.6890,1.064
22:02:54:202,0.7725,0.1312,0.6941,1.065
22:02:54:204,0.7698,0.1285,0.7044,1.069
22:02:54:206,0.7664,0.1261,0.7156,1.074
22:02:54:208,0.7630,0.1246,0.7227,1.076
22:02:54:210,0.7605,0.1236,0.7247,1.076
22:02:54:213,0.7588,0.1219,0.7225,1.073
22:02:54:215,0.7573,0.1187,0.7159,1.067
22:02:54:216,0.7578,0.1141,0.7007,1.056
22:02:54:218,0.7613,0.1114,0.6800,1.044
22:02:54:220,0.7659,0.1099,0.6682,1.039
22:02:54:222,0.7691,0.1090,0.6636,1.039
22:02:54:224,0.7681,0.1082,0.6585,1.034
22:02:54:226,0.7669,0.1090,0.6550,1.031
22:02:54:230,0.7664,0.1087,0.6504,1.028
22:02:54:232,0.7647,0.1058,0.6382,1.018
22:02:54:233,0.7595,0.1029,0.6199,1.002
22:02:54:234,0.7544,0.1065,0.6191,0.998
22:02:54:236,0.7508,0.1121,0.6326,1.005
22:02:54:238,0.7490,0.1126,0.6467,1.013
22:02:54:240,0.7478,0.1109,0.6597,1.021
22:02:54:242,0.7466,0.1107,0.6709,1.027
22:02:54:244,0.7442,0.1124,0.6773,1.030
22:02:54:247,0.7405,0.1131,0.6682,1.021
22:02:54:250,0.7388,0.1143,0.6519,1.009
22:02:54:251,0.7402,0.1182,0.6409,1.004
22:02:54:252,0.7434,0.1202,0.6367,1.004
22:02:54:254,0.7459,0.1192,0.6331,1.003
22:02:54:256,0.7486,0.1204,0.6340,1.006
22:02:54:258,0.7493,0.1226,0.6387,1.010
22:02:54:260,0.7481,0.1234,0.6406,1.010
22:02:54:264,0.7434,0.1241,0.6394,1.006
22:02:54:266,0.7373,0.1251,0.6262,0.993
22:02:54:267,0.7334,0.1270,0.6081,0.979
22:02:54:268,0.7324,0.1302,0.5962,0.971
22:02:54:270,0.7341,0.1324,0.5932,0.971
22:02:54:272,0.7393,0.1341,0.5940,0.976
22:02:54:274,0.7459,0.1361,0.5947,0.982
22:02:54:276,0.7520,0.1363,0.5940,0.986
22:02:54:278,0.7586,0.1353,0.5918,0.989
22:02:54:281,0.7674,0.1358,0.5920,0.996
22:02:54:283,0.7786,0.1351,0.5903,1.004
22:02:54:284,0.7896,0.1324,0.5869,1.010
22:02:54:286,0.7979,0.1312,0.5896,1.018
22:02:54:290,0.8030,0.1312,0.5974,1.026
22:02:54:291,0.8079,0.1297,0.6018,1.033
22:02:54:292,0.8118,0.1270,0.5996,1.034
22:02:54:295,0.8162,0.1253,0.6003,1.038
22:02:54:296,0.8218,0.1239,0.6052,1.045
22:02:54:300,0.8238,0.1202,0.5998,1.042
22:02:54:302,0.8272,0.1163,0.5925,1.040
22:02:54:302,0.8292,0.1119,0.5871,1.038
22:02:54:304,0.8272,0.1075,0.5852,1.034
22:02:54:307,0.8253,0.1043,0.5837,1.032
22:02:54:308,0.8250,0.1021,0.5857,1.032
22:02:54:310,0.8245,0.0994,0.5844,1.031
22:02:54:315,0.8248,0.0975,0.5837,1.030
22:02:54:317,0.8233,0.0958,0.5837,1.029
22:02:54:318,0.8167,0.0953,0.5791,1.021
22:02:54:319,0.8111,0.0963,0.5776,1.015
22:02:54:320,0.8079,0.0999,0.5842,1.017
22:02:54:323,0.8067,0.1036,0.5962,1.024
22:02:54:324,0.8047,0.1036,0.6018,1.026
22:02:54:326,0.8008,0.1031,0.5991,1.021
22:02:54:328,0.7972,0.1033,0.5981,1.018
22:02:54:332,0.7959,0.1041,0.6006,1.018
22:02:54:334,0.7955,0.1051,0.6020,1.019
22:02:54:335,0.7945,0.1075,0.6084,1.023
22:02:54:336,0.7918,0.1099,0.6186,1.027
22:02:54:338,0.7896,0.1112,0.6265,1.031
22:02:54:340,0.7854,0.1121,0.6296,1.030
22:02:54:342,0.7808,0.1138,0.6343,1.029
22:02:54:344,0.7764,0.1160,0.6409,1.030
22:02:54:348,0.7703,0.1182,0.6482,1.031
22:02:54:349,0.7635,0.1190,0.6550,1.030
22:02:54:350,0.7571,0.1180,0.6602,1.029
22:02:54:353,0.7503,0.1160,0.6624,1.025
22:02:54:354,0.7432,0.1151,0.6638,1.021
22:02:54:356,0.7361,0.1151,0.6646,1.016
22:02:54:358,0.7288,0.1153,0.6633,1.010
22:02:54:360,0.7231,0.1175,0.6599,1.004
22:02:54:362,0.7175,0.1195,0.6536,0.996
22:02:54:364,0.7122,0.1207,0.6465,0.988
22:02:54:369,0.7095,0.1204,0.6372,0.979
22:02:54:371,0.7097,0.1207,0.6240,0.971
22:02:54:372,0.7119,0.1214,0.6091,0.963
22:02:54:373,0.7200,0.1222,0.5984,0.962
22:02:54:374,0.7332,0.1160,0.5859,0.963
22:02:54:376,0.7461,0.1109,0.5754,0.965
22:02:54:378,0.7583,0.1126,0.5857,0.981
22:02:54:380,0.7674,0.1143,0.6106,1.004
22:02:54:383,0.7683,0.1121,0.6516,1.031
22:02:54:385,0.7698,0.1107,0.7027,1.065
22:02:54:386,0.7803,0.1138,0.7533,1.108
22:02:54:388,0.7947,0.1192,0.7865,1.142
22:02:54:390,0.8087,0.1236,0.7906,1.156
22:02:54:392,0.8231,0.1270,0.7738,1.155
22:02:54:394,0.8372,0.1275,0.7420,1.143
22:02:54:397,0.8507,0.1246,0.7005,1.126
22:02:54:399,0.8683,0.1202,0.6648,1.116
22:02:54:400,0.8868,0.1138,0.6348,1.112
22:02:54:402,0.8934,0.1109,0.6203,1.108
22:02:54:404,0.8966,0.1046,0.5905,1.093
22:02:54:406,0.8873,0.1014,0.5759,1.077
22:02:54:408,0.8780,0.1060,0.5886,1.077
22:02:54:410,0.8673,0.1112,0.6008,1.076
22:02:54:412,0.8446,0.1112,0.5969,1.056
22:02:54:415,0.8118,0.1068,0.5771,1.017
22:02:54:417,0.7832,0.0999,0.5519,0.979
22:02:54:418,0.7691,0.0958,0.5375,0.958
22:02:54:420,0.7661,0.0965,0.5373,0.956
22:02:54:422,0.7674,0.0992,0.5417,0.960
22:02:54:424,0.7691,0.0938,0.5275,0.952
22:02:54:426,0.7703,0.0836,0.4911,0.932
22:02:54:428,0.7659,0.0853,0.4694,0.916
22:02:54:431,0.7603,0.0955,0.4657,0.911
22:02:54:433,0.7559,0.1060,0.4664,0.910
22:02:54:434,0.7532,0.1141,0.4696,0.911
22:02:54:436,0.7539,0.1197,0.4787,0.917
22:02:54:438,0.7578,0.1234,0.4938,0.929
22:02:54:440,0.7642,0.1246,0.5080,0.943
22:02:54:442,0.7732,0.1231,0.5168,0.955
22:02:54:444,0.7840,0.1222,0.5224,0.966
22:02:54:448,0.7923,0.1244,0.5329,0.979
22:02:54:450,0.7967,0.1278,0.5471,0.991
22:02:54:451,0.7989,0.1341,0.5602,1.002
22:02:54:453,0.7952,0.1424,0.5749,1.009
22:02:54:454,0.7859,0.1488,0.5940,1.014
22:02:54:456,0.7749,0.1529,0.6152,1.020
22:02:54:458,0.7669,0.1571,0.6374,1.029
22:02:54:460,0.7622,0.1605,0.6546,1.037
22:02:54:465,0.7603,0.1612,0.6660,1.043
22:02:54:467,0.7598,0.1634,0.6739,1.048
22:02:54:469,0.7603,0.1688,0.6819,1.055
22:02:54:470,0.7639,0.1747,0.6917,1.065
22:02:54:471,0.7718,0.1793,0.7054,1.081
22:02:54:472,0.7803,0.1837,0.7200,1.098
22:02:54:474,0.7881,0.1871,0.7342,1.114
22:02:54:476,0.7950,0.1876,0.7457,1.126
22:02:54:479,0.8025,0.1866,0.7542,1.137
22:02:54:480,0.8118,0.1847,0.7606,1.148
22:02:54:486,0.8167,0.1835,0.7620,1.152
22:02:54:489,0.8260,0.1791,0.7606,1.157
22:02:54:490,0.8331,0.1730,0.7515,1.155
22:02:54:491,0.8377,0.1654,0.7376,1.147
22:02:54:492,0.8392,0.1573,0.7190,1.135
22:02:54:493,0.8377,0.1490,0.6946,1.116
22:02:54:494,0.8346,0.1410,0.6665,1.095
22:02:54:497,0.8294,0.1336,0.6355,1.070
22:02:54:498,0.8228,0.1263,0.6015,1.044
22:02:54:504,0.8182,0.1175,0.5693,1.020
22:02:54:506,0.8153,0.1102,0.5383,0.998
22:02:54:507,0.8138,0.1038,0.5085,0.980
22:02:54:508,0.8135,0.0972,0.4796,0.963
22:02:54:508,0.8143,0.0921,0.4520,0.949
22:02:54:511,0.8153,0.0880,0.4271,0.938
22:02:54:512,0.8157,0.0843,0.4032,0.926
22:02:54:515,0.8174,0.0814,0.3839,0.919
22:02:54:516,0.8218,0.0794,0.3685,0.916
22:02:54:518,0.8275,0.0789,0.3560,0.916
22:02:54:520,0.8353,0.0787,0.3499,0.920
22:02:54:522,0.8460,0.0782,0.3501,0.930
22:02:54:523,0.8590,0.0777,0.3558,0.944
22:02:54:526,0.8710,0.0767,0.3643,0.958
22:02:54:527,0.8817,0.0755,0.3736,0.971
22:02:54:533,0.8907,0.0760,0.3826,0.983
22:02:54:534,0.8978,0.0767,0.3907,0.993
22:02:54:535,0.9030,0.0774,0.3990,1.001
22:02:54:536,0.9066,0.0799,0.4095,1.009
22:02:54:538,0.9105,0.0823,0.4229,1.019
22:02:54:540,0.9159,0.0845,0.4432,1.033
22:02:54:542,0.9215,0.0877,0.4635,1.047
22:02:54:543,0.9240,0.0921,0.4796,1.058
22:02:54:546,0.9240,0.0967,0.4960,1.066
22:02:54:550,0.9218,0.1016,0.5129,1.073
22:02:54:552,0.9164,0.1070,0.5251,1.075
22:02:54:553,0.9115,0.1129,0.5375,1.078
22:02:54:554,0.9093,0.1212,0.5720,1.096
22:02:54:555,0.9093,0.1287,0.6230,1.125
22:02:54:558,0.9213,0.1388,0.7823,1.234
22:02:54:559,0.9618,0.1280,0.9433,1.370
22:02:54:562,1.0048,0.1065,1.0904,1.503
22:02:54:566,1.0075,0.0921,1.1984,1.585
22:02:54:567,0.9621,0.0967,1.2162,1.571
22:02:54:568,0.9113,0.1195,1.1412,1.483
22:02:54:570,0.8961,0.1488,1.0208,1.385
22:02:54:572,0.9174,0.1720,0.8976,1.314
22:02:54:574,0.9557,0.1752,0.7897,1.270
22:02:54:576,0.9892,0.1691,0.7147,1.249
22:02:54:577,0.9931,0.1700,0.6890,1.237
22:02:54:584,0.9679,0.1698,0.6934,1.220
22:02:54:585,0.9264,0.1598,0.7039,1.192
22:02:54:586,0.8832,0.1417,0.7110,1.160
22:02:54:587,0.8475,0.1222,0.7085,1.128
22:02:54:588,0.8214,0.1055,0.6895,1.094
22:02:54:589,0.8047,0.0945,0.6536,1.057
22:02:54:592,0.7933,0.0882,0.6035,1.016
22:02:54:594,0.7837,0.0853,0.5427,0.972
22:02:54:596,0.7752,0.0823,0.4774,0.928
22:02:54:598,0.7686,0.0804,0.4176,0.891
22:02:54:601,0.7637,0.0782,0.3675,0.863
22:02:54:602,0.7615,0.0755,0.3267,0.844
22:02:54:604,0.7595,0.0782,0.2957,0.830
22:02:54:606,0.7610,0.0855,0.2751,0.825
22:02:54:608,0.7676,0.0955,0.2639,0.829
22:02:54:610,0.7788,0.1053,0.2583,0.839
22:02:54:612,0.7962,0.1136,0.2595,0.857
22:02:54:615,0.8194,0.1209,0.2690,0.883
22:02:54:618,0.8426,0.1268,0.2759,0.908
22:02:54:619,0.8644,0.1317,0.2778,0.930
22:02:54:620,0.8898,0.1358,0.2827,0.956
22:02:54:621,0.9196,0.1388,0.2893,0.986
22:02:54:624,0.9506,0.1419,0.2979,1.018
22:02:54:626,0.9772,0.1446,0.3062,1.046
22:02:54:627,1.0002,0.1459,0.3118,1.069
22:02:54:630,1.0192,0.1466,0.3177,1.089
22:02:54:633,1.0266,0.1468,0.3191,1.097
22:02:54:634,1.0363,0.1468,0.3194,1.106
22:02:54:635,1.0368,0.1456,0.3211,1.107
22:02:54:638,1.0310,0.1417,0.3262,1.102
22:02:54:639,1.0227,0.1361,0.3321,1.095
22:02:54:641,1.0102,0.1331,0.3340,1.084
22:02:54:646,0.9914,0.1331,0.3365,1.067
22:02:54:647,0.9679,0.1351,0.3360,1.045
22:02:54:648,0.9442,0.1383,0.3326,1.023
22:02:54:651,0.9262,0.1407,0.3272,1.005
22:02:54:652,0.9201,0.1397,0.3189,0.996
22:02:54:653,0.9247,0.1344,0.3030,0.994
22:02:54:655,0.9333,0.1261,0.2798,0.994
22:02:54:658,0.9384,0.1180,0.2541,0.990
22:02:54:660,0.9369,0.1131,0.2314,0.981
22:02:54:662,0.9367,0.1124,0.2177,0.978
22:02:54:664,0.9376,0.1146,0.2138,0.978
22:02:54:667,0.9372,0.1160,0.2224,0.980
22:02:54:668,0.9376,0.1160,0.2385,0.984
22:02:54:670,0.9452,0.1156,0.2563,0.996
22:02:54:672,0.9604,0.1168,0.2695,1.015
22:02:54:673,0.9806,0.1192,0.2732,1.035
22:02:54:675,1.0029,0.1187,0.2666,1.054
22:02:54:678,1.0229,0.1121,0.2593,1.070
22:02:54:680,1.0388,0.1011,0.2561,1.083
22:02:54:685,1.0520,0.0867,0.2598,1.095
22:02:54:687,1.0632,0.0687,0.2732,1.107
22:02:54:689,1.0742,0.0515,0.2920,1.121
22:02:54:689,1.0850,0.0357,0.3064,1.134
22:02:54:690,1.0935,0.0195,0.3189,1.145
22:02:54:694,1.1004,0.0012,0.3374,1.156
22:02:54:696,1.1048,-0.0166,0.3580,1.166
22:02:54:697,1.1045,-0.0335,0.3765,1.171
22:02:54:698,1.0977,-0.0493,0.3900,1.170
22:02:54:706,1.0830,-0.0616,0.4022,1.160
22:02:54:708,1.0618,-0.0682,0.4186,1.147
22:02:54:709,1.0427,-0.0674,0.4366,1.136
22:02:54:710,1.0241,-0.0572,0.4513,1.125
22:02:54:711,0.9999,-0.0406,0.4640,1.109
22:02:54:711,0.9858,-0.0308,0.4708,1.099
22:02:54:712,0.9579,-0.0090,0.4870,1.082
22:02:54:714,0.9376,0.0154,0.5006,1.072
22:02:54:717,0.9174,0.0381,0.5087,1.060
22:02:54:718,0.8937,0.0579,0.5124,1.043
22:02:54:719,0.8668,0.0752,0.5053,1.019
22:02:54:721,0.8377,0.0911,0.4955,0.991
22:02:54:724,0.8116,0.1031,0.4975,0.972
22:02:54:726,0.7889,0.1116,0.5023,0.957
22:02:54:727,0.7718,0.1253,0.4948,0.942
22:02:54:730,0.7688,0.1466,0.4655,0.928
22:02:54:732,0.7625,0.1722,0.4051,0.898
22:02:54:734,0.7293,0.2028,0.3164,0.839
22:02:54:737,0.6902,0.2309,0.2160,0.779
22:02:54:738,0.6694,0.2521,0.1132,0.744
22:02:54:739,0.6633,0.2665,0.0106,0.733
22:02:54:742,0.6714,0.2739,-0.0886,0.747
22:02:54:743,0.6892,0.2751,-0.1854,0.778
22:02:54:746,0.7090,0.2714,-0.2748,0.818
22:02:54:747,0.7334,0.2624,-0.3493,0.861
22:02:54:750,0.7635,0.2504,-0.4060,0.906
22:02:54:753,0.8030,0.2370,-0.4429,0.951
22:02:54:754,0.8534,0.2226,-0.4578,0.996
22:02:54:757,0.9042,0.2045,-0.4663,1.039
22:02:54:758,0.9521,0.1805,-0.4717,1.078
22:02:54:759,0.9980,0.1593,-0.4700,1.114
22:02:54:761,1.0327,0.1410,-0.4610,1.138
22:02:54:763,1.0549,0.1309,-0.4544,1.154
22:02:54:766,1.0708,0.1361,-0.4561,1.170
22:02:54:768,1.0793,0.1478,-0.4636,1.183
22:02:54:769,1.0720,0.1564,-0.4729,1.181
22:02:54:771,1.0498,0.1625,-0.4805,1.165
22:02:54:774,1.0200,0.1725,-0.4854,1.142
22:02:54:775,0.9858,0.1830,-0.4878,1.115
22:02:54:778,0.9450,0.1896,-0.4844,1.079
22:02:54:779,0.8986,0.1930,-0.4717,1.034
22:02:54:785,0.8739,0.1937,-0.4617,1.008
22:02:54:787,0.8267,0.1923,-0.4314,0.954
