time,gFx,gFy,gFz,TgF
22:05:07:433,0.7559,0.0701,0.6836,1.037
22:05:07:434,0.7564,0.0691,0.6841,1.038
22:05:07:436,0.7576,0.0677,0.6853,1.039
22:05:07:438,0.7593,0.0669,0.6868,1.041
22:05:07:440,0.7608,0.0669,0.6880,1.043
22:05:07:442,0.7613,0.0665,0.6897,1.045
22:05:07:444,0.7610,0.0650,0.6905,1.045
22:05:07:446,0.7605,0.0650,0.6905,1.045
22:05:07:448,0.7588,0.0665,0.6890,1.042
22:05:07:450,0.7549,0.0682,0.6866,1.038
22:05:07:452,0.7505,0.0706,0.6829,1.033
22:05:07:454,0.7461,0.0733,0.6787,1.027
22:05:07:456,0.7412,0.0760,0.6753,1.022
22:05:07:458,0.7361,0.0792,0.6724,1.016
22:05:07:460,0.7307,0.0828,0.6697,1.011
22:05:07:465,0.7239,0.0862,0.6675,1.005
22:05:07:466,0.7180,0.0887,0.6643,0.999
22:05:07:466,0.7126,0.0904,0.6609,0.993
22:05:07:468,0.7038,0.0953,0.6567,0.985
22:05:07:470,0.6931,0.1011,0.6516,0.974
22:05:07:472,0.6848,0.1058,0.6460,0.965
22:05:07:474,0.6806,0.1077,0.6406,0.959
22:05:07:476,0.6794,0.1070,0.6365,0.955
22:05:07:478,0.6809,0.1058,0.6331,0.954
22:05:07:481,0.6831,0.1046,0.6296,0.953
22:05:07:482,0.6843,0.1038,0.6272,0.952
22:05:07:484,0.6865,0.1019,0.6201,0.948
22:05:07:486,0.6887,0.0994,0.6142,0.946
22:05:07:487,0.6902,0.0953,0.6135,0.945
22:05:07:490,0.6902,0.0894,0.6142,0.945
22:05:07:491,0.6899,0.0833,0.6133,0.943
22:05:07:494,0.6904,0.0782,0.6123,0.942
22:05:07:498,0.6916,0.0740,0.6140,0.944
22:05:07:499,0.7009,0.0628,0.6179,0.952
22:05:07:500,0.7180,0.0462,0.6267,0.969
22:05:07:502,0.7312,0.0410,0.6396,0.986
22:05:07:503,0.7542,0.0388,0.6492,1.010
22:05:07:506,0.7852,0.0337,0.6531,1.035
22:05:07:507,0.7920,0.0364,0.6589,1.044
22:05:07:510,0.7759,0.0454,0.6712,1.041
22:05:07:513,0.7517,0.0559,0.6878,1.035
22:05:07:514,0.7317,0.0643,0.7017,1.032
22:05:07:516,0.7139,0.0726,0.7181,1.032
22:05:07:518,0.7029,0.0836,0.7403,1.041
22:05:07:519,0.7063,0.0948,0.7550,1.056
22:05:07:522,0.7192,0.1046,0.7601,1.070
22:05:07:523,0.7361,0.1138,0.7630,1.085
22:05:07:526,0.7554,0.1197,0.7677,1.102
22:05:07:528,0.7754,0.1222,0.7743,1.121
22:05:07:531,0.7884,0.1261,0.7791,1.134
22:05:07:532,0.7940,0.1309,0.7804,1.139
22:05:07:534,0.7952,0.1336,0.7760,1.137
22:05:07:536,0.7974,0.1329,0.7625,1.130
22:05:07:538,0.8131,0.1312,0.7489,1.131
22:05:07:540,0.8392,0.1307,0.7388,1.143
22:05:07:542,0.8407,0.1273,0.7274,1.136
22:05:07:543,0.8182,0.1204,0.7195,1.113
22:05:07:547,0.7896,0.1131,0.7188,1.091
22:05:07:548,0.7764,0.1058,0.7188,1.080
22:05:07:550,0.7832,0.0943,0.7098,1.078
22:05:07:552,0.7879,0.0799,0.6861,1.063
22:05:07:554,0.7730,0.0667,0.6555,1.031
22:05:07:556,0.7495,0.0577,0.6301,0.995
22:05:07:558,0.7393,0.0555,0.6221,0.982
22:05:07:559,0.7256,0.0577,0.6152,0.968
22:05:07:562,0.7192,0.0660,0.6164,0.965
22:05:07:574,0.7151,0.0782,0.6213,0.967
22:05:07:576,0.7082,0.0904,0.6291,0.968
22:05:07:577,0.7007,0.0985,0.6409,0.972
22:05:07:577,0.6965,0.1007,0.6546,0.979
22:05:07:578,0.6953,0.0967,0.6682,0.987
22:05:07:579,0.6955,0.0882,0.6782,0.993
22:05:07:580,0.6987,0.0777,0.6822,0.996
22:05:07:581,0.7024,0.0674,0.6802,0.996
22:05:07:581,0.7051,0.0599,0.6753,0.994
22:05:07:597,0.7082,0.0562,0.6704,0.992
22:05:07:599,0.7114,0.0547,0.6685,0.993
22:05:07:600,0.7141,0.0547,0.6690,0.995
22:05:07:601,0.7168,0.0567,0.6707,0.999
22:05:07:602,0.7207,0.0586,0.6717,1.002
22:05:07:602,0.7246,0.0601,0.6719,1.005
22:05:07:603,0.7268,0.0616,0.6709,1.006
22:05:07:604,0.7293,0.0625,0.6687,1.007
22:05:07:605,0.7341,0.0628,0.6651,1.008
22:05:07:606,0.7393,0.0625,0.6616,1.009
22:05:07:606,0.7395,0.0655,0.6599,1.009
22:05:07:607,0.7366,0.0699,0.6589,1.006
22:05:07:608,0.7327,0.0733,0.6580,1.003
22:05:07:609,0.7295,0.0745,0.6575,1.001
22:05:07:610,0.7295,0.0750,0.6570,1.000
22:05:07:611,0.7307,0.0765,0.6553,1.000
22:05:07:614,0.7312,0.0779,0.6528,0.999
22:05:07:616,0.7312,0.0779,0.6502,0.998
22:05:07:618,0.7310,0.0774,0.6458,0.994
22:05:07:620,0.7302,0.0777,0.6421,0.991
22:05:07:622,0.7288,0.0787,0.6404,0.989
22:05:07:624,0.7251,0.0799,0.6387,0.986
22:05:07:626,0.7200,0.0811,0.6370,0.981
22:05:07:628,0.7146,0.0816,0.6333,0.975
22:05:07:630,0.7082,0.0809,0.6262,0.965
22:05:07:632,0.7026,0.0809,0.6225,0.959
22:05:07:634,0.7002,0.0801,0.6228,0.957
22:05:07:636,0.6992,0.0794,0.6230,0.956
22:05:07:638,0.6975,0.0777,0.6218,0.954
22:05:07:640,0.7002,0.0767,0.6218,0.956
22:05:07:641,0.7263,0.0740,0.6252,0.977
22:05:07:643,0.7683,0.0687,0.6247,1.007
22:05:07:647,0.8006,0.0635,0.6191,1.028
22:05:07:648,0.8275,0.0559,0.6174,1.047
22:05:07:650,0.8314,0.0447,0.6106,1.045
22:05:07:652,0.7991,0.0281,0.5774,0.998
22:05:07:654,0.7605,0.0195,0.5686,0.962
22:05:07:656,0.7310,0.0222,0.5969,0.957
22:05:07:657,0.7139,0.0369,0.6394,0.973
22:05:07:659,0.7036,0.0577,0.6866,1.000
22:05:07:661,0.6887,0.0738,0.7208,1.016
22:05:07:664,0.6723,0.0811,0.7340,1.016
22:05:07:666,0.6599,0.0848,0.7318,1.007
22:05:07:667,0.6648,0.0870,0.7195,1.001
22:05:07:670,0.6929,0.0892,0.6958,1.003
22:05:07:672,0.7195,0.0862,0.6670,1.002
22:05:07:674,0.7278,0.0740,0.6475,0.993
22:05:07:676,0.7251,0.0552,0.6355,0.981
22:05:07:678,0.7205,0.0371,0.6284,0.971
22:05:07:686,0.7246,0.0276,0.6296,0.974
22:05:07:687,0.7388,0.0283,0.6367,0.989
22:05:07:688,0.7559,0.0366,0.6460,1.009
22:05:07:689,0.7659,0.0469,0.6553,1.023
22:05:07:690,0.7644,0.0562,0.6616,1.027
22:05:07:697,0.7569,0.0635,0.6675,1.026
22:05:07:698,0.7476,0.0689,0.6768,1.026
22:05:07:699,0.7354,0.0738,0.6912,1.028
22:05:07:700,0.7234,0.0711,0.6885,1.017
22:05:07:701,0.7207,0.0669,0.6890,1.015
22:05:07:702,0.7180,0.0682,0.7310,1.043
22:05:07:703,0.7090,0.0730,0.7892,1.080
22:05:07:704,0.6951,0.0767,0.8370,1.108
22:05:07:707,0.6782,0.0767,0.8539,1.111
22:05:07:709,0.6628,0.0735,0.8353,1.087
22:05:07:710,0.6501,0.0711,0.7994,1.050
22:05:07:711,0.6450,0.0711,0.7806,1.033
22:05:07:718,0.6384,0.0718,0.7454,1.002
22:05:07:720,0.6345,0.0723,0.7147,0.976
22:05:07:721,0.6313,0.0733,0.6932,0.958
22:05:07:722,0.6301,0.0740,0.6848,0.951
22:05:07:723,0.6332,0.0762,0.6917,0.958
22:05:07:724,0.6354,0.0860,0.7024,0.969
22:05:07:726,0.6325,0.0987,0.7073,0.973
22:05:07:728,0.6291,0.1014,0.7090,0.972
22:05:07:730,0.6298,0.1065,0.7322,0.991
22:05:07:733,0.6350,0.1119,0.7711,1.025
22:05:07:735,0.6406,0.1112,0.8070,1.056
22:05:07:736,0.6455,0.1075,0.8385,1.083
22:05:07:738,0.6506,0.1033,0.8607,1.103
22:05:07:740,0.6584,0.0997,0.8590,1.106
22:05:07:742,0.6638,0.1011,0.8358,1.091
22:05:07:743,0.6657,0.1080,0.8114,1.074
22:05:07:746,0.6696,0.1165,0.7950,1.065
22:05:07:748,0.6777,0.1241,0.7879,1.066
22:05:07:752,0.6850,0.1309,0.7909,1.074
22:05:07:753,0.6921,0.1373,0.8006,1.087
22:05:07:754,0.7019,0.1402,0.8094,1.101
22:05:07:756,0.7153,0.1429,0.8170,1.115
22:05:07:758,0.7312,0.1451,0.8241,1.131
22:05:07:760,0.7515,0.1456,0.8317,1.150
22:05:07:762,0.7747,0.1449,0.8368,1.169
22:05:07:769,0.7994,0.1422,0.8373,1.185
22:05:07:771,0.8211,0.1380,0.8351,1.198
22:05:07:771,0.8358,0.1339,0.8283,1.202
22:05:07:772,0.8421,0.1285,0.8138,1.196
22:05:07:773,0.8382,0.1231,0.7916,1.177
22:05:07:774,0.8260,0.1175,0.7628,1.148
22:05:07:776,0.8072,0.1138,0.7315,1.112
22:05:07:778,0.7832,0.1114,0.7015,1.074
22:05:07:780,0.7569,0.1094,0.6780,1.039
22:05:07:792,0.7295,0.1080,0.6638,1.010
22:05:07:794,0.7038,0.1082,0.6577,0.987
22:05:07:795,0.6794,0.1090,0.6580,0.970
22:05:07:796,0.6521,0.1090,0.6675,0.958
22:05:07:798,0.6352,0.1099,0.6775,0.954
22:05:07:799,0.6020,0.1121,0.7029,0.952
22:05:07:800,0.5749,0.1121,0.7300,0.956
22:05:07:801,0.5565,0.1082,0.7564,0.966
22:05:07:802,0.5448,0.1014,0.7811,0.978
22:05:07:803,0.5345,0.0933,0.8024,0.989
22:05:07:803,0.5267,0.0843,0.8173,0.996
22:05:07:804,0.5235,0.0743,0.8185,0.994
22:05:07:805,0.5262,0.0652,0.8087,0.986
22:05:07:808,0.5355,0.0567,0.7936,0.977
22:05:07:810,0.5504,0.0520,0.7743,0.969
22:05:07:811,0.5722,0.0496,0.7584,0.969
22:05:07:820,0.6027,0.0452,0.7540,0.983
22:05:07:822,0.6372,0.0408,0.7542,1.004
22:05:07:824,0.6743,0.0352,0.7513,1.026
22:05:07:826,0.7075,0.0315,0.7430,1.041
22:05:07:827,0.7351,0.0310,0.7300,1.051
22:05:07:828,0.7617,0.0310,0.7154,1.059
22:05:07:830,0.7945,0.0310,0.7137,1.082
22:05:07:831,0.8490,0.0332,0.7498,1.147
22:05:07:833,0.8995,0.0366,0.8072,1.223
22:05:07:835,0.9144,0.0379,0.8378,1.254
22:05:07:837,0.9142,0.0374,0.8253,1.246
22:05:07:838,0.9127,0.0371,0.7936,1.223
22:05:07:839,0.9105,0.0349,0.7682,1.205
22:05:07:841,0.9056,0.0310,0.7493,1.189
22:05:07:842,0.8978,0.0264,0.7293,1.169
22:05:07:845,0.8917,0.0213,0.7051,1.149
22:05:07:847,0.8883,0.0159,0.6802,1.131
22:05:07:849,0.8873,0.0093,0.6604,1.117
22:05:07:850,0.8934,0.0012,0.6497,1.115
22:05:07:851,0.9066,-0.0059,0.6465,1.124
22:05:07:854,0.9220,-0.0134,0.6502,1.138
22:05:07:857,0.9333,-0.0217,0.6567,1.151
22:05:07:858,0.9381,-0.0325,0.6599,1.156
22:05:07:859,0.9420,-0.0457,0.6614,1.160
22:05:07:862,0.9460,-0.0574,0.6675,1.167
22:05:07:865,0.9469,-0.0616,0.6724,1.171
22:05:07:867,0.9508,-0.0672,0.6844,1.181
22:05:07:868,0.9618,-0.0706,0.6949,1.196
22:05:07:870,0.9733,-0.0721,0.6958,1.206
22:05:07:871,0.9831,-0.0730,0.6844,1.207
22:05:07:874,0.9958,-0.0721,0.6597,1.203
22:05:07:875,1.0146,-0.0677,0.6296,1.203
22:05:07:878,1.0302,-0.0616,0.5964,1.198
22:05:07:879,1.0417,-0.0542,0.5583,1.189
22:05:07:882,1.0527,-0.0472,0.5168,1.179
22:05:07:883,1.0637,-0.0413,0.4782,1.172
22:05:07:886,1.0742,-0.0374,0.4481,1.170
22:05:07:887,1.0869,-0.0393,0.4310,1.175
22:05:07:890,1.1148,-0.0552,0.4366,1.202
22:05:07:891,1.1131,-0.0704,0.4591,1.210
22:05:07:894,1.0859,-0.0789,0.4681,1.189
22:05:07:895,1.0835,-0.0958,0.4396,1.176
22:05:07:899,1.0703,-0.1116,0.3980,1.149
22:05:07:900,1.0185,-0.1148,0.3707,1.091
22:05:07:901,0.9574,-0.1119,0.3519,1.027
22:05:07:903,0.9030,-0.1109,0.3479,0.975
22:05:07:905,0.8328,-0.1175,0.4181,0.941
22:05:07:908,0.7632,-0.1339,0.5620,0.961
22:05:07:909,0.7263,-0.1554,0.7244,1.043
22:05:07:911,0.7058,-0.1676,0.8331,1.111
22:05:07:915,0.6897,-0.1564,0.8300,1.097
22:05:07:917,0.6997,-0.1251,0.7366,1.031
22:05:07:917,0.7483,-0.0897,0.6277,0.988
22:05:07:919,0.8177,-0.0618,0.5483,0.993
22:05:07:922,0.8780,-0.0467,0.5063,1.021
22:05:07:923,0.9108,-0.0408,0.4911,1.042
22:05:07:926,0.9237,-0.0415,0.4923,1.054
22:05:07:927,0.9354,-0.0486,0.5004,1.068
22:05:07:930,0.9569,-0.0623,0.5065,1.090
22:05:07:934,0.9987,-0.0818,0.5004,1.124
22:05:07:935,1.0671,-0.1051,0.4630,1.170
22:05:07:936,1.1487,-0.1287,0.3880,1.219
22:05:07:937,1.1864,-0.1395,0.3426,1.242
22:05:07:940,1.2413,-0.1549,0.2529,1.273
22:05:07:942,1.2626,-0.1625,0.1806,1.281
22:05:07:943,1.2574,-0.1671,0.1278,1.270
22:05:07:945,1.2384,-0.1749,0.0858,1.247
22:05:07:948,1.2142,-0.1891,0.0565,1.223
22:05:07:950,1.1866,-0.2099,0.0377,1.197
22:05:07:953,1.1575,-0.2348,0.0255,1.171
22:05:07:954,1.1292,-0.2573,0.0172,1.147
22:05:07:955,1.1023,-0.2717,0.0150,1.123
22:05:07:957,1.0757,-0.2768,0.0189,1.099
22:05:07:959,1.0530,-0.2731,0.0264,1.076
22:05:07:961,1.0376,-0.2636,0.0340,1.059
22:05:07:963,1.0307,-0.2516,0.0421,1.051
22:05:07:968,1.0285,-0.2382,0.0470,1.046
22:05:07:969,1.0236,-0.2245,0.0440,1.039
22:05:07:971,1.0141,-0.2101,0.0325,1.026
22:05:07:972,1.0021,-0.1952,0.0162,1.012
22:05:07:973,0.9953,-0.1818,-0.0056,1.003
22:05:07:976,0.9951,-0.1686,-0.0273,1.001
22:05:07:978,0.9943,-0.1524,-0.0388,0.998
22:05:07:980,0.9887,-0.1329,-0.0359,0.991
22:05:07:990,0.9782,-0.1124,-0.0214,0.979
22:05:07:993,0.9638,-0.0950,-0.0031,0.963
22:05:07:994,0.9504,-0.0794,0.0154,0.950
22:05:07:995,0.9381,-0.0635,0.0343,0.938
22:05:07:996,0.9262,-0.0501,0.0548,0.927
22:05:07:997,0.9159,-0.0393,0.0763,0.919
22:05:07:997,0.9061,-0.0298,0.0958,0.912
22:05:07:998,0.8964,-0.0205,0.1141,0.905
22:05:07:999,0.8873,-0.0125,0.1330,0.899
22:05:07:999,0.8812,-0.0059,0.1571,0.898
22:05:08:002,0.8802,-0.0002,0.1901,0.904
22:05:08:003,0.8844,0.0039,0.2277,0.918
22:05:08:006,0.8944,0.0071,0.2688,0.939
22:05:08:007,0.9074,0.0110,0.3147,0.967
22:05:08:010,0.9144,0.0149,0.3384,0.982
22:05:08:011,0.9257,0.0247,0.3834,1.010
22:05:08:014,0.9313,0.0330,0.4212,1.032
22:05:08:015,0.9330,0.0381,0.4528,1.047
22:05:08:019,0.9333,0.0403,0.4833,1.062
22:05:08:020,0.9350,0.0406,0.5138,1.078
22:05:08:021,0.9372,0.0406,0.5429,1.095
22:05:08:023,0.9384,0.0406,0.5681,1.109
22:05:08:025,0.9396,0.0410,0.5869,1.120
22:05:08:027,0.9406,0.0420,0.6025,1.129
22:05:08:029,0.9438,0.0450,0.6142,1.139
22:05:08:034,0.9464,0.0467,0.6247,1.147
22:05:08:036,0.9472,0.0501,0.6365,1.154
22:05:08:037,0.9467,0.0552,0.6477,1.161
22:05:08:038,0.9518,0.0596,0.6555,1.170
22:05:08:039,0.9589,0.0628,0.6567,1.177
22:05:08:041,0.9648,0.0645,0.6497,1.177
22:05:08:043,0.9643,0.0662,0.6331,1.168
22:05:08:046,0.9550,0.0704,0.6074,1.146
22:05:08:047,0.9457,0.0799,0.5747,1.122
22:05:08:051,0.9442,0.0897,0.5483,1.108
22:05:08:053,0.9552,0.0965,0.5300,1.109
22:05:08:054,0.9726,0.1029,0.5141,1.118
22:05:08:055,0.9887,0.1109,0.4948,1.124
22:05:08:058,1.0078,0.1204,0.4598,1.127
22:05:08:059,1.0256,0.1287,0.3841,1.114
22:05:08:062,1.0329,0.1329,0.2942,1.093
22:05:08:063,1.0178,0.1356,0.1994,1.055
22:05:08:070,0.9721,0.1522,0.0931,0.997
22:05:08:072,0.9071,0.1810,-0.0351,0.934
22:05:08:073,0.8360,0.2106,-0.1832,0.889
22:05:08:074,0.7676,0.2333,-0.3422,0.878
22:05:08:075,0.7043,0.2450,-0.5054,0.904
22:05:08:075,0.6491,0.2460,-0.6681,0.964
22:05:08:078,0.6027,0.2345,-0.8215,1.042
22:05:08:079,0.5634,0.2113,-0.9586,1.126
22:05:08:095,0.5446,0.1964,-1.0167,1.163
22:05:08:096,0.5077,0.1644,-1.1091,1.221
22:05:08:098,0.4718,0.1302,-1.1682,1.255
22:05:08:099,0.4383,0.0936,-1.1953,1.263
22:05:08:099,0.4131,0.0567,-1.1951,1.251
22:05:08:100,0.4012,0.0215,-1.1733,1.224
22:05:08:101,0.4041,-0.0110,-1.1328,1.186
22:05:08:102,0.4219,-0.0388,-1.0771,1.139
22:05:08:103,0.4544,-0.0601,-1.0114,1.091
22:05:08:103,0.4984,-0.0730,-0.9400,1.047
22:05:08:104,0.5497,-0.0765,-0.8694,1.013
22:05:08:105,0.6047,-0.0711,-0.8057,0.992
22:05:08:106,0.6601,-0.0559,-0.7492,0.984
22:05:08:107,0.7151,-0.0322,-0.7035,0.989
22:05:08:110,0.7637,-0.0034,-0.6669,1.002
22:05:08:112,0.8013,0.0274,-0.6351,1.013
22:05:08:114,0.8270,0.0599,-0.6041,1.018
22:05:08:118,0.8419,0.0926,-0.5755,1.018
22:05:08:119,0.8438,0.1226,-0.5509,1.011
22:05:08:120,0.8346,0.1454,-0.5298,0.997
22:05:08:121,0.8177,0.1622,-0.5044,0.973
22:05:08:123,0.7952,0.1730,-0.4695,0.939
22:05:08:125,0.7647,0.1771,-0.4289,0.895
22:05:08:127,0.7322,0.1759,-0.3899,0.850
22:05:08:129,0.7043,0.1713,-0.3530,0.809
22:05:08:131,0.6850,0.1630,-0.3185,0.776
22:05:08:134,0.6770,0.1517,-0.2860,0.754
22:05:08:135,0.6777,0.1412,-0.2584,0.742
22:05:08:137,0.6880,0.1287,-0.2384,0.742
22:05:08:139,0.7029,0.1151,-0.2232,0.749
22:05:08:141,0.7209,0.1036,-0.2113,0.760
22:05:08:143,0.7398,0.0982,-0.2003,0.774
22:05:08:145,0.7595,0.0982,-0.2015,0.793
22:05:08:147,0.7862,0.0989,-0.2125,0.822
22:05:08:149,0.8123,0.1004,-0.2289,0.851
22:05:08:151,0.8343,0.1060,-0.2479,0.877
22:05:08:153,0.8517,0.1131,-0.2631,0.899
22:05:08:155,0.8612,0.1202,-0.2789,0.914
22:05:08:157,0.8612,0.1283,-0.3000,0.922
22:05:08:159,0.8585,0.1346,-0.3193,0.926
22:05:08:161,0.8568,0.1380,-0.3261,0.928
22:05:08:163,0.8543,0.1456,-0.3393,0.932
22:05:08:168,0.8548,0.1554,-0.3552,0.940
22:05:08:170,0.8536,0.1673,-0.3720,0.947
22:05:08:170,0.8514,0.1798,-0.3850,0.953
22:05:08:171,0.8485,0.1925,-0.3969,0.958
22:05:08:173,0.8433,0.2064,-0.4079,0.962
22:05:08:175,0.8377,0.2206,-0.4204,0.966
22:05:08:177,0.8284,0.2323,-0.4329,0.967
22:05:08:179,0.8150,0.2426,-0.4443,0.963
22:05:08:181,0.7967,0.2546,-0.4507,0.954
22:05:08:184,0.7818,0.2675,-0.4556,0.949
22:05:08:185,0.7754,0.2768,-0.4624,0.950
22:05:08:187,0.7686,0.2829,-0.4680,0.949
22:05:08:189,0.7642,0.2939,-0.4697,0.950
22:05:08:191,0.7696,0.3122,-0.4705,0.961
22:05:08:193,0.7847,0.3379,-0.4697,0.983
22:05:08:195,0.8101,0.3657,-0.4768,1.018
22:05:08:197,0.8350,0.3965,-0.4944,1.058
22:05:08:200,0.8539,0.4270,-0.5093,1.093
22:05:08:201,0.8712,0.4522,-0.5091,1.117
22:05:08:203,0.8722,0.4664,-0.4932,1.117
22:05:08:205,0.8763,0.4815,-0.4702,1.118
22:05:08:207,0.8912,0.4972,-0.4585,1.133
22:05:08:209,0.9042,0.5050,-0.4602,1.147
