time,gFx,gFy,gFz,TgF
22:09:46:981,0.7723,0.1187,0.4689,0.927
22:09:46:982,0.7637,0.1168,0.4735,0.922
22:09:46:983,0.7642,0.1134,0.4857,0.928
22:09:46:985,0.7683,0.1102,0.5028,0.941
22:09:46:987,0.7696,0.1080,0.5175,0.949
22:09:46:989,0.7710,0.1043,0.5302,0.957
22:09:46:991,0.7720,0.1021,0.5368,0.961
22:09:46:993,0.7723,0.0972,0.5497,0.968
22:09:46:995,0.7683,0.0923,0.5607,0.971
22:09:46:997,0.7635,0.0880,0.5708,0.973
22:09:46:999,0.7615,0.0836,0.5803,0.976
22:09:47:003,0.7620,0.0799,0.5876,0.981
22:09:47:004,0.7600,0.0770,0.5945,0.983
22:09:47:005,0.7569,0.0752,0.6013,0.985
22:09:47:007,0.7527,0.0730,0.6062,0.984
22:09:47:009,0.7473,0.0711,0.6086,0.981
22:09:47:011,0.7483,0.0708,0.6152,0.986
22:09:47:016,0.7505,0.0728,0.6230,0.993
22:09:47:017,0.7500,0.0762,0.6284,0.997
22:09:47:018,0.7483,0.0801,0.6331,0.999
22:09:47:022,0.7466,0.0853,0.6374,1.001
22:09:47:023,0.7461,0.0904,0.6414,1.004
22:09:47:024,0.7476,0.0960,0.6460,1.009
22:09:47:026,0.7525,0.1024,0.6516,1.017
22:09:47:029,0.7571,0.1092,0.6553,1.024
22:09:47:030,0.7581,0.1160,0.6548,1.026
22:09:47:031,0.7591,0.1222,0.6521,1.026
22:09:47:034,0.7627,0.1266,0.6509,1.028
22:09:47:042,0.7688,0.1300,0.6482,1.032
22:09:47:043,0.7757,0.1309,0.6443,1.035
22:09:47:044,0.7815,0.1314,0.6409,1.037
22:09:47:045,0.7869,0.1324,0.6377,1.039
22:09:47:046,0.7938,0.1344,0.6311,1.040
22:09:47:046,0.8033,0.1368,0.6203,1.042
22:09:47:047,0.8069,0.1395,0.6079,1.037
22:09:47:060,0.8055,0.1410,0.5988,1.031
22:09:47:061,0.8052,0.1407,0.5901,1.025
22:09:47:062,0.8065,0.1388,0.5786,1.019
22:09:47:063,0.8033,0.1358,0.5673,1.010
22:09:47:064,0.7959,0.1317,0.5598,0.999
22:09:47:065,0.7898,0.1273,0.5580,0.992
22:09:47:065,0.7845,0.1212,0.5600,0.988
22:09:47:066,0.7784,0.1151,0.5678,0.987
22:09:47:067,0.7752,0.1131,0.5747,0.988
22:09:47:068,0.7718,0.1094,0.5888,0.993
22:09:47:081,0.7725,0.1051,0.6010,1.001
22:09:47:082,0.7732,0.1011,0.6120,1.007
22:09:47:083,0.7727,0.0982,0.6208,1.012
22:09:47:084,0.7705,0.0955,0.6272,1.014
22:09:47:085,0.7671,0.0931,0.6311,1.014
22:09:47:085,0.7659,0.0916,0.6345,1.015
22:09:47:086,0.7659,0.0904,0.6360,1.016
22:09:47:087,0.7674,0.0892,0.6333,1.015
22:09:47:087,0.7686,0.0884,0.6289,1.013
22:09:47:088,0.7679,0.0880,0.6245,1.009
22:09:47:089,0.7674,0.0870,0.6191,1.005
22:09:47:097,0.7679,0.0850,0.6167,1.004
22:09:47:098,0.7669,0.0826,0.6152,1.002
22:09:47:100,0.7630,0.0809,0.6120,0.997
22:09:47:101,0.7608,0.0816,0.6113,0.995
22:09:47:102,0.7608,0.0826,0.6111,0.995
22:09:47:103,0.7625,0.0831,0.6103,0.996
22:09:47:104,0.7635,0.0848,0.6098,0.996
22:09:47:106,0.7637,0.0870,0.6098,0.997
22:09:47:107,0.7622,0.0904,0.6091,0.996
22:09:47:111,0.7598,0.0948,0.6103,0.995
22:09:47:112,0.7605,0.0980,0.6138,0.998
22:09:47:113,0.7605,0.1007,0.6184,1.002
22:09:47:121,0.7613,0.1038,0.6255,1.007
22:09:47:123,0.7620,0.1075,0.6350,1.015
22:09:47:124,0.7630,0.1097,0.6460,1.023
22:09:47:125,0.7644,0.1119,0.6548,1.030
22:09:47:126,0.7674,0.1136,0.6594,1.035
22:09:47:127,0.7703,0.1143,0.6599,1.038
22:09:47:128,0.7720,0.1143,0.6563,1.037
22:09:47:129,0.7742,0.1146,0.6499,1.034
22:09:47:132,0.7779,0.1163,0.6438,1.033
22:09:47:134,0.7810,0.1175,0.6379,1.032
22:09:47:135,0.7823,0.1175,0.6326,1.030
22:09:47:137,0.7832,0.1178,0.6277,1.028
22:09:47:139,0.7850,0.1178,0.6240,1.027
22:09:47:141,0.7862,0.1175,0.6230,1.027
22:09:47:143,0.7903,0.1173,0.6225,1.030
22:09:47:144,0.7942,0.1175,0.6221,1.032
22:09:47:148,0.7972,0.1180,0.6211,1.034
22:09:47:149,0.7991,0.1185,0.6196,1.035
22:09:47:150,0.8011,0.1182,0.6116,1.031
22:09:47:153,0.8018,0.1170,0.5969,1.023
22:09:47:160,0.8001,0.1151,0.5805,1.011
22:09:47:161,0.7967,0.1126,0.5681,1.001
22:09:47:162,0.7913,0.1087,0.5617,0.992
22:09:47:162,0.7872,0.1033,0.5605,0.987
22:09:47:162,0.7845,0.0980,0.5639,0.987
22:09:47:165,0.7837,0.0914,0.5698,0.988
22:09:47:166,0.7823,0.0860,0.5754,0.990
22:09:47:169,0.7813,0.0833,0.5778,0.990
22:09:47:171,0.7815,0.0809,0.5771,0.990
22:09:47:173,0.7791,0.0789,0.5754,0.986
22:09:47:175,0.7757,0.0774,0.5764,0.984
22:09:47:177,0.7723,0.0748,0.5837,0.986
22:09:47:178,0.7666,0.0743,0.6008,0.992
22:09:47:181,0.7620,0.0760,0.6257,1.004
22:09:47:182,0.7615,0.0772,0.6538,1.022
22:09:47:185,0.7600,0.0779,0.6858,1.043
22:09:47:187,0.7566,0.0777,0.7073,1.055
22:09:47:189,0.7517,0.0699,0.6890,1.038
22:09:47:191,0.7515,0.0625,0.6519,1.012
22:09:47:193,0.7556,0.0611,0.6177,0.992
22:09:47:194,0.7613,0.0611,0.5883,0.978
22:09:47:197,0.7661,0.0628,0.5730,0.973
22:09:47:198,0.7713,0.0672,0.5752,0.979
22:09:47:201,0.7727,0.0743,0.5832,0.986
22:09:47:203,0.7705,0.0823,0.5937,0.991
22:09:47:204,0.7688,0.0904,0.6089,1.001
22:09:47:206,0.7676,0.0938,0.6167,1.005
22:09:47:209,0.7659,0.0994,0.6304,1.013
22:09:47:210,0.7627,0.1041,0.6365,1.015
22:09:47:213,0.7595,0.1068,0.6362,1.013
22:09:47:215,0.7566,0.1087,0.6379,1.013
22:09:47:217,0.7547,0.1099,0.6421,1.014
22:09:47:218,0.7512,0.1107,0.6497,1.017
22:09:47:221,0.7476,0.1121,0.6570,1.019
22:09:47:223,0.7454,0.1136,0.6604,1.020
22:09:47:225,0.7449,0.1141,0.6611,1.020
22:09:47:226,0.7488,0.1141,0.6599,1.022
22:09:47:229,0.7564,0.1121,0.6572,1.026
22:09:47:242,0.7625,0.1090,0.6531,1.027
22:09:47:243,0.7674,0.1073,0.6506,1.029
22:09:47:244,0.7705,0.1065,0.6550,1.034
22:09:47:245,0.7713,0.1077,0.6641,1.040
22:09:47:246,0.7718,0.1104,0.6724,1.047
22:09:47:246,0.7737,0.1124,0.6760,1.051
22:09:47:247,0.7779,0.1141,0.6734,1.052
22:09:47:248,0.7835,0.1141,0.6643,1.051
22:09:47:249,0.7884,0.1126,0.6516,1.046
22:09:47:249,0.7913,0.1114,0.6367,1.038
22:09:47:262,0.7930,0.1112,0.6211,1.030
22:09:47:264,0.7928,0.1099,0.6081,1.021
22:09:47:265,0.7908,0.1060,0.5988,1.014
22:09:47:266,0.7898,0.1002,0.5896,1.006
22:09:47:267,0.7889,0.0950,0.5769,0.997
22:09:47:267,0.7884,0.0928,0.5639,0.989
22:09:47:268,0.7872,0.0931,0.5549,0.983
22:09:47:269,0.7862,0.0936,0.5544,0.982
22:09:47:270,0.7847,0.0943,0.5634,0.986
22:09:47:270,0.7840,0.0963,0.5783,0.994
22:09:47:271,0.7845,0.0975,0.5957,1.006
22:09:47:272,0.7845,0.0982,0.6155,1.018
22:09:47:274,0.7793,0.1009,0.6338,1.026
22:09:47:277,0.7715,0.1041,0.6487,1.030
22:09:47:278,0.7644,0.1046,0.6599,1.032
22:09:47:282,0.7578,0.1038,0.6692,1.033
22:09:47:283,0.7547,0.1036,0.6726,1.033
22:09:47:285,0.7517,0.1019,0.6780,1.034
22:09:47:287,0.7500,0.0987,0.6790,1.033
22:09:47:288,0.7486,0.0965,0.6822,1.034
22:09:47:291,0.7459,0.0950,0.6888,1.037
22:09:47:293,0.7405,0.0938,0.6912,1.034
22:09:47:295,0.7371,0.0926,0.6895,1.030
22:09:47:298,0.7368,0.0909,0.6851,1.027
22:09:47:300,0.7349,0.0877,0.6804,1.022
22:09:47:301,0.7329,0.0836,0.6780,1.018
22:09:47:303,0.7305,0.0799,0.6756,1.014
22:09:47:306,0.7263,0.0809,0.6731,1.010
22:09:47:307,0.7251,0.0845,0.6695,1.007
22:09:47:309,0.7273,0.0875,0.6646,1.006
22:09:47:311,0.7315,0.0875,0.6633,1.008
22:09:47:313,0.7361,0.0877,0.6653,1.013
22:09:47:315,0.7376,0.0909,0.6670,1.015
22:09:47:317,0.7366,0.0931,0.6685,1.016
22:09:47:319,0.7361,0.0931,0.6724,1.018
22:09:47:321,0.7361,0.0928,0.6758,1.020
22:09:47:322,0.7332,0.0938,0.6770,1.019
22:09:47:325,0.7302,0.0948,0.6795,1.019
22:09:47:327,0.7280,0.0972,0.6778,1.017
22:09:47:328,0.7258,0.1011,0.6719,1.012
22:09:47:334,0.7249,0.1055,0.6653,1.007
22:09:47:336,0.7234,0.1094,0.6589,1.002
22:09:47:337,0.7222,0.1129,0.6524,0.997
22:09:47:338,0.7222,0.1146,0.6470,0.994
22:09:47:338,0.7234,0.1146,0.6477,0.996
22:09:47:341,0.7251,0.1126,0.6504,0.998
22:09:47:343,0.7273,0.1094,0.6528,1.001
22:09:47:345,0.7278,0.1070,0.6548,1.002
22:09:47:347,0.7283,0.1070,0.6558,1.003
22:09:47:349,0.7302,0.1075,0.6531,1.003
22:09:47:351,0.7339,0.1068,0.6487,1.003
22:09:47:352,0.7361,0.1046,0.6455,1.002
22:09:47:355,0.7371,0.1031,0.6458,1.002
22:09:47:357,0.7378,0.1026,0.6480,1.004
22:09:47:359,0.7380,0.1031,0.6553,1.009
22:09:47:360,0.7380,0.1041,0.6658,1.017
22:09:47:362,0.7385,0.1051,0.6782,1.026
22:09:47:366,0.7383,0.1053,0.6897,1.033
22:09:47:367,0.7371,0.1060,0.6963,1.037
22:09:47:369,0.7383,0.1055,0.6995,1.040
22:09:47:371,0.7412,0.1033,0.6985,1.041
22:09:47:372,0.7432,0.1016,0.6944,1.039
22:09:47:374,0.7466,0.1011,0.6888,1.038
22:09:47:377,0.7525,0.1004,0.6819,1.037
22:09:47:378,0.7534,0.1009,0.6756,1.034
22:09:47:382,0.7505,0.1036,0.6702,1.029
22:09:47:383,0.7488,0.1060,0.6641,1.024
22:09:47:384,0.7495,0.1077,0.6594,1.021
22:09:47:387,0.7510,0.1077,0.6572,1.021
22:09:47:389,0.7505,0.1073,0.6563,1.020
22:09:47:391,0.7490,0.1070,0.6548,1.018
22:09:47:393,0.7461,0.1060,0.6521,1.014
22:09:47:395,0.7446,0.1043,0.6504,1.011
22:09:47:396,0.7442,0.1033,0.6502,1.011
22:09:47:399,0.7437,0.1024,0.6519,1.011
22:09:47:401,0.7422,0.1019,0.6548,1.012
22:09:47:403,0.7412,0.1024,0.6580,1.013
22:09:47:405,0.7407,0.1031,0.6626,1.016
22:09:47:406,0.7400,0.1033,0.6687,1.020
22:09:47:409,0.7398,0.1038,0.6746,1.024
22:09:47:411,0.7405,0.1033,0.6807,1.028
22:09:47:413,0.7429,0.1033,0.6853,1.033
22:09:47:415,0.7476,0.1033,0.6875,1.038
22:09:47:417,0.7525,0.1024,0.6870,1.041
22:09:47:419,0.7573,0.1016,0.6848,1.043
22:09:47:421,0.7625,0.1004,0.6822,1.045
22:09:47:423,0.7661,0.1002,0.6775,1.044
22:09:47:425,0.7679,0.1009,0.6704,1.041
22:09:47:427,0.7676,0.1019,0.6648,1.037
22:09:47:428,0.7669,0.1029,0.6604,1.034
22:09:47:431,0.7661,0.1038,0.6575,1.032
22:09:47:436,0.7635,0.1058,0.6555,1.029
22:09:47:438,0.7595,0.1085,0.6546,1.026
22:09:47:439,0.7564,0.1099,0.6541,1.023
22:09:47:440,0.7544,0.1102,0.6538,1.022
22:09:47:441,0.7512,0.1099,0.6521,1.018
22:09:47:443,0.7490,0.1087,0.6509,1.015
22:09:47:446,0.7473,0.1075,0.6524,1.015
22:09:47:447,0.7464,0.1065,0.6555,1.016
22:09:47:449,0.7456,0.1055,0.6580,1.017
22:09:47:456,0.7442,0.1038,0.6592,1.017
22:09:47:457,0.7417,0.1024,0.6589,1.014
22:09:47:458,0.7393,0.1011,0.6575,1.012
22:09:47:460,0.7376,0.0992,0.6563,1.009
22:09:47:460,0.7378,0.0960,0.6567,1.009
22:09:47:461,0.7388,0.0923,0.6572,1.010
22:09:47:463,0.7385,0.0880,0.6563,1.008
22:09:47:466,0.7385,0.0838,0.6524,1.005
22:09:47:468,0.7390,0.0789,0.6475,1.002
22:09:47:469,0.7422,0.0730,0.6414,0.999
22:09:47:471,0.7561,0.0579,0.6316,1.001
22:09:47:472,0.7984,0.0139,0.6186,1.022
22:09:47:475,0.8201,-0.0244,0.6184,1.037
22:09:47:478,0.7996,-0.0200,0.6306,1.029
22:09:47:479,0.7808,0.0020,0.6357,1.018
22:09:47:480,0.7828,0.0215,0.6306,1.018
22:09:47:483,0.7918,0.0364,0.6318,1.027
22:09:47:486,0.7996,0.0479,0.6462,1.043
22:09:47:487,0.7962,0.0601,0.6668,1.055
22:09:47:489,0.7881,0.0767,0.6822,1.061
22:09:47:491,0.7828,0.0919,0.6870,1.062
22:09:47:492,0.7764,0.1060,0.6900,1.061
22:09:47:495,0.7701,0.1187,0.6905,1.059
22:09:47:496,0.7595,0.1307,0.6844,1.049
22:09:47:499,0.7424,0.1415,0.6782,1.034
22:09:47:501,0.7136,0.1539,0.6663,1.008
22:09:47:503,0.7344,0.1705,0.6438,1.012
22:09:47:505,0.7950,0.1876,0.6411,1.058
22:09:47:507,0.8106,0.1947,0.6758,1.093
22:09:47:511,0.7928,0.1932,0.6978,1.094
22:09:47:512,0.7383,0.1847,0.7293,1.075
22:09:47:513,0.6953,0.1774,0.7405,1.053
22:09:47:516,0.6704,0.1744,0.7410,1.036
22:09:47:517,0.6726,0.1754,0.7322,1.031
22:09:47:518,0.7041,0.1727,0.7208,1.043
22:09:47:522,0.7349,0.1630,0.7149,1.058
22:09:47:524,0.7466,0.1498,0.7144,1.064
22:09:47:526,0.7446,0.1363,0.7154,1.060
22:09:47:527,0.7393,0.1239,0.7156,1.055
22:09:47:528,0.7334,0.1124,0.7149,1.048
22:09:47:530,0.7302,0.1029,0.7122,1.043
22:09:47:538,0.7317,0.0955,0.7076,1.040
22:09:47:540,0.7329,0.0904,0.6910,1.028
22:09:47:541,0.7310,0.0865,0.6624,1.007
22:09:47:542,0.7295,0.0843,0.6345,0.987
22:09:47:543,0.7288,0.0833,0.6155,0.973
22:09:47:548,0.7297,0.0823,0.6074,0.969
22:09:47:550,0.7322,0.0826,0.6142,0.975
22:09:47:551,0.7341,0.0848,0.6265,0.985
22:09:47:552,0.7368,0.0875,0.6389,0.995
22:09:47:562,0.7395,0.0901,0.6519,1.006
22:09:47:564,0.7405,0.0926,0.6616,1.014
22:09:47:565,0.7393,0.0931,0.6682,1.018
22:09:47:566,0.7383,0.0931,0.6787,1.024
22:09:47:567,0.7380,0.0936,0.6905,1.032
22:09:47:568,0.7344,0.0943,0.6954,1.033
22:09:47:569,0.7302,0.0955,0.6939,1.029
22:09:47:569,0.7290,0.0960,0.6917,1.027
22:09:47:570,0.7288,0.0950,0.6873,1.023
22:09:47:571,0.7280,0.0938,0.6807,1.018
22:09:47:572,0.7278,0.0921,0.6731,1.012
22:09:47:573,0.7234,0.0894,0.6721,1.008
22:09:47:575,0.7129,0.0858,0.6834,1.008
22:09:47:577,0.7046,0.0814,0.6946,1.010
22:09:47:578,0.7063,0.0750,0.6956,1.011
22:09:47:580,0.7185,0.0679,0.6819,1.009
22:09:47:583,0.7273,0.0643,0.6702,1.007
22:09:47:584,0.7434,0.0586,0.6416,0.999
22:09:47:586,0.7510,0.0586,0.6206,0.991
22:09:47:588,0.7488,0.0633,0.6167,0.987
22:09:47:590,0.7361,0.0699,0.6299,0.987
22:09:47:592,0.7131,0.0792,0.6682,0.997
22:09:47:594,0.6929,0.0845,0.7156,1.017
22:09:47:596,0.6848,0.0809,0.7616,1.045
22:09:47:599,0.6877,0.0672,0.8038,1.077
22:09:47:600,0.6977,0.0474,0.8410,1.110
22:09:47:602,0.7144,0.0210,0.8781,1.147
22:09:47:604,0.7542,-0.0555,0.9656,1.239
22:09:47:606,0.7920,-0.1241,1.0098,1.299
22:09:47:608,0.8160,-0.1290,0.9636,1.278
22:09:47:610,0.8372,-0.1092,0.9094,1.250
22:09:47:612,0.8509,-0.0840,0.8708,1.230
22:09:47:614,0.8614,-0.0616,0.8480,1.221
22:09:47:617,0.8719,-0.0457,0.8324,1.217
22:09:47:619,0.8819,-0.0337,0.8109,1.209
22:09:47:620,0.9027,-0.0354,0.7801,1.204
22:09:47:622,0.9113,-0.0359,0.7503,1.191
22:09:47:624,0.8951,-0.0217,0.7342,1.168
22:09:47:626,0.8778,-0.0071,0.7340,1.155
22:09:47:628,0.8609,0.0054,0.7410,1.148
22:09:47:630,0.8436,0.0154,0.7464,1.139
22:09:47:635,0.8282,0.0225,0.7506,1.131
22:09:47:636,0.8192,0.0303,0.7554,1.128
22:09:47:637,0.8143,0.0393,0.7606,1.129
22:09:47:638,0.8084,0.0452,0.7650,1.128
22:09:47:640,0.8040,0.0474,0.7630,1.124
22:09:47:642,0.8011,0.0489,0.7518,1.114
22:09:47:644,0.7969,0.0506,0.7386,1.102
22:09:47:646,0.7911,0.0513,0.7296,1.092
22:09:47:648,0.7842,0.0542,0.7230,1.083
22:09:47:650,0.7766,0.0584,0.7171,1.074
22:09:47:652,0.7732,0.0616,0.7168,1.071
22:09:47:654,0.7740,0.0650,0.7195,1.074
22:09:47:656,0.7769,0.0677,0.7242,1.080
22:09:47:658,0.7788,0.0679,0.7269,1.083
22:09:47:660,0.7818,0.0672,0.7293,1.087
22:09:47:662,0.7874,0.0677,0.7293,1.091
22:09:47:664,0.7974,0.0677,0.7337,1.101
22:09:47:666,0.8065,0.0665,0.7393,1.111
22:09:47:668,0.8138,0.0677,0.7432,1.119
22:09:47:670,0.8204,0.0674,0.7430,1.124
22:09:47:672,0.8280,0.0674,0.7413,1.128
22:09:47:674,0.8365,0.0684,0.7388,1.133
22:09:47:676,0.8409,0.0730,0.7332,1.133
22:09:47:678,0.8424,0.0799,0.7254,1.130
22:09:47:680,0.8397,0.0919,0.7225,1.127
22:09:47:685,0.8223,0.1280,0.6997,1.105
22:09:47:686,0.8113,0.1593,0.6208,1.052
22:09:47:687,0.8299,0.1427,0.5505,1.023
22:09:47:688,0.8514,0.1131,0.5248,1.021
22:09:47:690,0.8702,0.0899,0.5231,1.033
22:09:47:692,0.8934,0.0708,0.5324,1.055
22:09:47:694,0.9125,0.0559,0.5493,1.078
22:09:47:696,0.9164,0.0496,0.5720,1.093
22:09:47:698,0.9066,0.0547,0.5984,1.100
22:09:47:701,0.8881,0.0691,0.6196,1.098
22:09:47:705,0.8653,0.0877,0.6291,1.088
22:09:47:706,0.8350,0.1075,0.6343,1.070
22:09:47:707,0.8174,0.1253,0.6414,1.063
22:09:47:708,0.8196,0.1395,0.6382,1.066
22:09:47:710,0.8277,0.1537,0.6225,1.065
22:09:47:712,0.8297,0.1673,0.6037,1.058
22:09:47:714,0.8209,0.1757,0.5835,1.041
22:09:47:716,0.8030,0.1796,0.5602,1.014
22:09:47:719,0.7808,0.1827,0.5336,0.982
22:09:47:720,0.7627,0.1798,0.5119,0.955
22:09:47:722,0.7603,0.1744,0.4896,0.940
22:09:47:724,0.7688,0.1813,0.4611,0.933
22:09:47:727,0.7718,0.1871,0.4501,0.932
22:09:47:728,0.7696,0.1954,0.4369,0.925
22:09:47:730,0.7576,0.1964,0.4288,0.912
22:09:47:732,0.7388,0.1886,0.4227,0.891
22:09:47:736,0.7183,0.1754,0.4222,0.870
22:09:47:738,0.7136,0.1735,0.4183,0.864
22:09:47:739,0.7253,0.1813,0.4198,0.877
22:09:47:740,0.7359,0.1932,0.4310,0.894
22:09:47:742,0.7354,0.2091,0.4405,0.903
22:09:47:744,0.7319,0.2209,0.4386,0.903
22:09:47:746,0.7366,0.2321,0.4381,0.910
22:09:47:748,0.7366,0.2485,0.4405,0.916
22:09:47:751,0.7273,0.2724,0.4413,0.917
22:09:47:753,0.7058,0.3120,0.4435,0.916
22:09:47:755,0.6748,0.3875,0.4347,0.921
22:09:47:756,0.6543,0.4889,0.3814,0.935
22:09:47:758,0.6740,0.5590,0.2795,0.954
22:09:47:760,0.7434,0.5326,0.1855,0.964
22:09:47:762,0.8289,0.4248,0.1356,0.966
22:09:47:764,0.9142,0.2846,0.1134,0.980
22:09:47:767,0.9635,0.1661,0.1010,0.993
22:09:47:770,0.9547,0.1033,0.1097,0.974
22:09:47:771,0.9721,0.0596,0.2199,1.005
22:09:47:772,0.9995,0.0298,0.3902,1.081
22:09:47:774,0.9780,0.0506,0.4760,1.099
22:09:47:776,0.9071,0.1197,0.4337,1.026
22:09:47:778,0.8021,0.2213,0.3426,0.919
22:09:47:781,0.7051,0.3086,0.2685,0.839
22:09:47:782,0.6425,0.3498,0.2180,0.791
22:09:47:785,0.6196,0.3594,0.1813,0.767
22:09:47:787,0.6308,0.3467,0.1523,0.762
22:09:47:788,0.6758,0.3296,0.1378,0.789
22:09:47:790,0.7373,0.3051,0.1530,0.834
22:09:47:792,0.7962,0.2744,0.1852,0.882
22:09:47:794,0.8414,0.2511,0.2053,0.919
22:09:47:796,0.8685,0.2450,0.1913,0.939
22:09:47:798,0.8710,0.2607,0.1483,0.938
22:09:47:800,0.8609,0.2902,0.1012,0.931
22:09:47:803,0.8458,0.3200,0.0680,0.925
22:09:47:804,0.8319,0.3340,0.0511,0.917
22:09:47:806,0.8282,0.3235,0.0550,0.909
22:09:47:808,0.8302,0.3122,0.0675,0.908
22:09:47:810,0.8321,0.2885,0.1014,0.904
22:09:47:812,0.8321,0.2758,0.1271,0.903
22:09:47:814,0.8353,0.2714,0.1371,0.906
22:09:47:816,0.8196,0.2736,0.1251,0.891
22:09:47:818,0.7925,0.2849,0.0941,0.866
22:09:47:821,0.7759,0.3042,0.0633,0.855
22:09:47:822,0.7666,0.3198,0.0409,0.851
22:09:47:824,0.7710,0.3428,0.0125,0.864
22:09:47:826,0.7835,0.3677,-0.0070,0.886
22:09:47:828,0.7974,0.3726,-0.0207,0.900
22:09:47:830,0.8135,0.3626,-0.0310,0.910
22:09:47:832,0.8199,0.3555,-0.0422,0.913
22:09:47:837,0.8162,0.3572,-0.0493,0.911
22:09:47:838,0.8121,0.3640,-0.0449,0.910
22:09:47:839,0.8172,0.3691,-0.0366,0.917
22:09:47:840,0.8240,0.3696,-0.0305,0.923
22:09:47:842,0.8231,0.3669,-0.0263,0.921
22:09:47:844,0.8174,0.3655,-0.0244,0.915
22:09:47:846,0.8187,0.3633,-0.0207,0.915
22:09:47:856,0.8287,0.3574,-0.0129,0.921
22:09:47:857,0.8389,0.3494,-0.0036,0.927
22:09:47:858,0.8460,0.3384,0.0079,0.929
22:09:47:859,0.8502,0.3288,0.0191,0.929
22:09:47:860,0.8502,0.3220,0.0274,0.927
22:09:47:861,0.8509,0.3139,0.0379,0.925
22:09:47:862,0.8536,0.3042,0.0511,0.925
22:09:47:863,0.8551,0.2853,0.0765,0.921
22:09:47:864,0.8565,0.2675,0.0929,0.918
22:09:47:866,0.8656,0.2761,0.0665,0.927
22:09:47:869,0.8837,0.2922,0.0477,0.948
22:09:47:870,0.9047,0.2976,0.0389,0.969
22:09:47:872,0.9240,0.2954,0.0286,0.986
22:09:47:874,0.9384,0.2954,0.0150,0.998
22:09:47:876,0.9538,0.3010,0.0015,1.014
22:09:47:878,0.9633,0.3051,-0.0029,1.025
22:09:47:879,0.9828,0.3110,-0.0039,1.045
22:09:47:884,0.9975,0.3117,0.0003,1.059
22:09:47:886,1.0124,0.3093,0.0042,1.073
22:09:47:888,1.0261,0.3049,0.0079,1.084
