time,gFx,gFy,gFz,TgF
21:09:43:981,0.9960,0.0103,0.1281,1.007
21:09:43:983,0.9933,0.0142,0.1181,1.003
21:09:43:987,0.9892,0.0200,0.1066,0.998
21:09:43:988,0.9843,0.0279,0.0961,0.992
21:09:43:989,0.9804,0.0366,0.0895,0.988
21:09:43:991,0.9765,0.0447,0.0836,0.985
21:09:43:994,0.9726,0.0513,0.0773,0.981
21:09:43:996,0.9704,0.0574,0.0726,0.979
21:09:43:997,0.9719,0.0618,0.0714,0.981
21:09:43:999,0.9731,0.0650,0.0738,0.982
21:09:44:001,0.9740,0.0640,0.0768,0.983
21:09:44:005,0.9789,0.0586,0.0790,0.988
21:09:44:006,0.9850,0.0523,0.0831,0.994
21:09:44:007,0.9914,0.0452,0.0914,1.000
21:09:44:009,0.9965,0.0388,0.1014,1.006
21:09:44:012,0.9999,0.0335,0.1088,1.010
21:09:44:013,1.0026,0.0279,0.1132,1.012
21:09:44:015,1.0043,0.0232,0.1178,1.014
21:09:44:017,1.0051,0.0198,0.1222,1.015
21:09:44:019,1.0034,0.0171,0.1247,1.014
21:09:44:024,1.0009,0.0169,0.1242,1.011
21:09:44:025,0.9980,0.0178,0.1225,1.008
21:09:44:026,0.9946,0.0195,0.1203,1.005
21:09:44:027,0.9916,0.0225,0.1168,1.002
21:09:44:029,0.9887,0.0254,0.1124,0.998
21:09:44:031,0.9848,0.0264,0.1083,0.994
21:09:44:033,0.9821,0.0264,0.1068,0.991
21:09:44:036,0.9814,0.0266,0.1073,0.991
21:09:44:037,0.9824,0.0261,0.1088,0.992
21:09:44:039,0.9843,0.0242,0.1110,0.994
21:09:44:041,0.9865,0.0215,0.1141,0.996
21:09:44:043,0.9877,0.0195,0.1173,0.998
21:09:44:045,0.9877,0.0173,0.1190,0.998
21:09:44:047,0.9880,0.0147,0.1190,0.998
21:09:44:050,0.9890,0.0127,0.1215,0.999
21:09:44:051,0.9912,0.0112,0.1290,1.002
21:09:44:054,0.9921,0.0105,0.1327,1.004
21:09:44:056,0.9948,0.0093,0.1398,1.007
21:09:44:057,0.9973,0.0110,0.1479,1.011
21:09:44:059,0.9973,0.0137,0.1537,1.012
21:09:44:062,0.9977,0.0151,0.1579,1.014
21:09:44:063,0.9995,0.0156,0.1615,1.016
21:09:44:065,1.0007,0.0161,0.1635,1.017
21:09:44:067,1.0017,0.0169,0.1633,1.018
21:09:44:070,1.0036,0.0176,0.1642,1.021
21:09:44:072,1.0046,0.0183,0.1645,1.022
21:09:44:073,1.0046,0.0186,0.1615,1.021
21:09:44:075,1.0061,0.0176,0.1579,1.022
21:09:44:077,1.0068,0.0161,0.1547,1.022
21:09:44:079,1.0073,0.0164,0.1518,1.022
21:09:44:081,1.0073,0.0169,0.1471,1.021
21:09:44:084,1.0075,0.0156,0.1422,1.021
21:09:44:085,1.0078,0.0154,0.1381,1.020
21:09:44:088,1.0075,0.0147,0.1337,1.019
21:09:44:089,1.0053,0.0142,0.1268,1.016
21:09:44:091,1.0041,0.0142,0.1207,1.014
21:09:44:097,1.0026,0.0139,0.1188,1.012
21:09:44:098,1.0002,0.0139,0.1173,1.010
21:09:44:099,0.9995,0.0132,0.1144,1.008
21:09:44:100,0.9985,0.0159,0.1119,1.007
21:09:44:106,0.9946,0.0198,0.1119,1.004
21:09:44:107,0.9914,0.0227,0.1141,1.001
21:09:44:108,0.9882,0.0257,0.1161,0.998
21:09:44:109,0.9860,0.0288,0.1161,0.996
21:09:44:110,0.9853,0.0315,0.1139,0.996
21:09:44:111,0.9868,0.0313,0.1102,0.997
21:09:44:113,0.9897,0.0291,0.1071,0.999
21:09:44:115,0.9914,0.0293,0.1078,1.001
21:09:44:117,0.9909,0.0308,0.1112,1.001
21:09:44:119,0.9902,0.0296,0.1139,1.000
21:09:44:121,0.9919,0.0269,0.1159,1.002
21:09:44:123,0.9941,0.0257,0.1154,1.004
21:09:44:125,0.9948,0.0249,0.1141,1.005
21:09:44:127,0.9933,0.0249,0.1119,1.003
21:09:44:129,0.9887,0.0281,0.1178,0.999
21:09:44:131,0.9868,0.0303,0.1337,1.000
21:09:44:133,0.9902,0.0293,0.1427,1.005
21:09:44:135,0.9926,0.0269,0.1376,1.006
21:09:44:138,0.9921,0.0232,0.1237,1.003
21:09:44:139,0.9919,0.0178,0.1088,1.001
21:09:44:141,0.9919,0.0176,0.0975,0.999
21:09:44:143,0.9907,0.0205,0.0904,0.997
21:09:44:145,0.9875,0.0227,0.0880,0.994
21:09:44:147,0.9855,0.0247,0.0895,0.992
21:09:44:149,0.9850,0.0259,0.0897,0.992
21:09:44:151,0.9846,0.0261,0.0895,0.992
21:09:44:154,0.9836,0.0257,0.0907,0.991
21:09:44:155,0.9821,0.0249,0.0956,0.990
21:09:44:157,0.9814,0.0227,0.1005,0.989
21:09:44:159,0.9831,0.0203,0.1049,0.991
21:09:44:161,0.9863,0.0176,0.1100,0.995
21:09:44:163,0.9912,0.0132,0.1161,1.000
21:09:44:165,0.9948,0.0086,0.1222,1.005
21:09:44:167,0.9882,-0.0037,0.1601,1.004
21:09:44:171,0.9562,-0.0432,0.2654,0.996
21:09:44:172,0.9433,-0.0836,0.3457,1.010
21:09:44:173,0.9665,-0.0989,0.3418,1.031
21:09:44:175,1.0126,-0.0916,0.2720,1.053
21:09:44:177,1.0625,-0.0691,0.1764,1.079
21:09:44:179,1.0867,-0.0413,0.1032,1.092
21:09:44:182,1.0820,-0.0186,0.0751,1.085
21:09:44:183,1.0625,-0.0022,0.0868,1.067
21:09:44:186,1.0449,0.0083,0.1222,1.054
21:09:44:201,1.0412,0.0117,0.1569,1.056
21:09:44:203,1.0447,0.0086,0.1808,1.063
21:09:44:204,1.0459,0.0044,0.1965,1.067
21:09:44:205,1.0427,0.0015,0.2033,1.066
21:09:44:206,1.0390,-0.0012,0.2028,1.062
21:09:44:206,1.0346,-0.0012,0.1987,1.057
21:09:44:207,1.0324,-0.0007,0.1957,1.054
21:09:44:208,1.0300,0.0000,0.1877,1.050
21:09:44:209,1.0276,0.0000,0.1816,1.046
21:09:44:210,1.0263,0.0017,0.1801,1.045
21:09:44:211,1.0324,0.0039,0.1840,1.052
21:09:44:212,1.0542,0.0027,0.2058,1.077
21:09:44:213,1.0630,0.0027,0.2143,1.088
21:09:44:216,1.0574,0.0042,0.1899,1.077
21:09:44:217,1.0500,0.0068,0.1567,1.064
21:09:44:218,1.0444,0.0117,0.1293,1.055
21:09:44:220,1.0405,0.0198,0.1085,1.049
21:09:44:222,1.0356,0.0298,0.0924,1.043
21:09:44:233,1.0276,0.0418,0.0804,1.035
21:09:44:235,1.0158,0.0540,0.0697,1.023
21:09:44:236,1.0014,0.0660,0.0560,1.009
21:09:44:237,0.9899,0.0774,0.0431,0.998
21:09:44:238,0.9828,0.0867,0.0338,0.992
21:09:44:239,0.9802,0.0941,0.0289,0.990
21:09:44:240,0.9758,0.1002,0.0318,0.987
21:09:44:241,0.9699,0.1053,0.0355,0.982
21:09:44:242,0.9662,0.1073,0.0379,0.979
21:09:44:243,0.9731,0.1024,0.0655,0.987
21:09:44:244,1.0232,0.0669,0.1943,1.050
21:09:44:247,1.0554,0.0325,0.2881,1.100
21:09:44:248,1.0456,0.0222,0.2739,1.086
21:09:44:251,1.0153,0.0266,0.2160,1.043
21:09:44:252,0.9894,0.0344,0.1662,1.008
21:09:44:255,0.9753,0.0403,0.1332,0.989
21:09:44:256,0.9650,0.0464,0.1056,0.976
21:09:44:257,0.9516,0.0542,0.0773,0.960
21:09:44:258,0.9350,0.0647,0.0479,0.942
21:09:44:261,0.9218,0.0767,0.0284,0.930
21:09:44:263,0.9142,0.0865,0.0203,0.923
21:09:44:265,0.9125,0.0911,0.0184,0.922
21:09:44:266,0.9135,0.0911,0.0186,0.923
21:09:44:269,0.9137,0.0901,0.0176,0.923
21:09:44:272,0.9152,0.0875,0.0152,0.924
21:09:44:273,0.9193,0.0848,0.0135,0.928
21:09:44:275,0.9242,0.0823,0.0125,0.932
21:09:44:277,0.9267,0.0804,0.0101,0.934
21:09:44:278,0.9257,0.0814,0.0069,0.933
21:09:44:281,0.9279,0.0840,0.0120,0.936
21:09:44:282,0.9335,0.0848,0.0238,0.942
21:09:44:285,0.9391,0.0840,0.0355,0.948
21:09:44:287,0.9462,0.0804,0.0460,0.955
21:09:44:290,0.9562,0.0755,0.0531,0.965
21:09:44:291,0.9694,0.0699,0.0577,0.978
21:09:44:293,0.9787,0.0657,0.0587,0.987
21:09:44:295,0.9806,0.0652,0.0587,0.989
21:09:44:297,0.9806,0.0662,0.0589,0.989
21:09:44:298,0.9858,0.0650,0.0575,0.994
21:09:44:301,0.9963,0.0625,0.0543,1.003
21:09:44:306,1.0134,0.0606,0.0699,1.021
21:09:44:307,1.0048,0.0594,0.0895,1.015
21:09:44:308,0.9806,0.0594,0.0858,0.990
21:09:44:309,0.9692,0.0603,0.0707,0.978
21:09:44:310,0.9758,0.0586,0.0716,0.984
21:09:44:313,0.9762,0.0542,0.0729,0.984
21:09:44:314,0.9799,0.0501,0.0694,0.987
21:09:44:317,0.9938,0.0447,0.0660,1.000
21:09:44:318,1.0090,0.0384,0.0677,1.015
21:09:44:321,1.0185,0.0320,0.0763,1.024
21:09:44:322,1.0280,0.0237,0.0858,1.034
21:09:44:325,1.0354,0.0166,0.0951,1.042
21:09:44:327,1.0376,0.0112,0.1022,1.045
21:09:44:329,1.0405,0.0056,0.1090,1.048
21:09:44:330,1.0464,-0.0015,0.1132,1.054
21:09:44:333,1.0500,-0.0081,0.1110,1.057
21:09:44:334,1.0508,-0.0105,0.1088,1.057
21:09:44:338,1.0498,-0.0134,0.1058,1.056
21:09:44:339,1.0510,-0.0127,0.1068,1.057
21:09:44:340,1.0688,-0.0081,0.1420,1.080
21:09:44:342,1.0610,-0.0034,0.1611,1.075
21:09:44:345,1.0383,0.0017,0.1471,1.051
21:09:44:346,1.0256,0.0071,0.1261,1.036
21:09:44:349,1.0190,0.0137,0.1095,1.027
21:09:44:350,1.0219,0.0203,0.0995,1.029
21:09:44:354,1.0346,0.0230,0.0856,1.041
21:09:44:356,1.0451,0.0235,0.0646,1.049
21:09:44:357,1.0420,0.0264,0.0350,1.044
21:09:44:359,1.0241,0.0337,0.0035,1.026
21:09:44:361,0.9990,0.0442,-0.0232,1.002
21:09:44:362,0.9787,0.0547,-0.0383,0.983
21:09:44:365,0.9618,0.0633,-0.0522,0.967
21:09:44:366,0.9484,0.0708,-0.0674,0.955
21:09:44:369,0.9384,0.0794,-0.0757,0.947
21:09:44:371,0.9318,0.0906,-0.0757,0.942
21:09:44:373,0.9345,0.0994,-0.0664,0.946
21:09:44:374,0.9428,0.1019,-0.0561,0.954
21:09:44:376,0.9469,0.1014,-0.0505,0.958
21:09:44:378,0.9442,0.1021,-0.0483,0.955
21:09:44:381,0.9411,0.1031,-0.0491,0.952
21:09:44:382,0.9420,0.1019,-0.0537,0.953
21:09:44:385,0.9469,0.0955,-0.0615,0.957
21:09:44:388,0.9523,0.0840,-0.0706,0.961
21:09:44:389,0.9547,0.0726,-0.0779,0.963
21:09:44:390,0.9560,0.0652,-0.0850,0.963
21:09:44:393,0.9596,0.0611,-0.0942,0.967
21:09:44:394,0.9657,0.0596,-0.1021,0.974
21:09:44:397,0.9765,0.0601,-0.0996,0.984
21:09:44:398,0.9951,0.0621,-0.0823,1.002
21:09:44:401,1.0148,0.0621,-0.0586,1.020
21:09:44:402,1.0239,0.0577,-0.0385,1.028
21:09:44:407,1.0234,0.0547,-0.0307,1.027
21:09:44:408,1.0158,0.0503,-0.0200,1.019
21:09:44:409,1.0063,0.0479,-0.0148,1.009
21:09:44:410,0.9982,0.0467,-0.0129,1.001
21:09:44:412,0.9946,0.0467,-0.0109,0.997
21:09:44:414,0.9951,0.0467,-0.0080,0.998
21:09:44:416,0.9982,0.0447,-0.0029,1.001
21:09:44:418,1.0026,0.0401,0.0032,1.005
21:09:44:422,1.0105,0.0322,0.0125,1.012
21:09:44:423,1.0156,0.0239,0.0157,1.017
21:09:44:424,1.0124,0.0191,0.0103,1.013
21:09:44:426,1.0041,0.0173,0.0027,1.005
21:09:44:428,0.9970,0.0198,-0.0012,0.998
21:09:44:430,0.9943,0.0244,-0.0029,0.995
21:09:44:432,0.9970,0.0288,-0.0061,0.998
21:09:44:434,1.0017,0.0310,-0.0087,1.003
21:09:44:436,1.0056,0.0318,-0.0083,1.007
21:09:44:439,1.0075,0.0322,-0.0048,1.009
21:09:44:441,1.0092,0.0327,-0.0014,1.011
21:09:44:442,1.0112,0.0337,-0.0012,1.013
21:09:44:444,1.0134,0.0349,-0.0043,1.015
21:09:44:447,1.0163,0.0344,-0.0083,1.018
21:09:44:448,1.0202,0.0332,-0.0112,1.022
21:09:44:450,1.0241,0.0318,-0.0156,1.026
21:09:44:452,1.0273,0.0298,-0.0217,1.029
21:09:44:455,1.0283,0.0291,-0.0295,1.030
21:09:44:457,1.0268,0.0313,-0.0349,1.028
21:09:44:458,1.0295,0.0313,-0.0312,1.031
21:09:44:461,1.0295,0.0286,-0.0273,1.031
21:09:44:462,1.0249,0.0254,-0.0302,1.026
21:09:44:465,1.0166,0.0242,-0.0417,1.018
21:09:44:466,1.0085,0.0249,-0.0576,1.010
21:09:44:469,1.0041,0.0269,-0.0698,1.007
21:09:44:472,1.0012,0.0310,-0.0784,1.004
21:09:44:473,0.9985,0.0347,-0.0857,1.003
21:09:44:474,0.9948,0.0374,-0.0935,1.000
21:09:44:477,0.9926,0.0415,-0.0969,0.998
21:09:44:478,0.9938,0.0437,-0.0964,1.000
21:09:44:481,0.9941,0.0474,-0.0952,1.000
21:09:44:482,0.9899,0.0503,-0.0967,0.996
21:09:44:485,0.9843,0.0525,-0.0991,0.991
21:09:44:486,0.9787,0.0547,-0.1023,0.986
21:09:44:489,0.9738,0.0562,-0.1050,0.982
21:09:44:491,0.9699,0.0574,-0.1070,0.978
21:09:44:492,0.9679,0.0567,-0.1077,0.976
21:09:44:494,0.9697,0.0552,-0.1048,0.977
21:09:44:497,0.9728,0.0533,-0.1004,0.980
21:09:44:498,0.9758,0.0528,-0.0960,0.982
21:09:44:501,0.9789,0.0525,-0.0925,0.985
21:09:44:503,0.9833,0.0511,-0.0911,0.989
21:09:44:508,0.9863,0.0476,-0.0923,0.992
21:09:44:510,0.9892,0.0437,-0.0920,0.995
21:09:44:511,0.9929,0.0406,-0.0894,0.998
21:09:44:512,0.9968,0.0374,-0.0872,1.001
21:09:44:514,1.0002,0.0354,-0.0857,1.004
21:09:44:515,1.0019,0.0344,-0.0830,1.006
21:09:44:517,1.0009,0.0340,-0.0806,1.005
21:09:44:519,0.9990,0.0335,-0.0803,1.003
21:09:44:529,0.9960,0.0337,-0.0818,1.000
21:09:44:531,0.9953,0.0332,-0.0813,0.999
21:09:44:532,0.9970,0.0320,-0.0798,1.000
21:09:44:533,0.9990,0.0325,-0.0781,1.002
21:09:44:534,0.9995,0.0332,-0.0764,1.003
21:09:44:534,0.9992,0.0337,-0.0754,1.003
21:09:44:535,0.9977,0.0349,-0.0745,1.001
21:09:44:536,0.9970,0.0362,-0.0740,1.000
21:09:44:537,0.9970,0.0366,-0.0749,1.001
21:09:44:538,0.9977,0.0357,-0.0781,1.001
21:09:44:542,0.9982,0.0352,-0.0835,1.002
21:09:44:544,0.9999,0.0354,-0.0881,1.004
21:09:44:545,1.0031,0.0366,-0.0903,1.008
21:09:44:547,1.0056,0.0396,-0.0911,1.010
21:09:44:549,1.0058,0.0423,-0.0908,1.011
21:09:44:550,1.0053,0.0432,-0.0906,1.010
21:09:44:552,1.0041,0.0454,-0.0877,1.009
21:09:44:556,1.0021,0.0491,-0.0842,1.007
21:09:44:557,1.0004,0.0520,-0.0808,1.006
21:09:44:559,0.9985,0.0547,-0.0749,1.004
21:09:44:560,0.9968,0.0572,-0.0676,1.002
21:09:44:562,0.9970,0.0584,-0.0586,1.002
21:09:44:565,1.0004,0.0584,-0.0466,1.005
21:09:44:566,1.0061,0.0577,-0.0346,1.010
21:09:44:568,1.0117,0.0557,-0.0256,1.015
21:09:44:570,1.0168,0.0513,-0.0202,1.020
21:09:44:573,1.0207,0.0437,-0.0166,1.023
21:09:44:575,1.0232,0.0357,-0.0109,1.025
21:09:44:576,1.0249,0.0283,-0.0056,1.026
21:09:44:579,1.0256,0.0232,-0.0024,1.027
21:09:44:581,1.0236,0.0181,-0.0009,1.024
21:09:44:582,1.0192,0.0120,0.0018,1.020
21:09:44:584,1.0131,0.0083,0.0084,1.013
21:09:44:586,1.0053,0.0086,0.0176,1.006
21:09:44:590,0.9977,0.0107,0.0294,0.999
21:09:44:591,0.9894,0.0139,0.0413,0.992
21:09:44:595,0.9777,0.0173,0.0489,0.981
21:09:44:596,0.9655,0.0195,0.0550,0.969
21:09:44:598,0.9599,0.0220,0.0609,0.964
21:09:44:599,0.9599,0.0259,0.0643,0.965
21:09:44:600,0.9643,0.0291,0.0658,0.969
21:09:44:602,0.9716,0.0332,0.0650,0.977
21:09:44:604,0.9775,0.0384,0.0648,0.983
21:09:44:611,0.9804,0.0430,0.0641,0.986
21:09:44:613,0.9819,0.0469,0.0616,0.988
21:09:44:616,0.9841,0.0503,0.0558,0.990
21:09:44:617,0.9899,0.0540,0.0489,0.996
21:09:44:619,0.9936,0.0567,0.0457,1.000
21:09:44:620,0.9992,0.0601,0.0391,1.005
21:09:44:622,1.0002,0.0628,0.0289,1.006
21:09:44:623,0.9975,0.0665,0.0198,1.003
21:09:44:629,0.9990,0.0696,0.0152,1.005
21:09:44:631,1.0039,0.0748,0.0113,1.010
21:09:44:631,1.0080,0.0840,0.0064,1.015
21:09:44:632,1.0070,0.0941,-0.0019,1.016
21:09:44:633,1.0004,0.1065,-0.0136,1.011
21:09:44:633,0.9943,0.1222,-0.0224,1.007
21:09:44:634,0.9936,0.1380,-0.0307,1.009
21:09:44:636,0.9970,0.1507,-0.0427,1.015
21:09:44:639,0.9997,0.1595,-0.0588,1.020
21:09:44:641,1.0002,0.1652,-0.0759,1.023
21:09:44:643,1.0007,0.1700,-0.0918,1.025
21:09:44:644,0.9990,0.1732,-0.1084,1.026
21:09:44:646,0.9965,0.1744,-0.1216,1.025
21:09:44:648,0.9948,0.1737,-0.1289,1.024
21:09:44:650,0.9919,0.1715,-0.1397,1.022
21:09:44:653,0.9907,0.1676,-0.1531,1.021
21:09:44:656,0.9919,0.1625,-0.1666,1.023
21:09:44:657,0.9975,0.1576,-0.1783,1.029
21:09:44:660,1.0080,0.1522,-0.1785,1.039
21:09:44:661,1.0014,0.1473,-0.1839,1.032
21:09:44:662,0.9904,0.1434,-0.2022,1.024
21:09:44:664,0.9899,0.1383,-0.2157,1.025
21:09:44:666,1.0068,0.1273,-0.2247,1.041
21:09:44:668,1.0268,0.1138,-0.2323,1.060
21:09:44:670,1.0280,0.1082,-0.2399,1.062
21:09:44:674,1.0163,0.1070,-0.2460,1.051
21:09:44:675,1.0046,0.1075,-0.2469,1.040
21:09:44:676,1.0014,0.1090,-0.2445,1.037
21:09:44:678,1.0026,0.1112,-0.2425,1.038
21:09:44:680,1.0043,0.1126,-0.2447,1.041
21:09:44:682,1.0048,0.1131,-0.2508,1.042
21:09:44:684,1.0056,0.1131,-0.2538,1.044
21:09:44:686,1.0087,0.1121,-0.2577,1.048
21:09:44:692,1.0107,0.1112,-0.2628,1.050
21:09:44:694,1.0092,0.1102,-0.2699,1.051
21:09:44:696,1.0085,0.1097,-0.2760,1.051
21:09:44:697,1.0092,0.1085,-0.2819,1.053
21:09:44:698,1.0095,0.1075,-0.2902,1.055
21:09:44:701,1.0051,0.1073,-0.3007,1.054
21:09:44:703,0.9977,0.1073,-0.3100,1.050
21:09:44:704,0.9899,0.1092,-0.3153,1.044
21:09:44:705,0.9836,0.1143,-0.3185,1.040
21:09:44:707,0.9806,0.1178,-0.3200,1.038
21:09:44:709,0.9704,0.1217,-0.3246,1.030
21:09:44:710,0.9648,0.1231,-0.3237,1.025
21:09:44:714,0.9618,0.1224,-0.3219,1.021
21:09:44:716,0.9579,0.1222,-0.3241,1.018
21:09:44:721,0.9567,0.1246,-0.3266,1.018
21:09:44:723,0.9474,0.1266,-0.3271,1.010
21:09:44:724,0.9335,0.1256,-0.3268,0.997
21:09:44:724,0.9345,0.1214,-0.3161,0.994
21:09:44:725,0.9428,0.1151,-0.2904,0.993
21:09:44:726,0.9523,0.1090,-0.2589,0.993
21:09:44:728,0.9579,0.1024,-0.2306,0.991
21:09:44:730,0.9611,0.0950,-0.2071,0.988
21:09:44:732,0.9628,0.0865,-0.1888,0.985
21:09:44:734,0.9616,0.0792,-0.1751,0.981
21:09:44:736,0.9594,0.0726,-0.1656,0.977
21:09:44:740,0.9567,0.0665,-0.1590,0.972
21:09:44:741,0.9535,0.0579,-0.1578,0.968
21:09:44:742,0.9504,0.0469,-0.1612,0.964
21:09:44:744,0.9469,0.0357,-0.1653,0.960
21:09:44:746,0.9438,0.0274,-0.1685,0.957
21:09:44:748,0.9418,0.0213,-0.1678,0.954
21:09:44:750,0.9433,0.0154,-0.1639,0.955
21:09:44:751,0.9460,0.0105,-0.1592,0.957
21:09:44:753,0.9467,0.0086,-0.1568,0.957
21:09:44:761,0.9482,0.0064,-0.1504,0.957
21:09:44:762,0.9499,0.0064,-0.1436,0.958
21:09:44:763,0.9506,0.0071,-0.1365,0.958
21:09:44:764,0.9518,0.0078,-0.1292,0.958
21:09:44:765,0.9535,0.0095,-0.1226,0.959
21:09:44:766,0.9547,0.0120,-0.1172,0.960
21:09:44:767,0.9562,0.0144,-0.1133,0.961
21:09:44:769,0.9574,0.0176,-0.1109,0.962
21:09:44:776,0.9574,0.0210,-0.1082,0.962
21:09:44:777,0.9584,0.0237,-0.1067,0.964
21:09:44:778,0.9599,0.0274,-0.1062,0.965
21:09:44:779,0.9626,0.0318,-0.1057,0.968
21:09:44:780,0.9640,0.0366,-0.1062,0.970
21:09:44:782,0.9650,0.0408,-0.1072,0.972
21:09:44:784,0.9670,0.0452,-0.1084,0.974
21:09:44:786,0.9689,0.0498,-0.1092,0.976
21:09:44:788,0.9704,0.0537,-0.1104,0.978
21:09:44:790,0.9721,0.0567,-0.1131,0.981
21:09:44:793,0.9736,0.0589,-0.1157,0.983
21:09:44:794,0.9743,0.0616,-0.1179,0.984
21:09:44:795,0.9748,0.0645,-0.1209,0.985
21:09:44:798,0.9762,0.0662,-0.1241,0.987
21:09:44:800,0.9777,0.0665,-0.1275,0.989
21:09:44:802,0.9782,0.0674,-0.1321,0.990
21:09:44:803,0.9784,0.0689,-0.1380,0.991
21:09:44:807,0.9797,0.0691,-0.1429,0.993
21:09:44:809,0.9809,0.0689,-0.1478,0.995
21:09:44:810,0.9824,0.0677,-0.1531,0.997
21:09:44:812,0.9836,0.0669,-0.1595,0.999
21:09:44:817,0.9836,0.0667,-0.1649,0.999
21:09:44:818,0.9828,0.0655,-0.1700,0.999
21:09:44:819,0.9821,0.0638,-0.1749,0.999
21:09:44:820,0.9806,0.0623,-0.1790,0.998
21:09:44:821,0.9775,0.0613,-0.1827,0.996
21:09:44:825,0.9753,0.0603,-0.1864,0.994
21:09:44:827,0.9740,0.0581,-0.1893,0.993
21:09:44:828,0.9723,0.0564,-0.1915,0.992
21:09:44:830,0.9711,0.0552,-0.1929,0.991
21:09:44:832,0.9706,0.0545,-0.1934,0.990
21:09:44:834,0.9694,0.0530,-0.1954,0.989
21:09:44:835,0.9682,0.0513,-0.1964,0.988
21:09:44:838,0.9670,0.0503,-0.1964,0.987
21:09:44:841,0.9670,0.0501,-0.1966,0.987
21:09:44:842,0.9655,0.0491,-0.1969,0.985
21:09:44:844,0.9643,0.0472,-0.1971,0.984
21:09:44:845,0.9628,0.0459,-0.1971,0.982
21:09:44:848,0.9609,0.0447,-0.1971,0.980
21:09:44:850,0.9594,0.0437,-0.1964,0.978
21:09:44:851,0.9579,0.0435,-0.1959,0.977
21:09:44:853,0.9569,0.0432,-0.1964,0.976
21:09:44:856,0.9562,0.0435,-0.1959,0.975
21:09:44:858,0.9555,0.0440,-0.1939,0.974
21:09:44:860,0.9550,0.0442,-0.1925,0.974
21:09:44:862,0.9565,0.0440,-0.1915,0.975
21:09:44:864,0.9584,0.0447,-0.1898,0.976
21:09:44:865,0.9589,0.0454,-0.1876,0.977
21:09:44:867,0.9594,0.0459,-0.1849,0.977
21:09:44:870,0.9613,0.0467,-0.1817,0.978
21:09:44:872,0.9643,0.0472,-0.1776,0.980
21:09:44:875,0.9672,0.0469,-0.1734,0.983
21:09:44:876,0.9697,0.0472,-0.1697,0.984
21:09:44:878,0.9731,0.0481,-0.1653,0.987
21:09:44:880,0.9762,0.0489,-0.1605,0.990
21:09:44:882,0.9782,0.0503,-0.1558,0.991
21:09:44:884,0.9804,0.0518,-0.1517,0.993
21:09:44:886,0.9838,0.0523,-0.1487,0.996
21:09:44:888,0.9870,0.0525,-0.1460,0.999
21:09:44:889,0.9899,0.0535,-0.1424,1.001
21:09:44:893,0.9919,0.0542,-0.1397,1.003
21:09:44:895,0.9933,0.0552,-0.1377,1.004
21:09:44:896,0.9955,0.0567,-0.1360,1.006
21:09:44:898,0.9975,0.0586,-0.1341,1.008
21:09:44:900,0.9987,0.0606,-0.1311,1.009
21:09:44:903,0.9992,0.0611,-0.1285,1.010
