time,gFx,gFy,gFz,TgF
21:16:52:084,0.8907,-0.0066,0.4782,1.019
21:16:52:086,0.8925,-0.0051,0.4730,1.018
21:16:52:089,0.8949,-0.0037,0.4686,1.018
21:16:52:091,0.8973,-0.0022,0.4655,1.019
21:16:52:093,0.8988,-0.0012,0.4630,1.019
21:16:52:095,0.8993,-0.0007,0.4601,1.018
21:16:52:098,0.8995,-0.0007,0.4581,1.018
21:16:52:098,0.9000,-0.0005,0.4564,1.017
21:16:52:100,0.8995,-0.0012,0.4550,1.016
21:16:52:102,0.8981,-0.0024,0.4540,1.014
21:16:52:104,0.8954,-0.0044,0.4545,1.012
21:16:52:106,0.8927,-0.0061,0.4559,1.010
21:16:52:117,0.8907,-0.0073,0.4589,1.010
21:16:52:118,0.8890,-0.0076,0.4637,1.011
21:16:52:119,0.8863,-0.0078,0.4686,1.011
21:16:52:120,0.8839,-0.0090,0.4723,1.010
21:16:52:120,0.8827,-0.0107,0.4747,1.010
21:16:52:121,0.8815,-0.0112,0.4757,1.010
21:16:52:122,0.8797,-0.0110,0.4750,1.008
21:16:52:122,0.8775,-0.0107,0.4735,1.005
21:16:52:126,0.8756,-0.0110,0.4706,1.002
21:16:52:127,0.8739,-0.0115,0.4664,0.999
21:16:52:128,0.8739,-0.0110,0.4611,0.996
21:16:52:132,0.8746,-0.0112,0.4559,0.994
21:16:52:133,0.8753,-0.0117,0.4513,0.993
21:16:52:135,0.8763,-0.0117,0.4474,0.992
21:16:52:137,0.8766,-0.0112,0.4457,0.991
21:16:52:138,0.8771,-0.0103,0.4435,0.990
21:16:52:145,0.8775,-0.0095,0.4427,0.991
21:16:52:146,0.8788,-0.0090,0.4442,0.992
21:16:52:147,0.8812,-0.0086,0.4471,0.996
21:16:52:148,0.8822,-0.0068,0.4520,0.999
21:16:52:149,0.8807,-0.0054,0.4574,1.000
21:16:52:150,0.8795,-0.0044,0.4620,1.002
21:16:52:153,0.8800,-0.0039,0.4669,1.004
21:16:52:154,0.8802,-0.0042,0.4703,1.006
21:16:52:158,0.8815,-0.0054,0.4718,1.008
21:16:52:159,0.8827,-0.0059,0.4721,1.009
21:16:52:160,0.8839,-0.0064,0.4713,1.010
21:16:52:169,0.8849,-0.0071,0.4699,1.010
21:16:52:171,0.8866,-0.0086,0.4686,1.011
21:16:52:172,0.8883,-0.0105,0.4674,1.012
21:16:52:172,0.8895,-0.0103,0.4655,1.012
21:16:52:173,0.8907,-0.0093,0.4640,1.012
21:16:52:174,0.8890,-0.0095,0.4652,1.011
21:16:52:175,0.8829,-0.0127,0.4694,1.008
21:16:52:178,0.8775,-0.0176,0.4713,1.004
21:16:52:179,0.8778,-0.0217,0.4689,1.003
21:16:52:181,0.8817,-0.0232,0.4642,1.004
21:16:52:183,0.8871,-0.0230,0.4594,1.006
21:16:52:185,0.8927,-0.0215,0.4554,1.009
21:16:52:186,0.8971,-0.0183,0.4542,1.013
21:16:52:188,0.8993,-0.0147,0.4547,1.015
21:16:52:190,0.8964,-0.0105,0.4567,1.014
21:16:52:196,0.8920,-0.0064,0.4594,1.011
21:16:52:197,0.8898,-0.0032,0.4628,1.011
21:16:52:198,0.8905,-0.0010,0.4655,1.013
21:16:52:201,0.8942,0.0002,0.4674,1.017
21:16:52:202,0.8983,0.0012,0.4696,1.022
21:16:52:203,0.9020,0.0027,0.4716,1.026
21:16:52:206,0.9049,0.0039,0.4721,1.029
21:16:52:208,0.9052,0.0037,0.4718,1.029
21:16:52:209,0.9042,0.0037,0.4708,1.028
21:16:52:211,0.9042,0.0044,0.4701,1.028
21:16:52:213,0.9037,0.0068,0.4681,1.026
21:16:52:215,0.9034,0.0100,0.4645,1.025
21:16:52:217,0.9037,0.0122,0.4611,1.023
21:16:52:218,0.9042,0.0127,0.4581,1.022
21:16:52:220,0.9037,0.0127,0.4559,1.021
21:16:52:223,0.9034,0.0120,0.4550,1.020
21:16:52:225,0.9027,0.0107,0.4545,1.019
21:16:52:229,0.9020,0.0088,0.4550,1.019
21:16:52:230,0.9008,0.0068,0.4569,1.018
21:16:52:231,0.8986,0.0042,0.4586,1.017
21:16:52:233,0.8959,0.0010,0.4611,1.016
21:16:52:235,0.8934,-0.0015,0.4642,1.015
21:16:52:237,0.8915,-0.0032,0.4674,1.015
21:16:52:239,0.8893,-0.0051,0.4703,1.014
21:16:52:241,0.8873,-0.0068,0.4718,1.013
21:16:52:243,0.8861,-0.0083,0.4728,1.012
21:16:52:254,0.8854,-0.0095,0.4728,1.012
21:16:52:256,0.8841,-0.0100,0.4721,1.010
21:16:52:257,0.8824,-0.0100,0.4713,1.008
21:16:52:258,0.8815,-0.0088,0.4701,1.007
21:16:52:258,0.8807,-0.0066,0.4691,1.006
21:16:52:259,0.8815,-0.0051,0.4684,1.006
21:16:52:260,0.8817,-0.0042,0.4699,1.007
21:16:52:261,0.8817,-0.0032,0.4711,1.008
21:16:52:262,0.8824,-0.0020,0.4716,1.009
21:16:52:263,0.8824,-0.0015,0.4706,1.008
21:16:52:273,0.8822,-0.0015,0.4691,1.007
21:16:52:275,0.8810,-0.0024,0.4664,1.005
21:16:52:276,0.8793,-0.0024,0.4637,1.002
21:16:52:277,0.8778,-0.0022,0.4625,1.000
21:16:52:277,0.8775,-0.0015,0.4620,1.000
21:16:52:278,0.8775,-0.0017,0.4620,1.000
21:16:52:279,0.8775,-0.0015,0.4623,1.000
21:16:52:280,0.8785,-0.0022,0.4635,1.002
21:16:52:281,0.8795,-0.0029,0.4642,1.003
21:16:52:282,0.8797,-0.0032,0.4642,1.003
21:16:52:289,0.8795,-0.0039,0.4642,1.003
21:16:52:291,0.8778,-0.0037,0.4645,1.001
21:16:52:292,0.8758,-0.0044,0.4659,1.000
21:16:52:293,0.8744,-0.0054,0.4681,1.000
21:16:52:294,0.8751,-0.0054,0.4699,1.001
21:16:52:295,0.8775,-0.0059,0.4706,1.004
21:16:52:304,0.8802,-0.0061,0.4701,1.006
21:16:52:305,0.8834,-0.0071,0.4689,1.008
21:16:52:306,0.8868,-0.0071,0.4679,1.011
21:16:52:306,0.8890,-0.0059,0.4667,1.012
21:16:52:307,0.8905,-0.0051,0.4657,1.013
21:16:52:308,0.8922,-0.0044,0.4650,1.014
21:16:52:310,0.8942,-0.0037,0.4650,1.016
21:16:52:312,0.8954,-0.0034,0.4652,1.017
21:16:52:314,0.8961,-0.0027,0.4659,1.018
21:16:52:315,0.8973,-0.0020,0.4667,1.020
21:16:52:317,0.8983,-0.0015,0.4672,1.021
21:16:52:320,0.8988,-0.0017,0.4679,1.021
21:16:52:322,0.8995,-0.0017,0.4689,1.023
21:16:52:324,0.9003,-0.0012,0.4708,1.024
21:16:52:325,0.8998,-0.0002,0.4725,1.025
21:16:52:329,0.8988,-0.0007,0.4735,1.024
21:16:52:331,0.8978,-0.0015,0.4745,1.024
21:16:52:332,0.8968,-0.0012,0.4752,1.023
21:16:52:333,0.8966,-0.0005,0.4755,1.023
21:16:52:334,0.8959,-0.0002,0.4752,1.022
21:16:52:336,0.8964,0.0002,0.4745,1.023
21:16:52:338,0.8964,0.0015,0.4725,1.022
21:16:52:340,0.8959,0.0027,0.4691,1.020
21:16:52:345,0.8964,0.0022,0.4659,1.019
21:16:52:346,0.8959,0.0020,0.4637,1.017
21:16:52:349,0.8944,0.0017,0.4613,1.015
21:16:52:350,0.8932,0.0017,0.4603,1.013
21:16:52:351,0.8917,0.0020,0.4606,1.012
21:16:52:353,0.8912,0.0015,0.4618,1.012
21:16:52:354,0.8912,0.0010,0.4645,1.013
21:16:52:356,0.8900,0.0002,0.4659,1.013
21:16:52:358,0.8893,0.0002,0.4662,1.012
21:16:52:362,0.8881,-0.0005,0.4672,1.012
21:16:52:363,0.8856,-0.0012,0.4681,1.010
21:16:52:365,0.8834,-0.0020,0.4674,1.008
21:16:52:366,0.8810,-0.0027,0.4669,1.005
21:16:52:369,0.8788,-0.0024,0.4664,1.003
21:16:52:370,0.8761,-0.0024,0.4664,1.001
21:16:52:373,0.8744,-0.0027,0.4669,1.000
21:16:52:374,0.8729,-0.0022,0.4679,0.999
21:16:52:378,0.8719,-0.0027,0.4699,0.999
21:16:52:380,0.8727,-0.0029,0.4718,1.000
21:16:52:382,0.8734,-0.0032,0.4721,1.001
21:16:52:383,0.8739,-0.0037,0.4713,1.001
21:16:52:385,0.8756,-0.0037,0.4699,1.002
21:16:52:386,0.8771,-0.0032,0.4691,1.003
21:16:52:389,0.8775,-0.0024,0.4681,1.003
21:16:52:390,0.8785,-0.0024,0.4667,1.003
21:16:52:397,0.8793,-0.0034,0.4657,1.003
21:16:52:399,0.8795,-0.0049,0.4655,1.003
21:16:52:400,0.8807,-0.0061,0.4662,1.005
21:16:52:401,0.8824,-0.0081,0.4674,1.007
21:16:52:402,0.8837,-0.0095,0.4669,1.007
21:16:52:403,0.8841,-0.0107,0.4650,1.007
21:16:52:404,0.8837,-0.0112,0.4637,1.006
21:16:52:406,0.8824,-0.0120,0.4635,1.005
21:16:52:408,0.8822,-0.0139,0.4647,1.005
21:16:52:414,0.8829,-0.0147,0.4674,1.007
21:16:52:416,0.8849,-0.0147,0.4694,1.009
21:16:52:418,0.8868,-0.0149,0.4711,1.012
21:16:52:419,0.8878,-0.0147,0.4728,1.014
21:16:52:421,0.8885,-0.0139,0.4738,1.015
21:16:52:422,0.8888,-0.0125,0.4738,1.015
21:16:52:423,0.8881,-0.0105,0.4733,1.014
21:16:52:424,0.8873,-0.0088,0.4721,1.013
21:16:52:428,0.8878,-0.0073,0.4711,1.013
21:16:52:429,0.8885,-0.0071,0.4703,1.013
21:16:52:430,0.8900,-0.0068,0.4699,1.014
21:16:52:432,0.8907,-0.0071,0.4694,1.015
21:16:52:434,0.8910,-0.0073,0.4686,1.015
21:16:52:436,0.8907,-0.0078,0.4681,1.014
21:16:52:438,0.8905,-0.0086,0.4677,1.014
21:16:52:440,0.8903,-0.0090,0.4662,1.013
21:16:52:442,0.8893,-0.0098,0.4647,1.011
21:16:52:445,0.8893,-0.0112,0.4637,1.011
21:16:52:447,0.8888,-0.0125,0.4615,1.009
21:16:52:449,0.8871,-0.0137,0.4601,1.007
21:16:52:450,0.8849,-0.0149,0.4596,1.005
21:16:52:452,0.8834,-0.0154,0.4603,1.004
21:16:52:455,0.8819,-0.0169,0.4620,1.003
21:16:52:456,0.8815,-0.0181,0.4628,1.003
21:16:52:458,0.8800,-0.0188,0.4642,1.003
21:16:52:461,0.8785,-0.0193,0.4667,1.002
21:16:52:463,0.8768,-0.0208,0.4703,1.003
21:16:52:464,0.8751,-0.0230,0.4743,1.003
21:16:52:466,0.8749,-0.0244,0.4774,1.004
21:16:52:468,0.8761,-0.0254,0.4821,1.008
21:16:52:470,0.8771,-0.0259,0.4862,1.011
21:16:52:472,0.8773,-0.0257,0.4887,1.012
21:16:52:474,0.8771,-0.0257,0.4923,1.014
21:16:52:478,0.8751,-0.0254,0.4962,1.014
21:16:52:479,0.8729,-0.0249,0.4980,1.013
21:16:52:481,0.8712,-0.0237,0.4997,1.012
21:16:52:482,0.8700,-0.0225,0.5023,1.013
21:16:52:484,0.8705,-0.0208,0.5048,1.014
21:16:52:486,0.8729,-0.0193,0.5067,1.018
21:16:52:488,0.8753,-0.0183,0.5075,1.020
21:16:52:490,0.8771,-0.0176,0.5082,1.022
21:16:52:492,0.8795,-0.0173,0.5092,1.025
21:16:52:496,0.8815,-0.0164,0.5094,1.026
21:16:52:497,0.8834,-0.0147,0.5087,1.028
21:16:52:498,0.8837,-0.0139,0.5126,1.030
21:16:52:501,0.8832,-0.0144,0.5214,1.034
21:16:52:502,0.8856,-0.0166,0.5302,1.041
21:16:52:504,0.8885,-0.0169,0.5346,1.046
21:16:52:506,0.8905,-0.0154,0.5348,1.047
21:16:52:509,0.8917,-0.0144,0.5339,1.048
21:16:52:510,0.8939,-0.0115,0.5307,1.048
21:16:52:516,0.8961,-0.0086,0.5265,1.048
21:16:52:518,0.8995,-0.0071,0.5234,1.049
21:16:52:519,0.9034,-0.0059,0.5197,1.051
21:16:52:520,0.9054,-0.0034,0.5138,1.050
21:16:52:521,0.9037,-0.0005,0.5085,1.046
21:16:52:522,0.8939,0.0032,0.5019,1.034
21:16:52:524,0.8707,0.0064,0.4933,1.010
21:16:52:526,0.8397,0.0098,0.4857,0.980
21:16:52:529,0.8135,0.0117,0.4808,0.955
21:16:52:531,0.8052,0.0110,0.4826,0.949
21:16:52:532,0.8140,0.0078,0.4906,0.960
21:16:52:534,0.8267,0.0000,0.4950,0.973
21:16:52:536,0.8399,-0.0107,0.4950,0.984
21:16:52:538,0.8536,-0.0222,0.4955,0.995
21:16:52:540,0.8646,-0.0327,0.4953,1.004
21:16:52:542,0.8692,-0.0423,0.4923,1.007
21:16:52:545,0.8783,-0.0506,0.4955,1.016
21:16:52:547,0.8966,-0.0572,0.5060,1.037
21:16:52:548,0.9037,-0.0611,0.5082,1.044
21:16:52:550,0.8912,-0.0603,0.5016,1.030
21:16:52:552,0.8827,-0.0589,0.5033,1.024
21:16:52:554,0.8885,-0.0601,0.5080,1.031
21:16:52:556,0.8890,-0.0613,0.5089,1.032
21:16:52:558,0.8800,-0.0586,0.5070,1.023
21:16:52:561,0.8724,-0.0535,0.5019,1.014
21:16:52:563,0.8663,-0.0486,0.4977,1.007
21:16:52:564,0.8563,-0.0450,0.4965,0.998
21:16:52:566,0.8451,-0.0418,0.4958,0.988
21:16:52:568,0.8367,-0.0381,0.4931,0.979
21:16:52:570,0.8289,-0.0322,0.4928,0.973
21:16:52:572,0.8206,-0.0244,0.4936,0.966
21:16:52:574,0.8162,-0.0178,0.4931,0.962
21:16:52:576,0.8160,-0.0137,0.4884,0.960
21:16:52:578,0.8118,-0.0110,0.4840,0.954
21:16:52:580,0.7991,-0.0098,0.4830,0.943
21:16:52:582,0.7923,-0.0066,0.4796,0.935
21:16:52:584,0.7796,0.0054,0.4647,0.917
21:16:52:586,0.7698,0.0210,0.4542,0.904
21:16:52:588,0.7749,0.0335,0.4518,0.909
21:16:52:590,0.7972,0.0376,0.4564,0.930
21:16:52:592,0.8233,0.0362,0.4613,0.955
21:16:52:595,0.8433,0.0369,0.4637,0.974
21:16:52:596,0.8631,0.0396,0.4681,0.993
21:16:52:598,0.8861,0.0408,0.4640,1.011
21:16:52:600,0.9056,0.0425,0.4479,1.021
21:16:52:602,0.9269,0.0452,0.4295,1.032
21:16:52:604,0.9516,0.0459,0.4132,1.048
21:16:52:606,0.9687,0.0435,0.3953,1.056
21:16:52:608,0.9750,0.0413,0.3802,1.056
21:16:52:614,0.9760,0.0384,0.3736,1.054
21:16:52:615,0.9745,0.0335,0.3726,1.052
21:16:52:616,0.9765,0.0259,0.3775,1.055
21:16:52:617,0.9804,0.0161,0.3836,1.060
21:16:52:618,0.9799,0.0042,0.3863,1.060
21:16:52:622,0.9765,-0.0100,0.3834,1.055
21:16:52:623,0.9740,-0.0244,0.3770,1.050
21:16:52:624,0.9697,-0.0362,0.3712,1.043
21:16:52:626,0.9638,-0.0452,0.3653,1.036
21:16:52:631,0.9547,-0.0523,0.3597,1.025
21:16:52:633,0.9445,-0.0572,0.3585,1.015
21:16:52:634,0.9403,-0.0601,0.3597,1.012
21:16:52:635,0.9401,-0.0645,0.3609,1.012
21:16:52:636,0.9406,-0.0684,0.3670,1.015
21:16:52:638,0.9376,-0.0691,0.3778,1.016
21:16:52:640,0.9350,-0.0679,0.3870,1.018
21:16:52:642,0.9335,-0.0657,0.3944,1.019
21:16:52:645,0.9328,-0.0635,0.4000,1.021
21:16:52:646,0.9340,-0.0608,0.4036,1.023
21:16:52:649,0.9384,-0.0601,0.4049,1.028
21:16:52:650,0.9455,-0.0569,0.4044,1.034
21:16:52:652,0.9565,-0.0511,0.4032,1.044
21:16:52:655,0.9623,-0.0481,0.4019,1.048
21:16:52:656,0.9740,-0.0430,0.3968,1.057
21:16:52:658,0.9887,-0.0371,0.3917,1.069
21:16:52:660,1.0051,-0.0296,0.3824,1.081
21:16:52:663,1.0210,-0.0225,0.3699,1.091
21:16:52:665,1.0366,-0.0166,0.3538,1.100
21:16:52:666,1.0515,-0.0127,0.3328,1.108
21:16:52:668,1.0625,-0.0061,0.3135,1.112
21:16:52:670,1.0701,0.0037,0.2959,1.115
21:16:52:672,1.0769,0.0142,0.2749,1.116
21:16:52:674,1.0830,0.0274,0.2522,1.117
21:16:52:676,1.0837,0.0498,0.2263,1.114
21:16:52:679,1.0833,0.0706,0.1906,1.108
21:16:52:681,1.0896,0.0748,0.1508,1.108
21:16:52:682,1.0957,0.0733,0.1178,1.109
21:16:52:684,1.0964,0.0745,0.0946,1.107
21:16:52:686,1.0906,0.0784,0.0797,1.101
21:16:52:688,1.0791,0.0855,0.0677,1.089
21:16:52:690,1.0681,0.0933,0.0572,1.078
21:16:52:692,1.0603,0.0997,0.0474,1.071
21:16:52:695,1.0530,0.1051,0.0391,1.064
21:16:52:697,1.0444,0.1087,0.0313,1.056
21:16:52:698,1.0293,0.1131,0.0269,1.041
21:16:52:700,1.0129,0.1178,0.0262,1.026
21:16:52:702,0.9987,0.1219,0.0252,1.012
21:16:52:704,0.9860,0.1244,0.0245,1.000
21:16:52:708,0.9748,0.1226,0.0203,0.989
21:16:52:709,0.9633,0.1178,0.0162,0.977
21:16:52:710,0.9499,0.1112,0.0118,0.962
21:16:52:717,0.9396,0.1046,0.0052,0.951
21:16:52:719,0.9318,0.0970,-0.0014,0.942
21:16:52:720,0.9271,0.0870,-0.0065,0.935
21:16:52:721,0.9210,0.0767,-0.0061,0.928
21:16:52:723,0.9193,0.0657,-0.0058,0.925
21:16:52:724,0.9289,0.0545,-0.0053,0.933
21:16:52:725,0.9398,0.0440,-0.0051,0.943
21:16:52:726,0.9433,0.0357,-0.0068,0.945
21:16:52:732,0.9430,0.0318,-0.0095,0.945
21:16:52:734,0.9450,0.0220,-0.0139,0.946
21:16:52:735,0.9521,0.0090,-0.0107,0.952
21:16:52:736,0.9655,-0.0059,0.0018,0.965
21:16:52:737,0.9806,-0.0178,0.0216,0.980
21:16:52:738,0.9877,-0.0220,0.0516,0.989
21:16:52:740,0.9853,-0.0195,0.0887,0.990
21:16:52:742,0.9821,-0.0132,0.1249,0.991
21:16:52:744,0.9782,-0.0044,0.1618,0.994
21:16:52:747,0.9655,0.0105,0.2109,0.992
21:16:52:749,0.9408,0.0340,0.2720,0.986
21:16:52:750,0.9144,0.0682,0.3384,0.987
21:16:52:752,0.8917,0.1124,0.4100,1.001
21:16:52:754,0.8714,0.1617,0.4909,1.030
21:16:52:756,0.8236,0.2377,0.5876,1.060
21:16:52:758,0.7363,0.3516,0.6787,1.089
21:16:52:760,0.6728,0.4666,0.7222,1.124
21:16:52:763,0.6865,0.5101,0.7029,1.141
21:16:52:765,0.7556,0.4718,0.6350,1.125
21:16:52:766,0.8297,0.4082,0.5541,1.105
21:16:52:768,0.8871,0.3474,0.4672,1.085
21:16:52:769,0.9342,0.2868,0.3760,1.067
21:16:52:771,0.9772,0.2277,0.2878,1.059
21:16:52:774,1.0092,0.1810,0.1928,1.055
21:16:52:776,1.0163,0.1671,0.0633,1.041
21:16:52:780,1.0124,0.1713,-0.0823,1.036
21:16:52:781,1.0124,0.1664,-0.2181,1.053
21:16:52:783,1.0278,0.1305,-0.3493,1.093
21:16:52:784,1.0395,0.0386,-0.4727,1.136
21:16:52:786,0.9977,-0.1075,-0.6256,1.168
21:16:52:787,0.9291,-0.2766,-0.9398,1.327
21:16:52:790,0.9232,-0.4297,-1.4020,1.706
21:16:52:791,0.9511,-0.5145,-1.7142,1.999
21:16:52:795,0.9860,-0.5028,-1.7956,2.082
21:16:52:797,1.0351,-0.4339,-1.7619,2.063
21:16:52:799,1.0632,-0.3985,-1.7262,2.041
21:16:52:801,1.1160,-0.3511,-1.6251,1.979
21:16:52:803,1.1529,-0.3398,-1.4677,1.874
21:16:52:804,1.1644,-0.3508,-1.2486,1.719
21:16:52:810,1.1568,-0.3618,-0.9957,1.545
21:16:52:811,1.1414,-0.3579,-0.7380,1.383
21:16:52:813,1.1414,-0.3437,-0.4365,1.249
21:16:52:815,1.1692,-0.3235,-0.0197,1.199
21:16:52:817,1.2039,-0.2990,0.4899,1.329
21:16:52:818,1.2237,-0.2832,0.9020,1.548
21:16:52:819,1.2188,-0.2641,0.9895,1.595
21:16:52:820,1.1778,-0.2243,0.8300,1.461
21:16:52:822,1.1187,-0.1720,0.6563,1.311
21:16:52:823,1.0637,-0.1146,0.5651,1.213
21:16:52:826,1.0197,-0.0533,0.5253,1.154
21:16:52:828,0.9868,0.0064,0.4931,1.111
21:16:52:831,0.9648,0.0591,0.4520,1.077
21:16:52:834,0.9535,0.1002,0.4056,1.053
21:16:52:834,0.9467,0.1258,0.3604,1.033
21:16:52:835,0.9369,0.1393,0.3147,1.010
21:16:52:837,0.9183,0.1422,0.2634,0.978
21:16:52:839,0.8990,0.1397,0.2023,0.943
21:16:52:841,0.8944,0.1395,0.1334,0.925
21:16:52:843,0.8822,0.1385,0.0619,0.904
21:16:52:846,0.8778,0.1422,-0.0207,0.897
21:16:52:847,0.8951,0.1546,-0.1077,0.921
21:16:52:849,0.9191,0.1693,-0.1859,0.958
21:16:52:851,0.9413,0.1849,-0.2494,0.995
21:16:52:853,0.9567,0.2008,-0.3000,1.026
21:16:52:855,0.9618,0.2162,-0.3378,1.046
21:16:52:857,0.9579,0.2306,-0.3657,1.055
21:16:52:859,0.9496,0.2431,-0.3842,1.057
21:16:52:862,0.9423,0.2543,-0.3955,1.058
21:16:52:864,0.9384,0.2641,-0.4009,1.059
21:16:52:865,0.9386,0.2707,-0.3999,1.061
21:16:52:867,0.9401,0.2731,-0.3969,1.062
21:16:52:869,0.9430,0.2756,-0.3857,1.061
21:16:52:871,0.9445,0.2751,-0.3679,1.056
21:16:52:873,0.9450,0.2704,-0.3442,1.048
21:16:52:875,0.9452,0.2619,-0.3158,1.037
21:16:52:877,0.9447,0.2492,-0.2821,1.024
21:16:52:880,0.9452,0.2340,-0.2413,1.010
21:16:52:882,0.9455,0.2167,-0.1961,0.996
21:16:52:883,0.9462,0.1981,-0.1504,0.985
21:16:52:886,0.9464,0.1788,-0.1070,0.976
21:16:52:887,0.9491,0.1595,-0.0666,0.971
21:16:52:890,0.9560,0.1417,-0.0315,0.973
21:16:52:891,0.9640,0.1258,-0.0007,0.978
21:16:52:893,0.9728,0.1112,0.0272,0.985
21:16:52:896,0.9846,0.0955,0.0504,0.996
21:16:52:898,0.9963,0.0801,0.0711,1.007
21:16:52:900,1.0063,0.0662,0.0907,1.017
21:16:52:901,1.0136,0.0547,0.1080,1.025
21:16:52:904,1.0183,0.0450,0.1210,1.030
21:16:52:905,1.0214,0.0371,0.1295,1.034
21:16:52:907,1.0244,0.0313,0.1325,1.037
21:16:52:909,1.0276,0.0259,0.1315,1.039
21:16:52:914,1.0285,0.0200,0.1300,1.040
21:16:52:916,1.0285,0.0144,0.1303,1.039
21:16:52:917,1.0339,0.0098,0.1310,1.045
