time,gFx,gFy,gFz,TgF
21:37:07:180,0.3349,0.3430,-0.8726,0.997
21:37:07:181,0.3386,0.3433,-0.8719,0.998
21:37:07:182,0.3408,0.3435,-0.8702,0.997
21:37:07:183,0.3442,0.3442,-0.8670,0.996
21:37:07:184,0.3481,0.3447,-0.8614,0.993
21:37:07:185,0.3525,0.3454,-0.8538,0.988
21:37:07:186,0.3547,0.3464,-0.8450,0.982
21:37:07:186,0.3535,0.3474,-0.8345,0.973
21:37:07:187,0.3494,0.3484,-0.8233,0.963
21:37:07:196,0.3442,0.3486,-0.8130,0.952
21:37:07:197,0.3411,0.3476,-0.8020,0.942
21:37:07:197,0.3362,0.3481,-0.7898,0.930
21:37:07:198,0.3244,0.3503,-0.7878,0.925
21:37:07:198,0.3210,0.3503,-0.7976,0.932
21:37:07:199,0.3313,0.3472,-0.8106,0.945
21:37:07:204,0.3491,0.3420,-0.8225,0.959
21:37:07:205,0.3672,0.3364,-0.8296,0.970
21:37:07:206,0.3840,0.3337,-0.8303,0.976
21:37:07:207,0.3953,0.3340,-0.8255,0.976
21:37:07:210,0.3987,0.3354,-0.8172,0.971
21:37:07:211,0.3965,0.3369,-0.8062,0.962
21:37:07:213,0.3938,0.3398,-0.7922,0.951
21:37:07:215,0.3938,0.3433,-0.7764,0.939
21:37:07:218,0.3941,0.3472,-0.7622,0.930
21:37:07:220,0.3953,0.3501,-0.7505,0.922
21:37:07:222,0.3982,0.3530,-0.7417,0.918
21:37:07:224,0.4009,0.3555,-0.7348,0.914
21:37:07:226,0.4026,0.3589,-0.7307,0.914
21:37:07:227,0.4058,0.3616,-0.7294,0.915
21:37:07:231,0.4095,0.3630,-0.7290,0.917
21:37:07:231,0.4141,0.3647,-0.7294,0.920
21:37:07:234,0.4202,0.3662,-0.7299,0.924
21:37:07:235,0.4263,0.3669,-0.7307,0.928
21:37:07:237,0.4324,0.3657,-0.7321,0.931
21:37:07:239,0.4385,0.3645,-0.7329,0.934
21:37:07:242,0.4454,0.3635,-0.7326,0.937
21:37:07:243,0.4527,0.3618,-0.7324,0.939
21:37:07:249,0.4598,0.3608,-0.7329,0.943
21:37:07:250,0.4666,0.3589,-0.7326,0.945
21:37:07:251,0.4700,0.3577,-0.7321,0.946
21:37:07:252,0.4771,0.3562,-0.7314,0.948
21:37:07:253,0.4840,0.3538,-0.7307,0.950
21:37:07:255,0.4908,0.3513,-0.7292,0.951
21:37:07:257,0.4969,0.3498,-0.7272,0.952
21:37:07:259,0.5020,0.3486,-0.7265,0.954
21:37:07:261,0.5077,0.3474,-0.7243,0.955
21:37:07:266,0.5458,0.3572,-0.7016,0.963
21:37:07:267,0.6183,0.3831,-0.6508,0.983
21:37:07:268,0.6506,0.4016,-0.6114,0.988
21:37:07:269,0.6442,0.4060,-0.5897,0.973
21:37:07:271,0.6279,0.3999,-0.5750,0.951
21:37:07:274,0.6176,0.3872,-0.5726,0.936
21:37:07:275,0.6174,0.3696,-0.5897,0.938
21:37:07:278,0.6220,0.3506,-0.6156,0.949
21:37:07:279,0.6237,0.3342,-0.6339,0.955
21:37:07:283,0.6200,0.3225,-0.6456,0.956
21:37:07:284,0.6086,0.3156,-0.6527,0.951
21:37:07:285,0.5934,0.3132,-0.6596,0.945
21:37:07:287,0.5778,0.3117,-0.6671,0.940
21:37:07:290,0.5624,0.3110,-0.6737,0.935
21:37:07:292,0.5468,0.3125,-0.6794,0.930
21:37:07:293,0.5319,0.3159,-0.6842,0.926
21:37:07:295,0.5189,0.3188,-0.6896,0.924
21:37:07:298,0.5077,0.3210,-0.6965,0.923
21:37:07:299,0.4972,0.3227,-0.7050,0.925
21:37:07:301,0.4876,0.3249,-0.7114,0.925
21:37:07:303,0.4784,0.3283,-0.7180,0.927
21:37:07:306,0.4691,0.3315,-0.7260,0.930
21:37:07:307,0.4593,0.3340,-0.7343,0.932
21:37:07:309,0.4495,0.3354,-0.7421,0.934
21:37:07:311,0.4410,0.3367,-0.7502,0.937
21:37:07:314,0.4336,0.3379,-0.7590,0.941
21:37:07:316,0.4266,0.3389,-0.7690,0.946
21:37:07:317,0.4207,0.3381,-0.7790,0.951
21:37:07:319,0.4178,0.3371,-0.7893,0.957
21:37:07:321,0.4183,0.3364,-0.7969,0.963
21:37:07:323,0.4207,0.3352,-0.7998,0.966
21:37:07:325,0.4219,0.3342,-0.8018,0.968
21:37:07:327,0.4217,0.3342,-0.8032,0.969
21:37:07:331,0.4219,0.3342,-0.8057,0.971
21:37:07:332,0.4246,0.3325,-0.8062,0.972
21:37:07:333,0.4278,0.3303,-0.8049,0.972
21:37:07:335,0.4268,0.3305,-0.8074,0.973
21:37:07:337,0.4226,0.3332,-0.8145,0.978
21:37:07:339,0.4202,0.3335,-0.8203,0.982
21:37:07:341,0.4205,0.3318,-0.8228,0.984
21:37:07:343,0.4222,0.3296,-0.8228,0.983
21:37:07:345,0.4234,0.3281,-0.8240,0.984
21:37:07:348,0.4236,0.3283,-0.8267,0.987
21:37:07:351,0.4222,0.3286,-0.8294,0.988
21:37:07:352,0.4209,0.3286,-0.8325,0.991
21:37:07:353,0.4195,0.3296,-0.8360,0.993
21:37:07:355,0.4175,0.3308,-0.8379,0.994
21:37:07:357,0.4168,0.3325,-0.8384,0.995
21:37:07:359,0.4161,0.3332,-0.8386,0.995
21:37:07:361,0.4146,0.3327,-0.8401,0.996
21:37:07:378,0.4131,0.3313,-0.8416,0.996
21:37:07:380,0.4126,0.3288,-0.8421,0.995
21:37:07:381,0.4107,0.3281,-0.8423,0.994
21:37:07:382,0.4016,0.3313,-0.8501,0.998
21:37:07:383,0.3909,0.3362,-0.8597,1.004
21:37:07:384,0.3828,0.3396,-0.8648,1.006
21:37:07:385,0.3765,0.3403,-0.8658,1.005
21:37:07:386,0.3723,0.3386,-0.8648,1.002
21:37:07:387,0.3704,0.3349,-0.8645,1.000
21:37:07:388,0.3684,0.3308,-0.8641,0.997
21:37:07:389,0.3635,0.3264,-0.8633,0.993
21:37:07:390,0.3569,0.3227,-0.8604,0.987
21:37:07:391,0.3577,0.3215,-0.8518,0.979
21:37:07:392,0.3652,0.3210,-0.8423,0.974
21:37:07:393,0.3733,0.3193,-0.8384,0.973
21:37:07:394,0.3792,0.3156,-0.8411,0.976
21:37:07:395,0.3833,0.3125,-0.8467,0.981
21:37:07:398,0.3862,0.3105,-0.8543,0.988
21:37:07:400,0.3884,0.3086,-0.8611,0.994
21:37:07:401,0.3899,0.3081,-0.8663,0.999
21:37:07:403,0.3904,0.3078,-0.8680,1.000
21:37:07:405,0.3909,0.3076,-0.8697,1.002
21:37:07:407,0.3914,0.3071,-0.8675,1.000
21:37:07:409,0.3936,0.3054,-0.8611,0.995
21:37:07:412,0.3963,0.3034,-0.8553,0.990
21:37:07:413,0.4046,0.2959,-0.8428,0.980
21:37:07:416,0.4170,0.2800,-0.8106,0.953
21:37:07:418,0.4241,0.2614,-0.7634,0.911
21:37:07:419,0.4283,0.2402,-0.7114,0.864
21:37:07:421,0.4334,0.2196,-0.6613,0.820
21:37:07:423,0.4390,0.2033,-0.6207,0.786
21:37:07:425,0.4441,0.1952,-0.5902,0.763
21:37:07:427,0.4463,0.2038,-0.5660,0.749
21:37:07:429,0.4481,0.2257,-0.5501,0.747
21:37:07:432,0.4503,0.2443,-0.5338,0.744
21:37:07:433,0.4473,0.2599,-0.5213,0.740
21:37:07:435,0.4398,0.2744,-0.5237,0.743
21:37:07:437,0.4407,0.2814,-0.5333,0.753
21:37:07:439,0.4490,0.2812,-0.5487,0.768
21:37:07:441,0.4571,0.2766,-0.5721,0.787
21:37:07:443,0.4634,0.2687,-0.5936,0.803
21:37:07:445,0.4676,0.2599,-0.5990,0.806
21:37:07:449,0.4351,0.2580,-0.5799,0.773
21:37:07:450,0.3042,0.2685,-0.5531,0.692
21:37:07:452,0.0650,0.2824,-0.5562,0.635
21:37:07:453,-0.1622,0.2719,-0.6112,0.694
21:37:07:455,-0.2370,0.2328,-0.6906,0.767
21:37:07:457,-0.1082,0.1930,-0.7722,0.799
21:37:07:459,0.1329,0.1815,-0.8303,0.854
21:37:07:461,0.3516,0.2035,-0.8399,0.928
21:37:07:467,0.4722,0.2477,-0.8267,0.981
21:37:07:469,0.5033,0.2951,-0.8235,1.009
21:37:07:470,0.4893,0.3308,-0.8321,1.022
21:37:07:471,0.4698,0.3511,-0.8496,1.035
21:37:07:472,0.4656,0.3577,-0.8758,1.056
21:37:07:473,0.4762,0.3528,-0.9053,1.083
21:37:07:475,0.4835,0.3474,-0.9188,1.095
21:37:07:477,0.4923,0.3349,-0.9356,1.109
21:37:07:479,0.4752,0.3269,-0.9452,1.107
21:37:07:482,0.4327,0.3244,-0.9559,1.097
21:37:07:484,0.3968,0.3227,-0.9708,1.096
21:37:07:485,0.3713,0.3218,-0.9904,1.104
21:37:07:488,0.3567,0.3183,-1.0119,1.117
21:37:07:489,0.3472,0.3127,-1.0280,1.127
21:37:07:491,0.3418,0.3054,-1.0368,1.131
21:37:07:494,0.3442,0.2951,-1.0404,1.132
21:37:07:495,0.3516,0.2849,-1.0431,1.133
21:37:07:498,0.3591,0.2756,-1.0492,1.138
21:37:07:500,0.3684,0.2670,-1.0597,1.148
21:37:07:501,0.3797,0.2580,-1.0681,1.157
21:37:07:503,0.3894,0.2497,-1.0710,1.161
21:37:07:505,0.3968,0.2416,-1.0666,1.157
21:37:07:507,0.4033,0.2331,-1.0546,1.147
21:37:07:509,0.4075,0.2257,-1.0402,1.133
21:37:07:511,0.4090,0.2204,-1.0246,1.118
21:37:07:513,0.4092,0.2133,-1.0014,1.096
21:37:07:516,0.4070,0.2045,-0.9701,1.065
21:37:07:518,0.4031,0.1950,-0.9305,1.026
21:37:07:519,0.4048,0.1820,-0.8851,0.983
21:37:07:521,0.4114,0.1673,-0.8467,0.949
21:37:07:523,0.4109,0.1603,-0.8225,0.926
21:37:07:525,0.4085,0.1578,-0.8062,0.910
21:37:07:527,0.4090,0.1566,-0.7947,0.900
21:37:07:529,0.4092,0.1537,-0.7888,0.895
21:37:07:533,0.4046,0.1483,-0.7891,0.892
21:37:07:534,0.4146,0.1410,-0.7866,0.893
21:37:07:536,0.4368,0.1353,-0.7842,0.900
21:37:07:537,0.4634,0.1366,-0.7888,0.917
21:37:07:539,0.4718,0.1402,-0.7957,0.928
21:37:07:542,0.4647,0.1415,-0.8013,0.929
21:37:07:543,0.4613,0.1417,-0.8042,0.930
21:37:07:545,0.4652,0.1419,-0.8044,0.932
21:37:07:547,0.4669,0.1446,-0.8018,0.931
21:37:07:554,0.4642,0.1502,-0.7979,0.928
21:37:07:555,0.4605,0.1586,-0.7939,0.925
21:37:07:556,0.4566,0.1671,-0.7913,0.923
21:37:07:557,0.4539,0.1710,-0.7908,0.922
21:37:07:558,0.4454,0.1786,-0.7949,0.923
21:37:07:559,0.4356,0.1852,-0.8042,0.928
21:37:07:561,0.4278,0.1923,-0.8130,0.933
21:37:07:563,0.4212,0.1994,-0.8198,0.938
21:37:07:572,0.4097,0.2084,-0.8284,0.943
21:37:07:574,0.3902,0.2204,-0.8452,0.953
21:37:07:575,0.3606,0.2333,-0.8721,0.968
21:37:07:576,0.3183,0.2465,-0.9102,0.992
21:37:07:577,0.2680,0.2582,-0.9535,1.020
21:37:07:578,0.2169,0.2670,-0.9979,1.052
21:37:07:579,0.1713,0.2704,-1.0441,1.088
21:37:07:579,0.1349,0.2690,-1.0903,1.126
21:37:07:584,0.1131,0.2629,-1.1296,1.160
21:37:07:585,0.1070,0.2521,-1.1577,1.183
21:37:07:586,0.1114,0.2365,-1.1763,1.198
21:37:07:587,0.1185,0.2189,-1.1780,1.196
21:37:07:589,0.1253,0.2008,-1.1580,1.173
21:37:07:591,0.1339,0.1810,-1.1230,1.136
21:37:07:593,0.1432,0.1608,-1.0815,1.093
21:37:07:595,0.1515,0.1417,-1.0375,1.048
21:37:07:597,0.1573,0.1248,-0.9931,1.002
21:37:07:601,0.1620,0.1116,-0.9515,0.960
21:37:07:603,0.1666,0.1026,-0.9124,0.922
21:37:07:604,0.1717,0.0938,-0.8709,0.881
21:37:07:605,0.1801,0.0826,-0.8101,0.822
21:37:07:607,0.1940,0.0716,-0.7573,0.773
21:37:07:611,0.2108,0.0682,-0.7277,0.749
21:37:07:612,0.2282,0.0696,-0.7180,0.745
21:37:07:613,0.2487,0.0721,-0.7079,0.742
21:37:07:616,0.2692,0.0740,-0.6950,0.738
21:37:07:618,0.2932,0.0748,-0.6823,0.736
21:37:07:620,0.3235,0.0738,-0.6715,0.738
21:37:07:622,0.3555,0.0713,-0.6640,0.746
21:37:07:623,0.3799,0.0679,-0.6610,0.755
21:37:07:625,0.3936,0.0630,-0.6579,0.758
21:37:07:627,0.3977,0.0599,-0.6576,0.760
21:37:07:629,0.4007,0.0537,-0.6627,0.765
21:37:07:633,0.3992,0.0484,-0.6786,0.777
21:37:07:635,0.3950,0.0457,-0.7087,0.800
21:37:07:637,0.3899,0.0440,-0.7397,0.824
21:37:07:638,0.3875,0.0415,-0.7734,0.853
21:37:07:639,0.3867,0.0398,-0.8106,0.885
21:37:07:641,0.3855,0.0376,-0.8477,0.918
21:37:07:643,0.3843,0.0364,-0.8860,0.952
21:37:07:645,0.3821,0.0359,-0.9229,0.985
21:37:07:648,0.3762,0.0369,-0.9549,1.012
21:37:07:650,0.3657,0.0381,-0.9847,1.036
21:37:07:652,0.3535,0.0396,-1.0155,1.061
21:37:07:653,0.3379,0.0428,-1.0434,1.083
21:37:07:656,0.3198,0.0481,-1.0705,1.104
21:37:07:658,0.3064,0.0525,-1.0983,1.127
21:37:07:659,0.3012,0.0525,-1.1240,1.150
21:37:07:661,0.2971,0.0506,-1.1484,1.172
21:37:07:663,0.2883,0.0486,-1.1675,1.188
21:37:07:669,0.2812,0.0481,-1.1829,1.202
21:37:07:670,0.2810,0.0489,-1.2044,1.222
21:37:07:671,0.2827,0.0481,-1.2259,1.244
21:37:07:672,0.2800,0.0467,-1.2371,1.254
21:37:07:673,0.2717,0.0450,-1.2408,1.255
21:37:07:675,0.2585,0.0437,-1.2471,1.259
21:37:07:677,0.2463,0.0450,-1.2655,1.274
21:37:07:679,0.2301,0.0501,-1.2931,1.299
21:37:07:681,0.2077,0.0564,-1.3185,1.321
21:37:07:684,0.1798,0.0630,-1.3312,1.330
21:37:07:685,0.1510,0.0677,-1.3365,1.332
21:37:07:687,0.1256,0.0723,-1.3451,1.338
21:37:07:689,0.1092,0.0796,-1.3583,1.350
21:37:07:690,0.0982,0.0887,-1.3703,1.362
21:37:07:693,0.0909,0.0950,-1.3776,1.370
21:37:07:694,0.0894,0.0985,-1.3803,1.373
21:37:07:697,0.0936,0.1007,-1.3761,1.369
21:37:07:701,0.0970,0.1019,-1.3725,1.366
21:37:07:703,0.1077,0.1051,-1.3620,1.357
21:37:07:704,0.1234,0.1075,-1.3453,1.342
21:37:07:705,0.1410,0.1080,-1.3236,1.322
21:37:07:707,0.1583,0.1082,-1.3001,1.301
21:37:07:710,0.1747,0.1087,-1.2799,1.283
21:37:07:711,0.1876,0.1090,-1.2620,1.267
21:37:07:714,0.1937,0.1090,-1.2466,1.253
21:37:07:715,0.1923,0.1073,-1.2312,1.238
21:37:07:718,0.1830,0.1070,-1.2205,1.226
21:37:07:720,0.1681,0.1104,-1.2176,1.221
21:37:07:721,0.1488,0.1178,-1.2163,1.219
21:37:07:723,0.1266,0.1266,-1.2159,1.217
21:37:07:725,0.1048,0.1356,-1.2166,1.217
21:37:07:727,0.0867,0.1434,-1.2119,1.212
21:37:07:729,0.0760,0.1500,-1.2014,1.202
21:37:07:731,0.0711,0.1588,-1.1892,1.191
21:37:07:734,0.0708,0.1691,-1.1743,1.178
21:37:07:736,0.0777,0.1786,-1.1558,1.162
21:37:07:736,0.0926,0.1852,-1.1389,1.148
21:37:07:739,0.1136,0.1847,-1.1194,1.131
21:37:07:742,0.1346,0.1810,-1.0939,1.108
21:37:07:743,0.1383,0.1942,-1.0624,1.081
21:37:07:745,0.1004,0.2521,-0.9948,1.027
21:37:07:747,0.0740,0.2797,-0.9356,0.977
21:37:07:751,0.0711,0.2231,-0.9931,1.014
21:37:07:752,0.0960,0.1595,-1.0759,1.082
21:37:07:754,0.1478,0.1468,-1.0351,1.046
21:37:07:755,0.2033,0.1512,-0.9310,0.956
21:37:07:757,0.2509,0.1424,-0.8430,0.883
21:37:07:759,0.2861,0.1197,-0.7976,0.847
21:37:07:761,0.3056,0.0948,-0.7658,0.820
21:37:07:762,0.3056,0.0748,-0.7304,0.784
21:37:07:770,0.2893,0.0542,-0.7092,0.755
21:37:07:772,0.2602,0.0313,-0.7233,0.755
21:37:07:772,0.2277,0.0100,-0.7700,0.787
21:37:07:773,0.2008,-0.0068,-0.8284,0.835
21:37:07:774,0.2003,-0.0127,-0.8824,0.887
21:37:07:775,0.2177,-0.0115,-0.9190,0.927
21:37:07:777,0.2409,-0.0117,-0.9364,0.949
21:37:07:778,0.2629,-0.0149,-0.9383,0.957
21:37:07:781,0.2707,-0.0178,-0.9332,0.954
21:37:07:787,0.2748,-0.0257,-0.9144,0.937
21:37:07:789,0.2621,-0.0359,-0.8934,0.913
21:37:07:790,0.2309,-0.0445,-0.8753,0.887
21:37:07:791,0.1891,-0.0506,-0.8636,0.866
21:37:07:792,0.1463,-0.0535,-0.8560,0.850
21:37:07:792,0.1053,-0.0574,-0.8521,0.840
21:37:07:795,0.0616,-0.0628,-0.8562,0.840
21:37:07:796,0.0200,-0.0635,-0.8582,0.840
21:37:07:802,-0.0125,-0.0579,-0.8514,0.833
21:37:07:803,-0.0305,-0.0498,-0.8423,0.825
21:37:07:805,-0.0340,-0.0408,-0.8323,0.815
21:37:07:806,-0.0264,-0.0354,-0.8198,0.802
21:37:07:808,-0.0117,-0.0330,-0.8047,0.787
21:37:07:809,0.0061,-0.0327,-0.7893,0.771
21:37:07:811,0.0266,-0.0340,-0.7768,0.759
21:37:07:813,0.0503,-0.0366,-0.7688,0.752
21:37:07:818,0.0750,-0.0396,-0.7658,0.751
21:37:07:820,0.0970,-0.0413,-0.7700,0.758
21:37:07:821,0.1141,-0.0415,-0.7812,0.771
21:37:07:822,0.1261,-0.0398,-0.8000,0.792
21:37:07:823,0.1319,-0.0366,-0.8225,0.815
21:37:07:825,0.1314,-0.0325,-0.8445,0.837
21:37:07:827,0.1258,-0.0281,-0.8643,0.855
21:37:07:829,0.1160,-0.0213,-0.8797,0.869
21:37:07:830,0.1043,-0.0144,-0.8885,0.877
21:37:07:834,0.0936,-0.0093,-0.8868,0.874
21:37:07:836,0.0850,-0.0037,-0.8782,0.865
21:37:07:837,0.0787,0.0027,-0.8680,0.855
21:37:07:838,0.0723,0.0090,-0.8604,0.847
21:37:07:841,0.0655,0.0166,-0.8609,0.848
21:37:07:843,0.0599,0.0244,-0.8655,0.852
21:37:07:845,0.0523,0.0320,-0.8694,0.856
21:37:07:846,0.0401,0.0379,-0.8711,0.858
21:37:07:851,0.0237,0.0408,-0.8721,0.859
21:37:07:852,0.0073,0.0410,-0.8733,0.860
21:37:07:854,-0.0071,0.0393,-0.8782,0.865
21:37:07:854,-0.0188,0.0369,-0.8873,0.873
21:37:07:857,-0.0239,0.0359,-0.8929,0.879
21:37:07:859,-0.0347,0.0357,-0.9075,0.894
21:37:07:861,-0.0462,0.0369,-0.9251,0.912
21:37:07:862,-0.0537,0.0366,-0.9427,0.930
21:37:07:864,-0.0572,0.0369,-0.9615,0.949
21:37:07:870,-0.0574,0.0371,-0.9830,0.970
21:37:07:872,-0.0540,0.0357,-1.0036,0.990
21:37:07:873,-0.0474,0.0342,-1.0224,1.009
21:37:07:874,-0.0406,0.0332,-1.0422,1.028
21:37:07:878,-0.0357,0.0313,-1.0646,1.050
21:37:07:879,-0.0293,0.0283,-1.0883,1.073
21:37:07:880,-0.0183,0.0261,-1.1120,1.097
21:37:07:881,-0.0039,0.0249,-1.1318,1.116
21:37:07:892,0.0147,0.0249,-1.1453,1.129
21:37:07:893,0.0371,0.0269,-1.1533,1.138
21:37:07:895,0.0608,0.0300,-1.1562,1.142
21:37:07:896,0.0855,0.0349,-1.1570,1.145
21:37:07:897,0.1112,0.0413,-1.1592,1.150
21:37:07:898,0.1331,0.0535,-1.1648,1.159
21:37:07:899,0.1480,0.0694,-1.1714,1.168
21:37:07:900,0.1559,0.0865,-1.1780,1.178
21:37:07:902,0.1598,0.1038,-1.1839,1.186
21:37:07:902,0.1615,0.1195,-1.1892,1.194
21:37:07:905,0.1620,0.1324,-1.1924,1.199
21:37:07:907,0.1620,0.1437,-1.1968,1.205
21:37:07:908,0.1622,0.1554,-1.2032,1.213
21:37:07:909,0.1600,0.1671,-1.2093,1.221
21:37:07:911,0.1517,0.1766,-1.2102,1.222
21:37:07:913,0.1378,0.1820,-1.2066,1.218
21:37:07:914,0.1202,0.1845,-1.2010,1.211
21:37:07:918,0.1009,0.1866,-1.1973,1.206
21:37:07:920,0.0860,0.1852,-1.1909,1.199
21:37:07:922,0.0762,0.1815,-1.1824,1.189
21:37:07:923,0.0655,0.1779,-1.1724,1.178
21:37:07:925,0.0518,0.1766,-1.1650,1.170
21:37:07:926,0.0371,0.1793,-1.1594,1.164
21:37:07:929,0.0313,0.1823,-1.1580,1.163
21:37:07:930,0.0237,0.1903,-1.1538,1.161
21:37:07:934,0.0169,0.1994,-1.1479,1.157
21:37:07:935,0.0125,0.2079,-1.1409,1.152
21:37:07:938,0.0112,0.2157,-1.1289,1.142
21:37:07:939,0.0105,0.2233,-1.1125,1.128
21:37:07:941,0.0156,0.2272,-1.0893,1.106
21:37:07:943,0.0303,0.2267,-1.0624,1.080
21:37:07:944,0.0454,0.2274,-1.0329,1.052
21:37:07:946,0.0533,0.2306,-1.0033,1.025
21:37:07:948,0.0371,0.2372,-0.9784,1.002
21:37:07:951,0.0203,0.2409,-0.9479,0.974
21:37:07:953,0.0335,0.2353,-0.9100,0.936
21:37:07:954,0.0469,0.2292,-0.8812,0.908
21:37:07:957,0.0643,0.2209,-0.8577,0.884
21:37:07:959,0.0950,0.2094,-0.8289,0.856
21:37:07:961,0.1285,0.1969,-0.7937,0.823
21:37:07:962,0.1507,0.1859,-0.7563,0.789
21:37:07:964,0.1576,0.1788,-0.7241,0.758
21:37:07:970,0.1515,0.1725,-0.6994,0.732
21:37:07:973,0.1366,0.1656,-0.6806,0.709
21:37:07:974,0.1207,0.1581,-0.6664,0.691
