time,gFx,gFy,gFz,TgF
21:51:14:797,0.8167,-0.0515,0.5715,1.006
21:51:14:798,0.8192,-0.0552,0.5661,1.005
21:51:14:798,0.8233,-0.0567,0.5617,1.006
21:51:14:799,0.8267,-0.0584,0.5590,1.007
21:51:14:800,0.8292,-0.0603,0.5576,1.008
21:51:14:801,0.8311,-0.0638,0.5585,1.010
21:51:14:802,0.8319,-0.0674,0.5593,1.011
21:51:14:804,0.8328,-0.0711,0.5578,1.012
21:51:14:806,0.8355,-0.0748,0.5539,1.012
21:51:14:810,0.8389,-0.0772,0.5485,1.011
21:51:14:811,0.8411,-0.0792,0.5422,1.010
21:51:14:813,0.8433,-0.0794,0.5368,1.009
21:51:14:814,0.8468,-0.0801,0.5339,1.010
21:51:14:816,0.8495,-0.0809,0.5309,1.011
21:51:14:818,0.8482,-0.0809,0.5256,1.007
21:51:14:820,0.8465,-0.0801,0.5204,1.002
21:51:14:822,0.8475,-0.0787,0.5160,1.001
21:51:14:823,0.8524,-0.0767,0.5131,1.003
21:51:14:827,0.8595,-0.0750,0.5124,1.009
21:51:14:828,0.8614,-0.0738,0.5119,1.010
21:51:14:830,0.8617,-0.0704,0.5082,1.009
21:51:14:832,0.8607,-0.0665,0.5050,1.006
21:51:14:834,0.8602,-0.0618,0.5041,1.005
21:51:14:836,0.8614,-0.0572,0.5053,1.007
21:51:14:838,0.8634,-0.0518,0.5082,1.010
21:51:14:840,0.8634,-0.0464,0.5094,1.010
21:51:14:843,0.8622,-0.0415,0.5104,1.010
21:51:14:845,0.8597,-0.0359,0.5148,1.010
21:51:14:847,0.8585,-0.0300,0.5241,1.014
21:51:14:848,0.8592,-0.0259,0.5363,1.021
21:51:14:850,0.8558,-0.0217,0.5446,1.023
21:51:14:852,0.8490,-0.0166,0.5463,1.019
21:51:14:854,0.8431,-0.0117,0.5463,1.014
21:51:14:856,0.8399,-0.0064,0.5483,1.013
21:51:14:859,0.8407,-0.0022,0.5493,1.014
21:51:14:861,0.8426,0.0042,0.5515,1.017
21:51:14:862,0.8446,0.0137,0.5590,1.024
21:51:14:864,0.8475,0.0215,0.5705,1.033
21:51:14:866,0.8490,0.0279,0.5786,1.039
21:51:14:868,0.8560,0.0303,0.5876,1.050
21:51:14:870,0.8710,0.0293,0.5988,1.069
21:51:14:872,0.8793,0.0254,0.5979,1.075
21:51:14:874,0.8710,0.0195,0.5805,1.058
21:51:14:876,0.8543,0.0117,0.5568,1.030
21:51:14:878,0.8448,0.0015,0.5363,1.010
21:51:14:880,0.8429,-0.0088,0.5209,1.000
21:51:14:883,0.8473,-0.0178,0.5099,0.997
21:51:14:884,0.8536,-0.0237,0.5036,0.999
21:51:14:886,0.8619,-0.0276,0.5028,1.006
21:51:14:889,0.8710,-0.0283,0.5092,1.017
21:51:14:890,0.8797,-0.0305,0.5202,1.030
21:51:14:895,0.8822,-0.0337,0.5290,1.037
21:51:14:897,0.8800,-0.0349,0.5307,1.036
21:51:14:899,0.8702,-0.0362,0.5307,1.028
21:51:14:900,0.8587,-0.0391,0.5282,1.016
21:51:14:902,0.8495,-0.0442,0.5248,1.007
21:51:14:902,0.8458,-0.0506,0.5226,1.003
21:51:14:904,0.8443,-0.0540,0.5224,1.001
21:51:14:906,0.8453,-0.0574,0.5256,1.004
21:51:14:908,0.8448,-0.0591,0.5317,1.007
21:51:14:911,0.8438,-0.0591,0.5395,1.010
21:51:14:913,0.8451,-0.0586,0.5483,1.016
21:51:14:914,0.8451,-0.0564,0.5568,1.021
21:51:14:915,0.8453,-0.0533,0.5620,1.024
21:51:14:917,0.8492,-0.0506,0.5622,1.027
21:51:14:920,0.8568,-0.0481,0.5617,1.033
21:51:14:923,0.8653,-0.0454,0.5622,1.041
21:51:14:924,0.8729,-0.0423,0.5629,1.047
21:51:14:927,0.8766,-0.0354,0.5627,1.050
21:51:14:929,0.8763,-0.0266,0.5615,1.050
21:51:14:930,0.8736,-0.0183,0.5576,1.045
21:51:14:932,0.8719,-0.0098,0.5532,1.042
21:51:14:934,0.8771,-0.0020,0.5510,1.045
21:51:14:935,0.8866,0.0032,0.5497,1.053
21:51:14:938,0.8932,0.0086,0.5451,1.056
21:51:14:940,0.8976,0.0149,0.5341,1.054
21:51:14:942,0.9032,0.0225,0.5072,1.046
21:51:14:957,0.9139,0.0305,0.4747,1.040
21:51:14:958,0.9232,0.0354,0.4684,1.046
21:51:14:959,0.9220,0.0359,0.4926,1.056
21:51:14:960,0.9139,0.0366,0.5177,1.062
21:51:14:961,0.9139,0.0415,0.5231,1.065
21:51:14:964,0.9257,0.0491,0.5148,1.071
21:51:14:965,0.9379,0.0559,0.5094,1.080
21:51:14:967,0.9411,0.0591,0.5111,1.084
21:51:14:968,0.9394,0.0591,0.5129,1.083
21:51:14:970,0.9384,0.0569,0.5107,1.081
21:51:14:971,0.9374,0.0493,0.4989,1.074
21:51:14:972,0.9369,0.0428,0.4852,1.066
21:51:14:973,0.9408,0.0391,0.4811,1.067
21:51:14:974,0.9469,0.0371,0.4874,1.075
21:51:14:975,0.9535,0.0354,0.4982,1.086
21:51:14:976,0.9621,0.0315,0.5085,1.098
21:51:14:978,0.9714,0.0266,0.5165,1.110
21:51:14:979,0.9819,0.0222,0.5248,1.123
21:51:14:981,0.9875,0.0176,0.5361,1.133
21:51:14:991,0.9811,0.0127,0.5478,1.133
21:51:14:993,0.9631,0.0064,0.5573,1.122
21:51:14:994,0.9401,0.0012,0.5624,1.105
21:51:14:995,0.9247,-0.0029,0.5661,1.093
21:51:14:996,0.9225,-0.0078,0.5732,1.095
21:51:14:997,0.9291,-0.0112,0.5832,1.106
21:51:14:998,0.9354,-0.0115,0.5937,1.117
21:51:14:999,0.9359,-0.0088,0.6079,1.125
21:51:15:000,0.9323,-0.0061,0.6235,1.131
21:51:15:001,0.9257,-0.0068,0.6389,1.135
21:51:15:002,0.9105,-0.0093,0.6506,1.129
21:51:15:007,0.8881,-0.0105,0.6567,1.115
21:51:15:009,0.8736,-0.0100,0.6611,1.106
21:51:15:010,0.8680,-0.0068,0.6648,1.104
21:51:15:011,0.8685,-0.0029,0.6638,1.104
21:51:15:013,0.8707,0.0022,0.6563,1.101
21:51:15:014,0.8680,0.0066,0.6560,1.099
21:51:15:017,0.8585,0.0095,0.6660,1.098
21:51:15:018,0.8465,0.0120,0.6800,1.098
21:51:15:019,0.8353,0.0139,0.6897,1.095
21:51:15:021,0.8277,0.0139,0.6922,1.091
21:51:15:023,0.8206,0.0183,0.6902,1.085
21:51:15:028,0.8089,0.0269,0.6888,1.076
21:51:15:029,0.7977,0.0347,0.6866,1.066
21:51:15:030,0.7940,0.0376,0.6836,1.062
21:51:15:031,0.7896,0.0437,0.6739,1.053
21:51:15:033,0.7854,0.0506,0.6638,1.044
21:51:15:035,0.7815,0.0574,0.6587,1.038
21:51:15:037,0.7769,0.0638,0.6572,1.034
21:51:15:039,0.7747,0.0691,0.6585,1.034
21:51:15:041,0.7762,0.0752,0.6560,1.034
21:51:15:044,0.7784,0.0840,0.6499,1.033
21:51:15:045,0.7852,0.0926,0.6438,1.035
21:51:15:047,0.7920,0.0989,0.6370,1.037
21:51:15:049,0.7955,0.1041,0.6301,1.036
21:51:15:051,0.7955,0.1090,0.6245,1.033
21:51:15:053,0.7942,0.1143,0.6179,1.029
21:51:15:055,0.7935,0.1195,0.6086,1.024
21:51:15:057,0.7942,0.1241,0.5954,1.017
21:51:15:060,0.7962,0.1283,0.5774,1.009
21:51:15:061,0.8011,0.1322,0.5563,1.001
21:51:15:063,0.8087,0.1344,0.5346,0.995
21:51:15:065,0.8162,0.1380,0.5116,0.990
21:51:15:067,0.8211,0.1432,0.4892,0.983
21:51:15:069,0.8277,0.1485,0.4699,0.980
21:51:15:071,0.8387,0.1527,0.4542,0.982
21:51:15:073,0.8497,0.1554,0.4425,0.986
21:51:15:075,0.8580,0.1581,0.4347,0.991
21:51:15:077,0.8629,0.1608,0.4259,0.991
21:51:15:079,0.8663,0.1593,0.4132,0.988
21:51:15:081,0.8714,0.1571,0.4005,0.987
21:51:15:083,0.8749,0.1551,0.3951,0.987
21:51:15:085,0.8793,0.1520,0.3939,0.990
21:51:15:087,0.8834,0.1476,0.3924,0.992
21:51:15:089,0.8841,0.1419,0.3902,0.991
21:51:15:091,0.8795,0.1371,0.3905,0.986
21:51:15:093,0.8702,0.1324,0.3931,0.978
21:51:15:095,0.8622,0.1263,0.4010,0.973
21:51:15:097,0.8585,0.1190,0.4134,0.974
21:51:15:099,0.8558,0.1114,0.4254,0.976
21:51:15:101,0.8551,0.1077,0.4300,0.977
21:51:15:103,0.8548,0.0989,0.4366,0.978
21:51:15:105,0.8548,0.0901,0.4408,0.979
21:51:15:107,0.8546,0.0845,0.4462,0.980
21:51:15:110,0.8536,0.0818,0.4530,0.982
21:51:15:111,0.8556,0.0796,0.4601,0.987
21:51:15:114,0.8607,0.0792,0.4672,0.995
21:51:15:115,0.8670,0.0799,0.4745,1.004
21:51:15:117,0.8739,0.0806,0.4821,1.014
21:51:15:119,0.8832,0.0821,0.4909,1.026
21:51:15:121,0.8922,0.0845,0.4982,1.038
21:51:15:123,0.8986,0.0870,0.5011,1.045
21:51:15:125,0.9027,0.0909,0.4994,1.048
21:51:15:128,0.9071,0.0938,0.4960,1.051
21:51:15:129,0.9122,0.0972,0.4933,1.055
21:51:15:131,0.9198,0.0994,0.4926,1.061
21:51:15:133,0.9306,0.1011,0.4943,1.071
21:51:15:135,0.9403,0.1026,0.4955,1.081
21:51:15:137,0.9482,0.1029,0.4960,1.088
21:51:15:139,0.9535,0.1031,0.4967,1.093
21:51:15:141,0.9543,0.1055,0.5036,1.097
21:51:15:145,0.9508,0.1092,0.5160,1.101
21:51:15:147,0.9455,0.1109,0.5263,1.101
21:51:15:148,0.9416,0.1112,0.5307,1.100
21:51:15:149,0.9401,0.1102,0.5322,1.099
21:51:15:151,0.9420,0.1080,0.5361,1.103
21:51:15:153,0.9447,0.1053,0.5434,1.108
21:51:15:155,0.9447,0.1014,0.5515,1.112
21:51:15:157,0.9394,0.0980,0.5578,1.110
21:51:15:160,0.9279,0.0955,0.5620,1.102
21:51:15:162,0.9127,0.0926,0.5659,1.091
21:51:15:163,0.9017,0.0889,0.5722,1.085
21:51:15:166,0.8959,0.0858,0.5808,1.085
21:51:15:167,0.8925,0.0828,0.5886,1.086
21:51:15:169,0.8912,0.0814,0.5915,1.086
21:51:15:171,0.8905,0.0787,0.5918,1.086
21:51:15:173,0.8890,0.0765,0.5905,1.083
21:51:15:175,0.8881,0.0706,0.5896,1.081
21:51:15:178,0.8929,0.0674,0.5945,1.088
21:51:15:179,0.8993,0.0672,0.5996,1.096
21:51:15:181,0.9054,0.0650,0.6015,1.102
21:51:15:183,0.9103,0.0618,0.6052,1.107
21:51:15:185,0.9076,0.0603,0.6120,1.109
21:51:15:187,0.9056,0.0599,0.6169,1.110
21:51:15:189,0.9100,0.0606,0.6118,1.111
21:51:15:191,0.9132,0.0611,0.6045,1.109
21:51:15:194,0.9139,0.0613,0.6015,1.108
21:51:15:195,0.9137,0.0625,0.6013,1.108
21:51:15:197,0.9135,0.0669,0.5962,1.106
21:51:15:199,0.9205,0.0711,0.5844,1.105
21:51:15:201,0.9247,0.0748,0.5693,1.101
21:51:15:203,0.9183,0.0796,0.5561,1.089
21:51:15:205,0.9105,0.0855,0.5534,1.082
21:51:15:207,0.9037,0.0916,0.5615,1.081
21:51:15:209,0.8954,0.0992,0.5700,1.080
21:51:15:212,0.8861,0.1046,0.5795,1.078
21:51:15:214,0.8746,0.1090,0.5918,1.077
21:51:15:215,0.8641,0.1121,0.6010,1.074
21:51:15:217,0.8553,0.1136,0.6086,1.071
21:51:15:219,0.8475,0.1143,0.6128,1.068
21:51:15:221,0.8404,0.1131,0.6179,1.065
21:51:15:223,0.8321,0.1094,0.6260,1.063
21:51:15:225,0.8226,0.1041,0.6331,1.059
21:51:15:228,0.8184,0.0989,0.6384,1.058
21:51:15:230,0.8153,0.0955,0.6401,1.056
21:51:15:231,0.8109,0.0931,0.6404,1.053
21:51:15:234,0.8082,0.0899,0.6475,1.055
21:51:15:235,0.8072,0.0867,0.6565,1.059
21:51:15:238,0.8040,0.0853,0.6636,1.061
21:51:15:239,0.7959,0.0853,0.6724,1.061
21:51:15:241,0.7830,0.0875,0.6804,1.057
21:51:15:247,0.7661,0.0899,0.6866,1.049
21:51:15:248,0.7503,0.0926,0.6944,1.043
21:51:15:250,0.7402,0.0960,0.7066,1.045
21:51:15:250,0.7371,0.0997,0.7134,1.048
21:51:15:251,0.7373,0.1014,0.7127,1.048
21:51:15:253,0.7388,0.1036,0.7056,1.044
21:51:15:255,0.7449,0.1033,0.6919,1.039
21:51:15:257,0.7573,0.1046,0.6675,1.032
21:51:15:259,0.7696,0.1087,0.6345,1.020
21:51:15:262,0.7791,0.1136,0.5959,1.004
21:51:15:265,0.7850,0.1217,0.5566,0.986
21:51:15:267,0.7889,0.1319,0.5163,0.969
21:51:15:268,0.7918,0.1441,0.4730,0.950
21:51:15:269,0.7979,0.1554,0.4320,0.937
21:51:15:271,0.8084,0.1632,0.3946,0.931
21:51:15:273,0.8187,0.1725,0.3560,0.925
21:51:15:275,0.8245,0.1832,0.3159,0.918
21:51:15:278,0.8258,0.1935,0.2786,0.909
21:51:15:279,0.8270,0.2028,0.2466,0.903
21:51:15:281,0.8299,0.2121,0.2182,0.900
21:51:15:283,0.8309,0.2196,0.1913,0.896
21:51:15:286,0.8321,0.2260,0.1679,0.894
21:51:15:287,0.8333,0.2323,0.1471,0.893
21:51:15:289,0.8365,0.2370,0.1295,0.895
21:51:15:291,0.8387,0.2392,0.1141,0.895
21:51:15:294,0.8416,0.2399,0.1068,0.897
21:51:15:296,0.8499,0.2377,0.1073,0.904
21:51:15:298,0.8548,0.2340,0.1088,0.908
21:51:15:299,0.8502,0.2311,0.1049,0.902
21:51:15:301,0.8468,0.2262,0.1032,0.897
21:51:15:303,0.8495,0.2189,0.1061,0.898
21:51:15:305,0.8490,0.2116,0.1115,0.896
21:51:15:307,0.8431,0.2033,0.1156,0.888
21:51:15:309,0.8387,0.1947,0.1210,0.883
21:51:15:312,0.8363,0.1845,0.1308,0.879
21:51:15:314,0.8343,0.1722,0.1461,0.877
21:51:15:315,0.8316,0.1612,0.1640,0.875
21:51:15:317,0.8250,0.1542,0.1808,0.871
21:51:15:319,0.8206,0.1515,0.1887,0.868
21:51:15:321,0.8162,0.1478,0.2062,0.867
21:51:15:323,0.8160,0.1493,0.2265,0.873
21:51:15:325,0.8153,0.1549,0.2458,0.879
21:51:15:328,0.8150,0.1608,0.2671,0.887
21:51:15:330,0.8131,0.1664,0.2910,0.895
21:51:15:331,0.8047,0.1739,0.3130,0.897
21:51:15:333,0.7891,0.1849,0.3357,0.894
21:51:15:335,0.7747,0.1959,0.3572,0.894
21:51:15:337,0.7705,0.1967,0.3721,0.897
21:51:15:339,0.7762,0.1903,0.3829,0.904
21:51:15:341,0.7828,0.1847,0.3873,0.911
21:51:15:343,0.7825,0.1813,0.3861,0.909
21:51:15:345,0.7845,0.1779,0.3824,0.908
21:51:15:350,0.7994,0.1695,0.3839,0.920
21:51:15:352,0.8228,0.1549,0.3839,0.937
21:51:15:354,0.8372,0.1422,0.3790,0.945
21:51:15:355,0.8360,0.1358,0.3636,0.936
21:51:15:356,0.8284,0.1358,0.3355,0.918
21:51:15:357,0.8153,0.1429,0.2935,0.892
21:51:15:359,0.7999,0.1507,0.2387,0.862
21:51:15:365,0.7959,0.1551,0.1723,0.842
21:51:15:366,0.7996,0.1590,0.1039,0.834
21:51:15:367,0.8047,0.1642,0.0470,0.833
21:51:15:368,0.8091,0.1695,0.0062,0.837
21:51:15:369,0.8116,0.1754,-0.0146,0.840
21:51:15:371,0.8123,0.1866,-0.0254,0.844
21:51:15:373,0.8153,0.1994,-0.0405,0.851
21:51:15:375,0.8226,0.2055,-0.0622,0.860
21:51:15:377,0.8282,0.2091,-0.0881,0.869
21:51:15:382,0.8260,0.2138,-0.1109,0.870
21:51:15:383,0.8226,0.2160,-0.1272,0.869
21:51:15:384,0.8206,0.2167,-0.1346,0.869
21:51:15:384,0.8189,0.2191,-0.1346,0.868
21:51:15:387,0.8240,0.2238,-0.1287,0.873
21:51:15:389,0.8292,0.2270,-0.1243,0.879
21:51:15:391,0.8389,0.2333,-0.1150,0.889
21:51:15:393,0.8446,0.2382,-0.1094,0.895
21:51:15:396,0.8431,0.2414,-0.1055,0.894
21:51:15:397,0.8495,0.2389,-0.0872,0.898
21:51:15:399,0.8700,0.2333,-0.0696,0.914
21:51:15:401,0.8885,0.2245,-0.0620,0.929
21:51:15:402,0.9017,0.2111,-0.0674,0.938
21:51:15:405,0.9164,0.1962,-0.0713,0.948
21:51:15:406,0.9315,0.1827,-0.0754,0.960
21:51:15:408,0.9411,0.1686,-0.0806,0.966
21:51:15:411,0.9499,0.1564,-0.0813,0.972
21:51:15:413,0.9604,0.1471,-0.0740,0.980
21:51:15:414,0.9726,0.1393,-0.0591,0.990
21:51:15:416,0.9855,0.1314,-0.0393,1.000
21:51:15:418,0.9975,0.1263,-0.0170,1.011
21:51:15:420,1.0095,0.1217,0.0025,1.022
21:51:15:422,1.0232,0.1151,0.0189,1.035
21:51:15:425,1.0351,0.1077,0.0343,1.047
21:51:15:426,1.0403,0.1019,0.0516,1.052
21:51:15:429,1.0432,0.0945,0.0707,1.055
21:51:15:430,1.0403,0.0838,0.0873,1.052
21:51:15:433,1.0178,0.0787,0.1075,1.032
21:51:15:437,0.9846,0.0789,0.1391,1.004
21:51:15:438,0.9606,0.0745,0.1828,0.987
21:51:15:439,0.9435,0.0674,0.2336,0.982
21:51:15:440,0.9157,0.0682,0.2834,0.970
21:51:15:442,0.8758,0.0799,0.3211,0.946
21:51:15:447,0.8399,0.0911,0.3550,0.928
21:51:15:448,0.8008,0.1058,0.3846,0.908
21:51:15:449,0.7674,0.1253,0.4239,0.901
21:51:15:451,0.7251,0.1451,0.4620,0.890
21:51:15:453,0.6601,0.1656,0.4657,0.845
21:51:15:455,0.6132,0.1852,0.4481,0.804
21:51:15:456,0.5866,0.2096,0.3917,0.760
21:51:15:458,0.5785,0.2453,0.2654,0.707
21:51:15:462,0.6025,0.2553,0.0711,0.679
21:51:15:463,0.6291,0.2350,-0.0366,0.689
21:51:15:465,0.7126,0.1483,-0.2171,0.764
21:51:15:466,0.8526,0.0313,-0.2831,0.895
21:51:15:469,1.0469,-0.0882,-0.1917,1.060
21:51:15:470,1.2149,-0.1735,-0.0239,1.220
21:51:15:473,1.2819,-0.1693,0.0005,1.286
21:51:15:474,1.2675,-0.0706,-0.1973,1.279
21:51:15:476,1.2235,0.0552,-0.4358,1.295
21:51:15:480,1.1981,0.1356,-0.5650,1.328
21:51:15:481,1.2030,0.1507,-0.5672,1.336
21:51:15:483,1.2098,0.1234,-0.4937,1.310
21:51:15:485,1.1917,0.0870,-0.3962,1.256
21:51:15:486,1.1438,0.0603,-0.3332,1.190
21:51:15:489,1.0776,0.0484,-0.3332,1.125
21:51:15:491,1.0163,0.0472,-0.3779,1.081
21:51:15:493,0.9731,0.0550,-0.4155,1.055
21:51:15:495,0.9501,0.0672,-0.4202,1.037
21:51:15:498,0.9445,0.0782,-0.3906,1.022
21:51:15:499,0.9457,0.0821,-0.3442,1.007
21:51:15:501,0.9477,0.0762,-0.2833,0.990
21:51:15:502,0.9374,0.0643,-0.2301,0.966
21:51:15:505,0.8986,0.0525,-0.2125,0.923
21:51:15:506,0.8316,0.0511,-0.2496,0.867
21:51:15:509,0.7950,0.0476,-0.2357,0.828
21:51:15:510,0.7075,0.0567,-0.4373,0.828
21:51:15:513,0.6288,0.0843,-1.2794,1.415
21:51:15:515,0.8512,0.0682,-2.1281,2.277
21:51:15:517,1.2054,0.0176,-2.1650,2.462
21:51:15:518,1.4439,-0.0220,-1.6212,2.156
21:51:15:521,1.5142,-0.0376,-1.0727,1.844
21:51:15:522,1.4624,-0.0156,-0.6635,1.597
21:51:15:525,1.3361,0.0581,-0.2826,1.365
21:51:15:529,1.1480,0.1573,0.0914,1.170
21:51:15:530,1.0481,0.1984,0.2448,1.107
21:51:15:531,0.8663,0.2367,0.4449,1.022
21:51:15:532,0.7197,0.2121,0.5341,0.943
21:51:15:534,0.6384,0.1368,0.5537,0.876
21:51:15:537,0.6655,0.0359,0.5158,0.856
21:51:15:539,0.7740,-0.0555,0.4550,0.906
21:51:15:540,0.8920,-0.1116,0.3988,0.985
21:51:15:542,0.9738,-0.1287,0.3404,1.039
21:51:15:547,1.0227,-0.1178,0.2593,1.060
21:51:15:548,1.0605,-0.0850,0.1383,1.071
21:51:15:548,1.0994,-0.0349,-0.0183,1.098
21:51:15:550,1.1509,0.0164,-0.1734,1.161
21:51:15:552,1.2047,0.0530,-0.3004,1.240
21:51:15:554,1.2169,0.0628,-0.4243,1.286
21:51:15:557,1.1856,0.0735,-0.5140,1.289
21:51:15:558,1.1453,0.0909,-0.5675,1.276
21:51:15:560,1.1057,0.1002,-0.5934,1.254
21:51:15:563,1.0811,0.1002,-0.5892,1.230
21:51:15:566,1.0735,0.0950,-0.5658,1.212
21:51:15:567,1.0745,0.0862,-0.5347,1.198
21:51:15:568,1.0786,0.0760,-0.4976,1.185
21:51:15:571,1.0820,0.0689,-0.4487,1.169
21:51:15:573,1.0818,0.0669,-0.3928,1.149
21:51:15:575,1.0791,0.0682,-0.3464,1.132
21:51:15:577,1.0808,0.0672,-0.3285,1.129
21:51:15:580,1.0896,0.0630,-0.3376,1.139
21:51:15:582,1.1016,0.0584,-0.3630,1.158
21:51:15:583,1.1135,0.0520,-0.3925,1.177
21:51:15:585,1.1253,0.0447,-0.4224,1.198
21:51:15:586,1.1404,0.0349,-0.4470,1.220
21:51:15:588,1.1583,0.0235,-0.4610,1.240
21:51:15:590,1.1886,0.0120,-0.4561,1.266
21:51:15:592,1.2169,0.0017,-0.4260,1.283
21:51:15:594,1.2250,-0.0164,-0.3935,1.280
21:51:15:597,1.2377,-0.0371,-0.3605,1.283
21:51:15:600,1.2638,-0.0498,-0.3117,1.296
21:51:15:601,1.3012,-0.0589,-0.2469,1.319
21:51:15:602,1.3408,-0.0706,-0.1810,1.349
21:51:15:604,1.3583,-0.0774,-0.1509,1.363
21:51:15:606,1.3813,-0.0926,-0.0952,1.382
21:51:15:608,1.3654,-0.1002,-0.0525,1.365
21:51:15:610,1.3061,-0.0921,-0.0195,1.305
21:51:15:613,1.2293,-0.0743,0.0189,1.228
21:51:15:615,1.1563,-0.0540,0.0655,1.158
21:51:15:617,1.1109,-0.0366,0.1139,1.117
21:51:15:618,1.1155,-0.0276,0.1581,1.128
21:51:15:620,1.1473,-0.0244,0.1894,1.164
21:51:15:622,1.1859,-0.0225,0.2055,1.205
21:51:15:625,1.2154,-0.0181,0.2084,1.235
21:51:15:626,1.2257,-0.0081,0.1970,1.243
21:51:15:630,1.2201,0.0076,0.1735,1.235
21:51:15:632,1.2022,0.0283,0.1466,1.214
21:51:15:633,1.1856,0.0533,0.1281,1.197
21:51:15:634,1.1829,0.0792,0.1198,1.196
21:51:15:636,1.2008,0.1011,0.1220,1.217
21:51:15:638,1.2210,0.1214,0.1210,1.239
21:51:15:641,1.2386,0.1478,0.1027,1.258
21:51:15:642,1.2533,0.1808,0.0829,1.276
21:51:15:645,1.2638,0.2108,0.0746,1.292
21:51:15:650,1.2723,0.2343,0.0770,1.305
21:51:15:652,1.2741,0.2555,0.0851,1.312
21:51:15:653,1.2743,0.2751,0.0922,1.318
21:51:15:654,1.2750,0.2897,0.0980,1.323
21:51:15:655,1.2748,0.3015,0.1007,1.326
21:51:15:656,1.2662,0.3098,0.1036,1.320
21:51:15:658,1.2499,0.3122,0.0946,1.304
21:51:15:660,1.2452,0.3225,0.0878,1.302
21:51:15:663,1.2359,0.3308,0.0834,1.295
21:51:15:665,1.2166,0.3320,0.0724,1.276
21:51:15:666,1.1934,0.3310,0.0584,1.253
21:51:15:668,1.1724,0.3301,0.0450,1.232
21:51:15:670,1.1565,0.3286,0.0330,1.216
21:51:15:673,1.1468,0.3247,0.0245,1.205
21:51:15:674,1.1426,0.3227,0.0228,1.201
21:51:15:677,1.1353,0.3183,0.0245,1.192
21:51:15:678,1.1289,0.3132,0.0301,1.185
21:51:15:681,1.1167,0.3071,0.0362,1.172
21:51:15:683,1.0945,0.3012,0.0470,1.149
21:51:15:684,1.0637,0.2971,0.0663,1.120
21:51:15:687,1.0280,0.2924,0.0946,1.087
21:51:15:688,0.9846,0.2868,0.1225,1.048
21:51:15:690,0.9333,0.2800,0.1393,1.000
21:51:15:693,0.8832,0.2736,0.1440,0.953
21:51:15:695,0.8441,0.2675,0.1354,0.913
21:51:15:698,0.8174,0.2607,0.1205,0.883
21:51:15:700,0.8021,0.2533,0.1117,0.865
21:51:15:701,0.7928,0.2463,0.1090,0.854
21:51:15:702,0.7857,0.2411,0.1063,0.845
21:51:15:704,0.7806,0.2372,0.1017,0.838
21:51:15:706,0.7776,0.2333,0.1007,0.834
21:51:15:709,0.7788,0.2267,0.1061,0.834
