time,gFx,gFy,gFz,TgF
21:08:32:773,1.0041,-0.0291,0.1012,1.010
21:08:32:774,1.0034,-0.0283,0.0980,1.009
21:08:32:777,1.0012,-0.0244,0.0983,1.007
21:08:32:778,0.9999,-0.0217,0.1019,1.006
21:08:32:780,0.9975,-0.0210,0.1078,1.004
21:08:32:782,0.9929,-0.0205,0.1132,1.000
21:08:32:784,0.9897,-0.0198,0.1168,0.998
21:08:32:786,0.9912,-0.0198,0.1195,0.999
21:08:32:789,0.9924,-0.0210,0.1212,1.001
21:08:32:790,0.9921,-0.0227,0.1229,1.001
21:08:32:792,0.9904,-0.0232,0.1242,0.999
21:08:32:795,0.9890,-0.0227,0.1259,0.998
21:08:32:797,0.9872,-0.0227,0.1283,0.997
21:08:32:799,0.9855,-0.0230,0.1293,0.995
21:08:32:801,0.9850,-0.0232,0.1290,0.995
21:08:32:802,0.9848,-0.0237,0.1293,0.994
21:08:32:805,0.9841,-0.0247,0.1300,0.994
21:08:32:807,0.9838,-0.0254,0.1305,0.994
21:08:32:809,0.9831,-0.0249,0.1303,0.993
21:08:32:811,0.9826,-0.0244,0.1300,0.992
21:08:32:813,0.9836,-0.0252,0.1300,0.993
21:08:32:814,0.9848,-0.0259,0.1305,0.995
21:08:32:817,0.9848,-0.0269,0.1320,0.995
21:08:32:818,0.9826,-0.0274,0.1344,0.993
21:08:32:823,0.9806,-0.0274,0.1366,0.991
21:08:32:824,0.9804,-0.0269,0.1378,0.991
21:08:32:825,0.9821,-0.0264,0.1386,0.993
21:08:32:826,0.9836,-0.0252,0.1381,0.995
21:08:32:829,0.9855,-0.0244,0.1361,0.996
21:08:32:830,0.9897,-0.0252,0.1342,1.000
21:08:32:833,0.9929,-0.0264,0.1317,1.003
21:08:32:835,0.9958,-0.0271,0.1293,1.005
21:08:32:837,0.9982,-0.0271,0.1276,1.007
21:08:32:841,0.9985,-0.0264,0.1256,1.007
21:08:32:843,0.9985,-0.0264,0.1232,1.007
21:08:32:844,0.9987,-0.0269,0.1215,1.007
21:08:32:845,1.0002,-0.0281,0.1205,1.008
21:08:32:847,1.0017,-0.0288,0.1215,1.010
21:08:32:848,1.0014,-0.0288,0.1225,1.010
21:08:32:850,1.0014,-0.0293,0.1249,1.010
21:08:32:852,1.0021,-0.0286,0.1259,1.011
21:08:32:856,0.9999,-0.0264,0.1256,1.009
21:08:32:857,0.9982,-0.0254,0.1261,1.007
21:08:32:858,0.9970,-0.0254,0.1261,1.006
21:08:32:860,0.9963,-0.0252,0.1251,1.005
21:08:32:862,0.9955,-0.0249,0.1232,1.004
21:08:32:865,0.9955,-0.0257,0.1212,1.004
21:08:32:866,0.9951,-0.0266,0.1200,1.003
21:08:32:868,0.9946,-0.0269,0.1200,1.003
21:08:32:870,0.9936,-0.0259,0.1205,1.002
21:08:32:873,0.9941,-0.0249,0.1198,1.002
21:08:32:874,0.9960,-0.0249,0.1200,1.004
21:08:32:877,0.9980,-0.0261,0.1207,1.006
21:08:32:878,0.9980,-0.0286,0.1205,1.006
21:08:32:881,0.9982,-0.0313,0.1200,1.006
21:08:32:882,1.0002,-0.0340,0.1193,1.008
21:08:32:885,1.0019,-0.0362,0.1203,1.010
21:08:32:887,1.0007,-0.0364,0.1225,1.009
21:08:32:890,0.9987,-0.0359,0.1239,1.007
21:08:32:891,1.0002,-0.0366,0.1254,1.009
21:08:32:893,1.0021,-0.0386,0.1273,1.011
21:08:32:895,1.0021,-0.0401,0.1308,1.012
21:08:32:897,1.0009,-0.0406,0.1342,1.011
21:08:32:898,1.0007,-0.0428,0.1391,1.011
21:08:32:901,0.9997,-0.0437,0.1449,1.011
21:08:32:903,0.9963,-0.0420,0.1496,1.009
21:08:32:905,0.9948,-0.0410,0.1527,1.008
21:08:32:908,0.9958,-0.0428,0.1535,1.009
21:08:32:909,0.9987,-0.0493,0.1513,1.011
21:08:32:911,1.0009,-0.0567,0.1503,1.013
21:08:32:913,1.0012,-0.0594,0.1501,1.014
21:08:32:915,0.9997,-0.0594,0.1486,1.012
21:08:32:917,0.9980,-0.0574,0.1466,1.010
21:08:32:919,0.9992,-0.0547,0.1447,1.011
21:08:32:921,1.0021,-0.0537,0.1408,1.013
21:08:32:928,1.0041,-0.0535,0.1356,1.014
21:08:32:929,1.0046,-0.0530,0.1330,1.014
21:08:32:930,1.0048,-0.0503,0.1278,1.014
21:08:32:931,1.0061,-0.0467,0.1229,1.014
21:08:32:932,1.0070,-0.0420,0.1193,1.015
21:08:32:932,1.0075,-0.0371,0.1168,1.015
21:08:32:934,1.0061,-0.0318,0.1146,1.013
21:08:32:937,1.0043,-0.0254,0.1146,1.012
21:08:32:949,1.0036,-0.0195,0.1161,1.011
21:08:32:950,1.0026,-0.0154,0.1178,1.011
21:08:32:951,1.0009,-0.0112,0.1217,1.010
21:08:32:952,0.9995,-0.0081,0.1268,1.009
21:08:32:953,0.9995,-0.0064,0.1308,1.010
21:08:32:954,1.0004,-0.0056,0.1337,1.011
21:08:32:954,1.0012,-0.0051,0.1381,1.013
21:08:32:955,0.9977,-0.0049,0.1474,1.011
21:08:32:957,0.9897,-0.0046,0.1628,1.005
21:08:32:958,0.9870,-0.0059,0.1689,1.004
21:08:32:959,0.9921,-0.0083,0.1642,1.008
21:08:32:962,0.9990,-0.0127,0.1557,1.013
21:08:32:964,1.0021,-0.0154,0.1486,1.015
21:08:32:965,1.0031,-0.0166,0.1449,1.015
21:08:32:966,1.0039,-0.0186,0.1425,1.015
21:08:32:969,1.0019,-0.0198,0.1383,1.013
21:08:32:970,0.9982,-0.0195,0.1322,1.008
21:08:32:974,0.9955,-0.0188,0.1242,1.004
21:08:32:976,0.9929,-0.0176,0.1261,1.002
21:08:32:977,0.9916,-0.0164,0.1479,1.004
21:08:32:978,0.9897,-0.0149,0.1684,1.006
21:08:32:980,0.9858,-0.0142,0.1676,1.002
21:08:32:983,0.9831,-0.0129,0.1464,0.996
21:08:32:985,0.9826,-0.0103,0.1195,0.991
21:08:32:986,0.9833,-0.0066,0.0941,0.989
21:08:32:989,0.9828,-0.0024,0.0746,0.987
21:08:32:991,0.9826,0.0012,0.0611,0.985
21:08:32:993,0.9806,0.0054,0.0536,0.983
21:08:32:994,0.9772,0.0083,0.0518,0.980
21:08:32:996,0.9701,0.0100,0.0533,0.973
21:08:32:998,0.9655,0.0110,0.0548,0.968
21:08:33:001,0.9574,0.0144,0.0582,0.961
21:08:33:002,0.9562,0.0147,0.0633,0.960
21:08:33:005,0.9635,0.0117,0.0733,0.968
21:08:33:008,0.9726,0.0083,0.0875,0.978
21:08:33:009,0.9819,0.0024,0.1017,0.989
21:08:33:010,0.9892,-0.0044,0.1139,0.997
21:08:33:012,0.9948,-0.0110,0.1239,1.004
21:08:33:014,0.9985,-0.0171,0.1325,1.009
21:08:33:017,1.0009,-0.0249,0.1405,1.012
21:08:33:018,1.0053,-0.0325,0.1481,1.017
21:08:33:021,1.0087,-0.0388,0.1557,1.022
21:08:33:022,1.0139,-0.0450,0.1630,1.028
21:08:33:028,1.0185,-0.0508,0.1706,1.034
21:08:33:030,1.0217,-0.0559,0.1779,1.039
21:08:33:031,1.0263,-0.0616,0.1855,1.045
21:08:33:032,1.0317,-0.0679,0.1943,1.052
21:08:33:033,1.0354,-0.0733,0.2038,1.058
21:08:33:034,1.0373,-0.0779,0.2124,1.061
21:08:33:037,1.0373,-0.0833,0.2177,1.063
21:08:33:038,1.0361,-0.0870,0.2202,1.062
21:08:33:041,1.0383,-0.0899,0.2194,1.064
21:08:33:043,1.0393,-0.0945,0.2170,1.065
21:08:33:044,1.0412,-0.1021,0.2133,1.066
21:08:33:046,1.0356,-0.1060,0.2114,1.061
21:08:33:048,1.0276,-0.1031,0.2131,1.053
21:08:33:050,1.0263,-0.0999,0.2172,1.053
21:08:33:052,1.0241,-0.0987,0.2160,1.050
21:08:33:054,1.0205,-0.0945,0.2128,1.046
21:08:33:058,1.0190,-0.0862,0.2119,1.044
21:08:33:059,1.0148,-0.0750,0.2136,1.040
21:08:33:060,1.0136,-0.0645,0.2175,1.039
21:08:33:062,1.0148,-0.0557,0.2168,1.040
21:08:33:064,1.0153,-0.0508,0.2065,1.038
21:08:33:066,1.0141,-0.0493,0.1984,1.035
21:08:33:068,1.0092,-0.0472,0.1813,1.027
21:08:33:070,1.0048,-0.0435,0.1645,1.020
21:08:33:072,1.0048,-0.0369,0.1469,1.017
21:08:33:076,1.0085,-0.0291,0.1278,1.018
21:08:33:077,1.0046,-0.0203,0.1054,1.011
21:08:33:079,0.9975,-0.0117,0.0836,1.002
21:08:33:081,0.9894,-0.0046,0.0648,0.992
21:08:33:083,0.9794,0.0051,0.0545,0.982
21:08:33:084,0.9650,0.0215,0.0538,0.969
21:08:33:086,0.9508,0.0418,0.0565,0.956
21:08:33:088,0.9442,0.0601,0.0604,0.952
21:08:33:091,0.9479,0.0706,0.0626,0.957
21:08:33:093,0.9543,0.0726,0.0641,0.964
21:08:33:096,0.9609,0.0704,0.0646,0.970
21:08:33:097,0.9631,0.0669,0.0624,0.972
21:08:33:098,0.9604,0.0643,0.0589,0.968
21:08:33:100,0.9572,0.0618,0.0587,0.965
21:08:33:102,0.9577,0.0574,0.0587,0.965
21:08:33:104,0.9697,0.0462,0.0626,0.976
21:08:33:107,0.9865,0.0286,0.0699,0.992
21:08:33:109,0.9980,0.0090,0.0799,1.003
21:08:33:110,0.9995,-0.0064,0.0853,1.004
21:08:33:112,0.9936,-0.0164,0.0839,0.998
21:08:33:114,0.9912,-0.0213,0.0812,0.995
21:08:33:117,0.9995,-0.0286,0.0843,1.003
21:08:33:119,1.0100,-0.0393,0.0890,1.014
21:08:33:121,1.0163,-0.0491,0.0919,1.021
21:08:33:128,1.0146,-0.0557,0.0902,1.019
21:08:33:130,1.0095,-0.0567,0.0846,1.013
21:08:33:131,1.0031,-0.0545,0.0755,1.006
21:08:33:132,0.9977,-0.0501,0.0670,1.000
21:08:33:133,0.9953,-0.0464,0.0631,0.997
21:08:33:134,0.9968,-0.0457,0.0638,0.998
21:08:33:135,0.9997,-0.0462,0.0658,1.002
21:08:33:139,1.0034,-0.0469,0.0636,1.005
21:08:33:141,1.0024,-0.0467,0.0582,1.004
21:08:33:143,0.9997,-0.0440,0.0518,1.000
21:08:33:144,0.9992,-0.0403,0.0482,1.000
21:08:33:148,1.0012,-0.0366,0.0453,1.002
21:08:33:149,1.0026,-0.0330,0.0445,1.003
21:08:33:150,1.0021,-0.0305,0.0435,1.003
21:08:33:151,1.0007,-0.0252,0.0401,1.001
21:08:33:152,0.9999,-0.0186,0.0355,1.000
21:08:33:155,0.9975,-0.0107,0.0301,0.998
21:08:33:157,0.9951,-0.0039,0.0255,0.995
21:08:33:160,0.9933,0.0012,0.0235,0.994
21:08:33:162,0.9936,0.0066,0.0257,0.994
21:08:33:163,0.9943,0.0117,0.0303,0.996
21:08:33:164,0.9902,0.0198,0.0465,0.993
21:08:33:166,0.9850,0.0327,0.0758,0.991
21:08:33:168,0.9828,0.0442,0.1056,0.993
21:08:33:170,0.9799,0.0481,0.1200,0.993
21:08:33:172,0.9748,0.0454,0.1181,0.987
21:08:33:177,0.9711,0.0393,0.1044,0.981
21:08:33:178,0.9728,0.0342,0.0914,0.981
21:08:33:180,0.9775,0.0310,0.0851,0.984
21:08:33:181,0.9821,0.0281,0.0809,0.988
21:08:33:182,0.9941,0.0215,0.0780,1.000
21:08:33:184,1.0151,0.0056,0.0770,1.019
21:08:33:186,1.0329,-0.0159,0.0741,1.036
21:08:33:188,1.0412,-0.0354,0.0670,1.043
21:08:33:192,1.0390,-0.0515,0.0540,1.040
21:08:33:193,1.0317,-0.0621,0.0396,1.032
21:08:33:195,1.0249,-0.0679,0.0274,1.024
21:08:33:196,1.0232,-0.0733,0.0213,1.023
21:08:33:198,1.0244,-0.0784,0.0203,1.024
21:08:33:200,1.0246,-0.0809,0.0196,1.024
21:08:33:202,1.0241,-0.0784,0.0167,1.023
21:08:33:204,1.0258,-0.0750,0.0184,1.025
21:08:33:207,1.0324,-0.0738,0.0279,1.032
21:08:33:209,1.0390,-0.0733,0.0401,1.039
21:08:33:210,1.0403,-0.0716,0.0548,1.041
21:08:33:213,1.0383,-0.0699,0.0687,1.040
21:08:33:214,1.0349,-0.0672,0.0812,1.038
21:08:33:216,1.0329,-0.0655,0.0873,1.037
21:08:33:218,1.0258,-0.0594,0.0902,1.030
21:08:33:220,1.0139,-0.0496,0.0782,1.017
21:08:33:222,1.0004,-0.0423,0.0653,1.002
21:08:33:229,0.9882,-0.0371,0.0538,0.989
21:08:33:230,0.9765,-0.0325,0.0443,0.977
21:08:33:232,0.9648,-0.0257,0.0347,0.965
21:08:33:233,0.9547,-0.0195,0.0260,0.955
21:08:33:234,0.9506,-0.0161,0.0277,0.951
21:08:33:235,0.9452,-0.0105,0.0206,0.945
21:08:33:236,0.9381,0.0012,0.0032,0.938
21:08:33:238,0.9386,0.0120,-0.0087,0.939
21:08:33:246,0.9442,0.0195,-0.0146,0.945
21:08:33:248,0.9513,0.0269,-0.0168,0.953
21:08:33:249,0.9574,0.0342,-0.0192,0.959
21:08:33:250,0.9640,0.0384,-0.0192,0.966
21:08:33:250,0.9701,0.0386,-0.0119,0.972
21:08:33:251,0.9665,0.0423,-0.0239,0.969
21:08:33:252,0.9613,0.0445,-0.0371,0.964
21:08:33:254,0.9577,0.0467,-0.0517,0.961
21:08:33:256,0.9560,0.0501,-0.0698,0.961
21:08:33:258,0.9572,0.0503,-0.0806,0.963
21:08:33:260,0.9604,0.0493,-0.0818,0.966
21:08:33:262,0.9621,0.0474,-0.0815,0.967
21:08:33:264,0.9618,0.0462,-0.0796,0.967
21:08:33:266,0.9609,0.0442,-0.0754,0.965
21:08:33:268,0.9643,0.0398,-0.0613,0.968
21:08:33:270,0.9682,0.0332,-0.0488,0.970
21:08:33:275,0.9657,0.0305,-0.0635,0.968
21:08:33:277,0.9689,0.0254,-0.0737,0.972
21:08:33:278,0.9721,0.0193,-0.0842,0.975
21:08:33:279,0.9711,0.0173,-0.0991,0.975
21:08:33:280,0.9738,0.0169,-0.1087,0.978
21:08:33:282,0.9792,0.0156,-0.1140,0.984
21:08:33:284,0.9860,0.0144,-0.1160,0.991
21:08:33:286,0.9938,0.0120,-0.1145,0.999
21:08:33:287,1.0012,0.0076,-0.1096,1.005
21:08:33:292,1.0043,0.0051,-0.1055,1.008
21:08:33:294,1.0117,0.0000,-0.0950,1.014
21:08:33:295,1.0224,-0.0066,-0.0813,1.024
21:08:33:296,1.0356,-0.0164,-0.0552,1.035
21:08:33:298,1.0432,-0.0271,-0.0141,1.042
21:08:33:302,1.0349,-0.0320,-0.0244,1.033
21:08:33:303,1.0271,-0.0340,-0.0517,1.026
21:08:33:304,1.0283,-0.0371,-0.0698,1.028
21:08:33:306,1.0310,-0.0388,-0.0813,1.031
21:08:33:312,1.0307,-0.0379,-0.0864,1.031
21:08:33:314,1.0290,-0.0340,-0.0967,1.030
21:08:33:315,1.0271,-0.0286,-0.1079,1.029
21:08:33:316,1.0268,-0.0252,-0.1087,1.029
21:08:33:317,1.0256,-0.0227,-0.1011,1.028
21:08:33:318,1.0232,-0.0222,-0.0960,1.025
21:08:33:320,1.0197,-0.0220,-0.0906,1.021
21:08:33:322,1.0180,-0.0227,-0.0852,1.019
21:08:33:325,1.0195,-0.0254,-0.0798,1.020
21:08:33:327,1.0214,-0.0271,-0.0735,1.021
21:08:33:328,1.0207,-0.0276,-0.0693,1.021
21:08:33:330,1.0210,-0.0276,-0.0664,1.021
21:08:33:332,1.0256,-0.0305,-0.0503,1.025
21:08:33:333,1.0224,-0.0305,-0.0469,1.021
21:08:33:336,1.0126,-0.0269,-0.0747,1.013
21:08:33:337,1.0085,-0.0281,-0.0972,1.010
21:08:33:340,1.0051,-0.0305,-0.1160,1.008
21:08:33:342,1.0014,-0.0310,-0.1370,1.007
21:08:33:345,1.0012,-0.0303,-0.1553,1.009
21:08:33:346,1.0014,-0.0286,-0.1651,1.011
21:08:33:348,0.9999,-0.0269,-0.1658,1.009
21:08:33:350,1.0002,-0.0264,-0.1627,1.009
21:08:33:352,1.0014,-0.0276,-0.1565,1.009
21:08:33:353,1.0036,-0.0300,-0.1524,1.011
21:08:33:355,1.0053,-0.0335,-0.1504,1.012
21:08:33:358,1.0061,-0.0344,-0.1482,1.013
21:08:33:361,1.0048,-0.0349,-0.1480,1.012
21:08:33:362,1.0036,-0.0357,-0.1502,1.011
21:08:33:364,1.0034,-0.0364,-0.1517,1.011
21:08:33:366,1.0026,-0.0376,-0.1543,1.010
21:08:33:368,1.0021,-0.0384,-0.1556,1.010
21:08:33:370,1.0017,-0.0396,-0.1587,1.010
21:08:33:371,1.0014,-0.0403,-0.1619,1.010
21:08:33:376,1.0007,-0.0398,-0.1639,1.010
21:08:33:378,0.9977,-0.0379,-0.1644,1.007
21:08:33:379,0.9941,-0.0357,-0.1619,1.003
21:08:33:380,0.9916,-0.0337,-0.1573,1.000
21:08:33:382,0.9902,-0.0322,-0.1514,0.998
21:08:33:384,0.9907,-0.0318,-0.1463,0.997
21:08:33:386,0.9921,-0.0322,-0.1429,0.998
21:08:33:387,0.9941,-0.0330,-0.1416,1.000
21:08:33:390,0.9953,-0.0340,-0.1414,1.001
21:08:33:394,0.9953,-0.0344,-0.1426,1.001
21:08:33:396,0.9941,-0.0340,-0.1429,1.000
21:08:33:397,0.9933,-0.0327,-0.1414,0.999
21:08:33:398,0.9933,-0.0320,-0.1392,0.999
21:08:33:401,0.9929,-0.0310,-0.1365,0.998
21:08:33:402,0.9926,-0.0293,-0.1336,0.998
21:08:33:404,0.9936,-0.0274,-0.1311,0.999
21:08:33:406,0.9951,-0.0257,-0.1287,1.000
21:08:33:410,0.9975,-0.0242,-0.1250,1.002
21:08:33:412,1.0012,-0.0237,-0.1201,1.005
21:08:33:413,1.0046,-0.0237,-0.1148,1.008
21:08:33:414,1.0078,-0.0249,-0.1092,1.010
21:08:33:416,1.0107,-0.0264,-0.1038,1.013
21:08:33:418,1.0126,-0.0276,-0.1008,1.015
21:08:33:420,1.0148,-0.0300,-0.0994,1.017
21:08:33:422,1.0141,-0.0322,-0.0986,1.016
21:08:33:428,1.0114,-0.0335,-0.0982,1.013
21:08:33:432,1.0102,-0.0332,-0.0960,1.012
21:08:33:433,1.0102,-0.0327,-0.0923,1.011
21:08:33:434,1.0102,-0.0325,-0.0894,1.011
21:08:33:436,1.0097,-0.0315,-0.0879,1.011
21:08:33:437,1.0090,-0.0296,-0.0852,1.010
21:08:33:439,1.0085,-0.0286,-0.0825,1.009
21:08:33:440,1.0075,-0.0286,-0.0811,1.008
21:08:33:442,1.0053,-0.0288,-0.0793,1.006
21:08:33:443,1.0034,-0.0286,-0.0781,1.004
21:08:33:445,1.0009,-0.0283,-0.0762,1.001
21:08:33:446,0.9990,-0.0288,-0.0747,0.999
21:08:33:447,0.9977,-0.0288,-0.0742,0.998
21:08:33:450,0.9970,-0.0296,-0.0759,0.997
21:08:33:452,0.9970,-0.0313,-0.0776,0.997
21:08:33:453,0.9980,-0.0327,-0.0789,0.998
21:08:33:456,0.9995,-0.0337,-0.0801,1.000
21:08:33:459,1.0017,-0.0357,-0.0806,1.002
21:08:33:460,1.0039,-0.0366,-0.0784,1.004
21:08:33:462,1.0061,-0.0369,-0.0757,1.006
21:08:33:463,1.0078,-0.0366,-0.0732,1.008
21:08:33:466,1.0080,-0.0359,-0.0691,1.008
21:08:33:467,1.0085,-0.0357,-0.0649,1.008
21:08:33:469,1.0095,-0.0357,-0.0625,1.009
21:08:33:472,1.0085,-0.0347,-0.0620,1.008
21:08:33:475,1.0065,-0.0330,-0.0627,1.006
21:08:33:477,1.0065,-0.0340,-0.0635,1.006
21:08:33:479,1.0065,-0.0374,-0.0635,1.006
21:08:33:481,1.0048,-0.0396,-0.0637,1.004
21:08:33:482,1.0039,-0.0396,-0.0644,1.003
21:08:33:484,1.0036,-0.0376,-0.0652,1.003
21:08:33:486,1.0019,-0.0359,-0.0669,1.001
21:08:33:488,1.0007,-0.0357,-0.0696,1.000
21:08:33:489,0.9992,-0.0349,-0.0727,0.999
21:08:33:492,0.9980,-0.0342,-0.0769,0.998
21:08:33:493,0.9963,-0.0337,-0.0830,0.997
21:08:33:495,0.9936,-0.0320,-0.0891,0.995
21:08:33:498,0.9909,-0.0281,-0.0952,0.992
21:08:33:500,0.9887,-0.0242,-0.1013,0.991
21:08:33:502,0.9872,-0.0222,-0.1065,0.990
21:08:33:503,0.9868,-0.0217,-0.1104,0.990
21:08:33:505,0.9863,-0.0208,-0.1123,0.989
21:08:33:509,0.9865,-0.0176,-0.1123,0.990
21:08:33:510,0.9877,-0.0129,-0.1123,0.991
21:08:33:511,0.9902,-0.0117,-0.1135,0.994
21:08:33:513,0.9933,-0.0134,-0.1143,0.997
21:08:33:515,0.9941,-0.0137,-0.1138,0.998
21:08:33:517,0.9953,-0.0139,-0.1109,0.999
21:08:33:519,0.9980,-0.0139,-0.1082,1.001
21:08:33:522,1.0004,-0.0142,-0.1035,1.003
21:08:33:523,1.0021,-0.0149,-0.0991,1.004
21:08:33:529,1.0012,-0.0132,-0.0955,1.003
21:08:33:530,1.0024,-0.0127,-0.0957,1.004
21:08:33:531,1.0048,-0.0137,-0.0969,1.007
21:08:33:532,1.0063,-0.0147,-0.0977,1.008
21:08:33:533,1.0078,-0.0156,-0.0969,1.010
21:08:33:535,1.0100,-0.0178,-0.0952,1.012
21:08:33:538,1.0107,-0.0186,-0.0923,1.012
21:08:33:539,1.0122,-0.0195,-0.0894,1.013
21:08:33:545,1.0126,-0.0213,-0.0877,1.014
21:08:33:547,1.0124,-0.0237,-0.0852,1.013
21:08:33:548,1.0117,-0.0252,-0.0823,1.012
21:08:33:549,1.0107,-0.0239,-0.0808,1.011
21:08:33:550,1.0078,-0.0208,-0.0803,1.008
21:08:33:551,1.0056,-0.0188,-0.0801,1.006
21:08:33:554,1.0039,-0.0178,-0.0791,1.004
21:08:33:555,1.0034,-0.0176,-0.0796,1.004
21:08:33:559,1.0039,-0.0178,-0.0815,1.005
21:08:33:561,1.0039,-0.0181,-0.0830,1.005
21:08:33:562,1.0021,-0.0164,-0.0845,1.003
