time,gFx,gFy,gFz,TgF
21:35:53:059,0.3081,-0.1014,-0.9398,0.973
21:35:53:061,0.3071,-0.1126,-0.9295,0.963
21:35:53:062,0.3066,-0.1273,-0.9034,0.939
21:35:53:063,0.3042,-0.1439,-0.8770,0.915
21:35:53:067,0.2981,-0.1544,-0.8731,0.911
21:35:53:068,0.2941,-0.1586,-0.8733,0.910
21:35:53:068,0.3007,-0.1593,-0.8650,0.905
21:35:53:069,0.3139,-0.1593,-0.8587,0.903
21:35:53:071,0.3191,-0.1595,-0.8523,0.899
21:35:53:083,0.3142,-0.1612,-0.8462,0.892
21:35:53:085,0.3051,-0.1649,-0.8413,0.885
21:35:53:086,0.2951,-0.1705,-0.8350,0.876
21:35:53:087,0.2866,-0.1727,-0.8394,0.878
21:35:53:088,0.2773,-0.1720,-0.8504,0.885
21:35:53:089,0.2731,-0.1715,-0.8531,0.886
21:35:53:090,0.2653,-0.1720,-0.8548,0.886
21:35:53:091,0.2568,-0.1735,-0.8531,0.882
21:35:53:092,0.2529,-0.1759,-0.8411,0.870
21:35:53:093,0.2565,-0.1798,-0.8206,0.852
21:35:53:094,0.2565,-0.1805,-0.8142,0.846
21:35:53:095,0.2551,-0.1759,-0.8201,0.850
21:35:53:097,0.2626,-0.1686,-0.8296,0.861
21:35:53:098,0.2323,-0.1581,-0.8924,0.911
21:35:53:100,0.1568,-0.1400,-0.9838,0.982
21:35:53:102,0.1063,-0.1236,-1.0458,1.036
21:35:53:104,0.1126,-0.1185,-1.0715,1.061
21:35:53:108,0.1378,-0.1173,-1.0861,1.079
21:35:53:110,0.1446,-0.1070,-1.1081,1.101
21:35:53:111,0.1268,-0.0906,-1.1421,1.132
21:35:53:113,0.1048,-0.0784,-1.1819,1.169
21:35:53:114,0.0975,-0.0723,-1.2173,1.203
21:35:53:116,0.1097,-0.0640,-1.2457,1.232
21:35:53:118,0.1336,-0.0464,-1.2686,1.257
21:35:53:123,0.1510,-0.0274,-1.2894,1.280
21:35:53:124,0.1588,-0.0122,-1.3082,1.300
21:35:53:125,0.1605,-0.0005,-1.3248,1.317
21:35:53:126,0.1556,0.0098,-1.3400,1.332
21:35:53:129,0.1461,0.0188,-1.3536,1.345
21:35:53:130,0.1373,0.0281,-1.3615,1.352
21:35:53:132,0.1339,0.0371,-1.3659,1.357
21:35:53:134,0.1358,0.0474,-1.3664,1.358
21:35:53:136,0.1449,0.0599,-1.3646,1.358
21:35:53:139,0.1586,0.0738,-1.3563,1.353
21:35:53:141,0.1766,0.0833,-1.3146,1.315
21:35:53:142,0.1876,0.0867,-1.2415,1.245
21:35:53:144,0.1891,0.0894,-1.1658,1.171
21:35:53:146,0.1884,0.0955,-1.1069,1.114
21:35:53:148,0.1881,0.1026,-1.0688,1.078
21:35:53:150,0.1888,0.1065,-1.0490,1.059
21:35:53:152,0.1893,0.1075,-1.0451,1.055
21:35:53:154,0.1898,0.1129,-1.0419,1.053
21:35:53:160,0.1879,0.1270,-1.0343,1.048
21:35:53:162,0.1867,0.1454,-1.0138,1.031
21:35:53:163,0.1913,0.1593,-0.9884,1.010
21:35:53:164,0.1979,0.1652,-0.9669,0.992
21:35:53:169,0.1869,0.1581,-0.9527,0.975
21:35:53:170,0.1488,0.1295,-0.9454,0.956
21:35:53:171,0.1178,0.0696,-0.9298,0.926
21:35:53:173,0.0750,0.0154,-0.9185,0.906
21:35:53:174,0.0518,-0.0107,-0.9195,0.903
21:35:53:184,0.0640,-0.0254,-0.9193,0.903
21:35:53:186,0.0914,-0.0393,-0.9193,0.906
21:35:53:187,0.1200,-0.0520,-0.9202,0.910
21:35:53:188,0.1353,-0.0628,-0.9264,0.918
21:35:53:189,0.1385,-0.0745,-0.9373,0.930
21:35:53:190,0.1385,-0.0882,-0.9466,0.939
21:35:53:191,0.1341,-0.0992,-0.9469,0.939
21:35:53:192,0.1270,-0.1070,-0.9388,0.931
21:35:53:193,0.1214,-0.1153,-0.9315,0.923
21:35:53:193,0.1214,-0.1248,-0.9315,0.924
21:35:53:194,0.1263,-0.1361,-0.9383,0.933
21:35:53:198,0.1317,-0.1449,-0.9427,0.938
21:35:53:200,0.1375,-0.1517,-0.9442,0.941
21:35:53:201,0.1441,-0.1593,-0.9454,0.944
21:35:53:202,0.1502,-0.1671,-0.9513,0.952
21:35:53:204,0.1554,-0.1757,-0.9613,0.964
21:35:53:211,0.1588,-0.1849,-0.9796,0.984
21:35:53:212,0.1610,-0.1928,-1.0006,1.006
21:35:53:213,0.1823,-0.1991,-1.0036,1.013
21:35:53:214,0.2081,-0.2047,-0.9962,1.012
21:35:53:215,0.2140,-0.2094,-1.0148,1.031
21:35:53:216,0.2380,-0.2165,-1.0578,1.079
21:35:53:218,0.2551,-0.2187,-1.0913,1.115
21:35:53:220,0.2438,-0.2138,-1.1027,1.123
21:35:53:223,0.2130,-0.2067,-1.1096,1.123
21:35:53:225,0.1818,-0.1998,-1.1179,1.124
21:35:53:227,0.1617,-0.1950,-1.1162,1.119
21:35:53:228,0.1566,-0.1940,-1.1101,1.112
21:35:53:230,0.1483,-0.1918,-1.0966,1.098
21:35:53:232,0.1385,-0.1852,-1.0830,1.082
21:35:53:234,0.1231,-0.1737,-1.0844,1.080
21:35:53:236,0.1116,-0.1627,-1.0922,1.086
21:35:53:238,0.1053,-0.1564,-1.0918,1.084
21:35:53:241,0.0945,-0.1532,-1.0842,1.075
21:35:53:244,0.0831,-0.1500,-1.0768,1.067
21:35:53:245,0.0740,-0.1473,-1.0732,1.062
21:35:53:246,0.0665,-0.1434,-1.0678,1.056
21:35:53:248,0.0616,-0.1388,-1.0597,1.047
21:35:53:250,0.0579,-0.1368,-1.0488,1.036
21:35:53:252,0.0557,-0.1375,-1.0317,1.019
21:35:53:254,0.0574,-0.1400,-1.0111,0.999
21:35:53:261,0.0621,-0.1439,-0.9918,0.980
21:35:53:263,0.0706,-0.1485,-0.9752,0.965
21:35:53:264,0.0796,-0.1515,-0.9571,0.948
21:35:53:265,0.0875,-0.1529,-0.9400,0.932
21:35:53:266,0.0955,-0.1529,-0.9249,0.917
21:35:53:267,0.1043,-0.1537,-0.9085,0.902
21:35:53:269,0.1131,-0.1542,-0.8917,0.887
21:35:53:270,0.1224,-0.1546,-0.8738,0.870
21:35:53:288,0.1285,-0.1556,-0.8531,0.851
21:35:53:290,0.1309,-0.1551,-0.8311,0.830
21:35:53:291,0.1380,-0.1576,-0.8159,0.816
21:35:53:292,0.1405,-0.1639,-0.8118,0.814
21:35:53:293,0.1251,-0.1715,-0.8176,0.818
21:35:53:294,0.1055,-0.1783,-0.8338,0.832
21:35:53:295,0.0987,-0.1845,-0.8440,0.842
21:35:53:296,0.1004,-0.1857,-0.8536,0.852
21:35:53:297,0.1036,-0.1781,-0.8707,0.868
21:35:53:298,0.1134,-0.1666,-0.8961,0.893
21:35:53:298,0.1283,-0.1568,-0.9237,0.921
21:35:53:299,0.1417,-0.1510,-0.9405,0.938
21:35:53:300,0.1478,-0.1441,-0.9400,0.938
21:35:53:301,0.1463,-0.1314,-0.9290,0.926
21:35:53:302,0.1424,-0.1195,-0.9229,0.918
21:35:53:303,0.1353,-0.1138,-0.9308,0.925
21:35:53:304,0.1317,-0.1121,-0.9383,0.931
21:35:53:309,0.1275,-0.1090,-0.9537,0.946
21:35:53:310,0.1239,-0.1038,-0.9694,0.960
21:35:53:312,0.1175,-0.0970,-0.9879,0.978
21:35:53:313,0.1116,-0.0914,-1.0045,0.993
21:35:53:314,0.1043,-0.0875,-1.0116,0.999
21:35:53:316,0.0906,-0.0840,-0.9987,0.985
21:35:53:318,0.0706,-0.0831,-0.9667,0.952
21:35:53:320,0.0486,-0.0850,-0.9286,0.912
21:35:53:323,0.0281,-0.0892,-0.8929,0.876
21:35:53:325,0.0200,-0.1011,-0.8821,0.866
21:35:53:326,0.0298,-0.1248,-0.8980,0.883
21:35:53:328,0.0406,-0.1459,-0.9229,0.911
21:35:53:330,0.0533,-0.1627,-0.9667,0.957
21:35:53:332,0.0655,-0.1771,-1.0338,1.026
21:35:53:334,0.0750,-0.1932,-1.1111,1.105
21:35:53:335,0.0757,-0.2111,-1.1812,1.176
21:35:53:338,0.0708,-0.2274,-1.2325,1.229
21:35:53:340,0.0657,-0.2409,-1.2633,1.261
21:35:53:343,0.0574,-0.2504,-1.2784,1.277
21:35:53:345,0.0442,-0.2555,-1.2828,1.282
21:35:53:346,0.0286,-0.2585,-1.2857,1.285
21:35:53:348,0.0195,-0.2619,-1.2882,1.288
21:35:53:350,0.0164,-0.2656,-1.2896,1.290
21:35:53:352,0.0164,-0.2678,-1.2870,1.288
21:35:53:354,0.0303,-0.2712,-1.2828,1.284
21:35:53:358,0.0586,-0.2751,-1.2804,1.283
21:35:53:360,0.0679,-0.2722,-1.2686,1.272
21:35:53:362,0.0545,-0.2651,-1.2337,1.236
21:35:53:363,0.0410,-0.2568,-1.1817,1.182
21:35:53:364,0.0447,-0.2402,-1.1367,1.135
21:35:53:366,0.0787,-0.2262,-1.1198,1.118
21:35:53:368,0.1317,-0.2294,-1.1206,1.125
21:35:53:370,0.1449,-0.2326,-1.1169,1.123
21:35:53:371,0.1173,-0.2265,-1.0993,1.102
21:35:53:377,0.0894,-0.2157,-1.0676,1.066
21:35:53:380,0.0823,-0.2108,-1.0478,1.045
21:35:53:381,0.0809,-0.2038,-1.0062,1.003
21:35:53:382,0.0875,-0.1981,-0.9725,0.970
21:35:53:383,0.0958,-0.1932,-0.9496,0.947
21:35:53:384,0.1043,-0.1864,-0.9361,0.934
21:35:53:386,0.1131,-0.1769,-0.9288,0.926
21:35:53:388,0.1219,-0.1671,-0.9242,0.921
21:35:53:402,0.1363,-0.1615,-0.9171,0.916
21:35:53:403,0.1468,-0.1571,-0.9129,0.913
21:35:53:404,0.1473,-0.1510,-0.9110,0.910
21:35:53:405,0.1444,-0.1449,-0.9080,0.906
21:35:53:406,0.1422,-0.1395,-0.9005,0.898
21:35:53:407,0.1410,-0.1344,-0.8878,0.885
21:35:53:408,0.1410,-0.1300,-0.8711,0.868
21:35:53:409,0.1427,-0.1278,-0.8536,0.851
21:35:53:410,0.1444,-0.1275,-0.8369,0.835
21:35:53:411,0.1446,-0.1297,-0.8233,0.822
21:35:53:412,0.1437,-0.1349,-0.8140,0.813
21:35:53:413,0.1415,-0.1427,-0.8088,0.808
21:35:53:413,0.1405,-0.1515,-0.8066,0.807
21:35:53:416,0.1407,-0.1610,-0.8059,0.808
21:35:53:418,0.1419,-0.1678,-0.8098,0.813
21:35:53:420,0.1441,-0.1705,-0.8176,0.821
21:35:53:422,0.1473,-0.1683,-0.8294,0.833
21:35:53:424,0.1493,-0.1620,-0.8438,0.846
21:35:53:426,0.1490,-0.1546,-0.8601,0.861
21:35:53:428,0.1493,-0.1466,-0.8782,0.878
21:35:53:430,0.1449,-0.1378,-0.8936,0.891
21:35:53:432,0.1371,-0.1314,-0.9107,0.906
21:35:53:433,0.1307,-0.1290,-0.9278,0.922
21:35:53:435,0.1263,-0.1305,-0.9442,0.938
21:35:53:437,0.1236,-0.1351,-0.9593,0.953
21:35:53:441,0.1222,-0.1407,-0.9730,0.967
21:35:53:442,0.1214,-0.1485,-0.9847,0.979
21:35:53:443,0.1219,-0.1564,-0.9948,0.990
21:35:53:446,0.1241,-0.1630,-1.0031,0.999
21:35:53:448,0.1261,-0.1661,-1.0072,1.004
21:35:53:449,0.1297,-0.1735,-1.0136,1.011
21:35:53:451,0.1339,-0.1835,-1.0158,1.015
21:35:53:454,0.1383,-0.1952,-1.0160,1.018
21:35:53:455,0.1429,-0.2067,-1.0131,1.017
21:35:53:461,0.1461,-0.2174,-1.0121,1.018
21:35:53:463,0.1454,-0.2257,-1.0128,1.020
21:35:53:464,0.1446,-0.2326,-1.0116,1.020
21:35:53:465,0.1441,-0.2389,-1.0084,1.018
21:35:53:469,0.1419,-0.2446,-1.0026,1.013
21:35:53:471,0.1331,-0.2502,-0.9872,0.998
21:35:53:472,0.0867,-0.2568,-0.9376,0.946
21:35:53:473,0.0386,-0.2609,-0.8868,0.895
21:35:53:474,0.0459,-0.2631,-0.8633,0.873
21:35:53:481,0.0994,-0.2643,-0.8621,0.876
21:35:53:483,0.1590,-0.2651,-0.8729,0.895
21:35:53:484,0.1915,-0.2639,-0.8882,0.916
21:35:53:485,0.1884,-0.2577,-0.9029,0.928
21:35:53:485,0.1686,-0.2487,-0.9119,0.931
21:35:53:486,0.1493,-0.2377,-0.9154,0.929
21:35:53:487,0.1385,-0.2267,-0.9173,0.927
21:35:53:490,0.1366,-0.2167,-0.9283,0.935
21:35:53:492,0.1349,-0.2057,-0.9650,0.969
21:35:53:494,0.1295,-0.1935,-1.0111,1.011
21:35:53:496,0.1244,-0.1825,-1.0424,1.040
21:35:53:498,0.1217,-0.1720,-1.0602,1.056
21:35:53:499,0.1165,-0.1617,-1.0717,1.066
21:35:53:501,0.1114,-0.1534,-1.0749,1.067
21:35:53:503,0.1048,-0.1473,-1.0717,1.063
21:35:53:505,0.0955,-0.1412,-1.0671,1.057
21:35:53:509,0.0884,-0.1356,-1.0605,1.049
21:35:53:511,0.0850,-0.1314,-1.0505,1.039
21:35:53:512,0.0870,-0.1275,-1.0380,1.026
21:35:53:514,0.0906,-0.1212,-1.0202,1.008
21:35:53:515,0.0901,-0.1141,-0.9955,0.983
21:35:53:517,0.0887,-0.1112,-0.9808,0.968
21:35:53:519,0.0853,-0.1065,-0.9373,0.925
21:35:53:522,0.0850,-0.1055,-0.8609,0.849
